table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_1996_top_1_,field_1996_top_5_,field_1996_top_10_,field_1997_top_1_,field_1997_top_5_,field_1997_top_10_,field_1998_top_1_,field_1998_top_5_,field_1998_top_10_,field_1999_top_1_,field_1999_top_5_,field_1999_top_10_,field_2000_top_1_,field_2000_top_5_,field_2000_top_10_,field_2001_top_1_,field_2001_top_5_,field_2001_top_10_,field_2002_top_1_,field_2002_top_5_,field_2002_top_10_,field_2003_top_1_,field_2003_top_5_,field_2003_top_10_,field_2004_top_1_,field_2004_top_5_,field_2004_top_10_,field_2005_top_1_,field_2005_top_5_,field_2005_top_10_,field_2006_top_1_,field_2006_top_5_,field_2006_top_10_,field_2007_top_1_,field_2007_top_5_,field_2007_top_10_,field_2008_top_1_,field_2008_top_5_,field_2008_top_10_,field_2009_top_1_,field_2009_top_5_,field_2009_top_10_,field_2010_top_1_,field_2010_top_5_,field_2010_top_10_,field_2011_top_1_,field_2011_top_5_,field_2011_top_10_,field_2012_top_1_,field_2012_top_5_,field_2012_top_10_,field_2013_top_1_,field_2013_top_5_,field_2013_top_10_,field_2014_top_1_,field_2014_top_5_,field_2014_top_10_,field_2015_top_1_,field_2015_top_5_,field_2015_top_10_,field_2016_top_1_,field_2016_top_5_,field_2016_top_10_
1853,r046,World -> Europe -> EU -> Belgium,World,Europe,EU,Belgium,4,1.32,5.96,11.83,0.97,5.81,11.64,1.3,5.96,12.06,1.21,5.68,11.85,1.16,5.68,11.67,1.24,5.88,12.18,1.28,6.52,12.7,1.44,6.85,13.29,1.64,6.8,13.35,1.9,7.55,14.55,1.84,7.71,14.41,2.0,8.27,15.3,1.85,8.25,15.73,2.0,8.88,16.19,2.18,9.15,16.7,2.19,9.12,16.87,2.26,9.38,17.13,2.46,9.55,17.5,2.58,9.68,17.2,2.67,10.08,17.97,2.61,9.9,17.47
1853,r047,World -> Europe -> EU -> Bulgaria,World,Europe,EU,Bulgaria,4,0.47,2.53,4.73,0.22,1.88,4.33,0.22,1.92,5.37,0.38,2.04,4.27,0.51,2.49,5.19,0.5,2.48,5.17,0.49,2.35,5.28,0.53,2.38,4.91,0.19,2.81,6.19,0.48,2.82,6.23,0.67,3.73,7.18,0.55,2.87,5.23,0.57,2.4,5.41,0.5,2.41,5.21,0.69,2.82,6.06,0.9,3.79,6.98,0.79,3.39,6.6,0.96,3.71,6.72,1.24,3.97,6.72,1.84,5.15,8.37,1.58,5.41,9.79
1853,r048,World -> Europe -> EU -> Croatia,World,Europe,EU,Croatia,4,0.3,0.9,2.94,0.19,1.32,2.95,0.35,1.59,3.42,0.17,1.52,2.96,0.05,1.23,3.21,0.1,1.68,4.16,0.44,1.57,3.52,0.39,1.88,4.23,0.49,2.18,4.59,0.61,2.43,5.46,0.43,2.3,4.9,0.68,2.57,5.33,0.56,2.42,4.78,0.63,2.54,5.24,0.97,3.6,7.13,0.93,3.6,7.17,1.09,4.22,7.88,1.23,4.29,7.74,1.44,5.23,8.92,1.42,5.3,9.07,1.32,5.4,9.71
1853,r049,World -> Europe -> EU -> Cyprus,World,Europe,EU,Cyprus,4,0.67,2.68,6.78,0.53,3.17,7.49,1.97,6.4,14.57,0.52,3.61,10.43,2.13,4.26,11.49,0.48,3.33,10.96,0.99,5.73,12.15,2.03,8.57,13.18,0.93,5.32,14.02,1.31,5.34,8.84,1.32,5.62,11.84,2.47,6.71,13.85,1.36,7.15,13.76,1.52,6.37,13.14,1.66,7.77,15.77,2.24,9.18,18.13,2.86,9.07,16.71,1.84,8.47,15.84,2.79,10.38,17.0,3.26,9.49,17.12,1.76,8.49,15.86
1853,r050,World -> Europe -> EU -> Czechia,World,Europe,EU,Czechia,4,0.44,2.22,5.14,0.34,2.4,5.23,0.41,2.16,4.99,0.33,2.35,5.42,0.46,2.55,5.48,0.45,2.51,5.21,0.4,2.38,5.41,0.47,2.63,5.76,0.63,3.12,6.43,0.58,3.03,6.64,0.77,3.49,7.05,0.7,3.05,6.47,0.75,3.54,7.51,0.7,3.38,7.27,0.95,3.78,7.74,0.94,3.82,7.75,0.89,4.21,8.22,1.16,4.57,8.85,1.23,4.43,8.49,1.09,4.32,8.35,1.18,4.78,9.17
1853,r051,World -> Europe -> EU -> Denmark,World,Europe,EU,Denmark,4,1.5,7.22,14.27,1.66,7.26,13.96,1.61,7.71,14.94,1.44,8.08,15.46,1.82,8.21,15.59,1.73,7.76,14.94,1.56,7.61,14.96,1.86,8.5,16.0,1.86,8.62,16.05,2.17,8.86,16.47,2.32,8.86,16.68,2.45,9.41,17.36,2.11,9.21,17.28,2.39,9.65,17.66,2.5,9.91,18.22,2.78,10.41,18.81,2.68,10.61,18.98,2.69,10.29,18.82,2.91,10.69,18.76,2.74,10.74,18.92,2.96,11.08,19.8
1853,r052,World -> Europe -> EU -> Estonia,World,Europe,EU,Estonia,4,0.51,3.7,7.6,0.85,4.43,7.84,0.61,3.66,10.24,0.69,2.97,7.27,0.62,3.58,8.07,0.5,3.2,8.21,0.42,3.94,7.85,0.35,3.44,7.5,0.98,5.09,10.0,1.25,5.08,8.97,0.83,4.36,9.53,1.17,4.57,10.49,1.34,5.39,9.8,1.17,5.23,10.45,1.57,5.74,12.35,1.78,6.73,13.99,2.23,7.92,13.85,2.24,7.85,14.49,2.88,8.49,13.84,2.91,9.86,16.85,2.41,9.33,16.36
1853,r053,World -> Europe -> EU -> Finland,World,Europe,EU,Finland,4,1.06,5.91,12.79,1.23,6.15,12.93,1.26,6.52,12.79,1.09,6.0,12.91,1.39,6.45,13.0,1.26,6.13,12.42,1.11,6.19,12.71,1.35,6.1,12.11,1.07,5.83,11.74,1.35,6.54,12.91,1.31,6.43,12.79,1.64,6.84,13.42,1.56,6.9,13.81,1.64,6.82,13.45,1.77,7.33,14.24,1.87,7.7,14.78,2.0,7.59,14.72,1.97,8.3,15.11,2.22,8.6,15.75,2.34,9.24,16.34,2.31,8.91,16.45
1853,r054,World -> Europe -> EU -> France,World,Europe,EU,France,4,1.01,5.16,10.53,1.02,5.15,10.4,1.0,5.37,10.78,1.03,5.26,10.57,1.03,5.32,10.9,1.08,5.16,10.76,1.01,5.3,10.74,1.12,5.42,10.93,1.14,5.54,11.15,1.22,5.94,11.87,1.27,6.0,11.85,1.32,6.24,12.24,1.32,6.38,12.41,1.4,6.54,12.88,1.46,6.92,13.38,1.52,6.92,13.47,1.49,6.89,13.29,1.66,7.06,13.41,1.65,6.99,13.15,1.68,7.03,13.14,1.73,7.24,13.56
1853,r055,World -> Europe -> EU -> Germany,World,Europe,EU,Germany,4,0.99,5.03,10.12,0.97,5.06,10.26,1.03,5.27,10.57,1.06,5.43,11.03,1.08,5.46,10.96,1.04,5.51,11.08,1.09,5.54,11.17,1.16,5.84,11.48,1.2,5.94,11.79,1.3,6.21,12.13,1.3,6.39,12.57,1.4,6.45,12.53,1.44,6.61,13.0,1.48,6.81,13.16,1.62,7.24,13.83,1.65,7.34,14.16,1.62,7.2,13.86,1.67,7.38,13.99,1.77,7.33,13.85,1.76,7.44,14.13,1.77,7.49,14.08
1853,r056,World -> Europe -> EU -> Greece,World,Europe,EU,Greece,4,0.6,3.49,8.33,0.53,3.88,8.31,0.81,4.4,9.45,0.6,3.87,8.76,0.78,4.27,8.88,0.87,4.34,8.85,0.77,4.49,9.23,0.96,5.14,9.97,0.79,4.86,10.24,1.13,5.25,11.19,1.19,5.28,10.83,1.06,5.57,11.45,1.25,5.88,11.92,1.18,5.93,11.62,1.46,6.36,12.34,1.38,6.54,12.38,1.56,6.74,12.96,1.84,6.72,12.94,2.0,7.11,13.36,2.1,7.73,14.16,2.05,8.02,14.45
1853,r057,World -> Europe -> EU -> Hungary,World,Europe,EU,Hungary,4,0.51,2.99,5.92,0.48,2.72,5.77,0.69,3.02,6.14,0.43,2.64,6.37,0.57,2.92,5.86,0.78,3.03,6.3,0.71,3.28,7.08,0.73,3.52,7.25,0.78,4.05,7.92,0.85,3.71,7.7,1.03,3.92,7.69,0.97,3.83,7.83,0.98,3.63,7.4,0.81,3.89,8.17,1.16,4.78,8.95,1.21,4.89,9.63,1.43,5.71,10.7,1.68,5.64,10.16,1.48,5.71,10.34,1.88,6.35,11.07,1.68,6.48,12.03
1853,r058,World -> Europe -> EU -> Ireland,World,Europe,EU,Ireland,4,0.85,5.59,10.86,1.33,6.13,12.49,1.14,6.22,11.57,1.29,5.71,12.11,0.77,5.27,10.6,0.94,5.8,11.98,1.17,6.07,11.78,1.07,5.52,11.74,1.38,5.68,11.74,1.44,6.21,12.71,1.67,6.79,12.96,1.55,7.08,13.69,1.86,7.77,14.55,1.7,7.52,14.66,1.99,8.0,14.58,2.0,7.85,14.79,2.13,8.6,15.7,2.14,8.53,16.16,2.03,8.67,15.87,2.68,9.99,17.53,2.77,9.9,17.55
1853,r059,World -> Europe -> EU -> Italy,World,Europe,EU,Italy,4,0.73,4.33,8.96,0.82,4.35,9.17,0.96,4.8,9.74,0.87,4.82,9.76,0.84,4.67,9.72,0.95,4.75,9.83,1.02,5.13,10.18,0.9,4.87,10.15,1.0,5.25,10.88,1.23,5.8,11.46,1.21,5.72,11.58,1.28,6.09,11.88,1.31,6.21,12.24,1.3,6.45,12.83,1.45,6.83,13.4,1.47,6.97,13.73,1.53,7.1,14.1,1.56,7.26,14.34,1.72,7.56,14.68,1.78,7.8,15.0,1.81,8.18,15.55
1853,r060,World -> Europe -> EU -> Latvia,World,Europe,EU,Latvia,4,0.23,2.1,4.88,0.37,1.29,3.51,0.65,2.61,6.33,0.63,1.27,4.42,0.52,2.58,4.16,0.22,1.97,4.59,0.59,1.38,3.56,0.0,2.83,5.53,0.43,2.59,6.79,0.77,3.05,6.27,1.39,3.48,5.76,1.02,2.19,4.89,0.34,2.62,5.96,0.54,2.18,5.0,0.87,2.51,5.71,0.31,1.52,3.42,0.8,2.13,3.79,1.02,3.08,5.93,0.65,3.0,5.53,1.12,4.05,6.93,1.24,4.67,8.07
1853,r061,World -> Europe -> EU -> Lithuania,World,Europe,EU,Lithuania,4,0.18,1.82,5.06,0.16,1.78,4.41,0.29,1.9,4.68,0.52,3.9,5.68,0.25,2.39,6.16,0.24,1.79,4.38,0.25,1.55,3.68,0.34,1.76,3.7,0.41,1.68,4.12,0.48,1.83,4.06,0.55,2.95,6.13,0.56,2.32,4.65,0.43,2.38,4.77,0.54,2.5,5.26,0.73,3.06,6.2,0.86,3.2,6.49,1.34,4.48,7.64,1.27,4.89,8.89,1.49,4.99,8.42,1.52,5.89,9.75,1.83,6.5,11.02
1853,r062,World -> Europe -> EU -> Luxembourg,World,Europe,EU,Luxembourg,4,0.0,0.0,5.26,1.05,5.26,8.94,0.0,2.08,6.25,0.0,3.41,6.82,0.95,0.95,7.62,0.87,5.22,7.83,0.74,2.21,5.79,0.58,4.22,9.45,0.86,3.92,9.02,2.11,4.91,10.44,1.25,5.99,11.94,0.46,4.95,9.75,1.31,7.9,14.39,1.95,8.41,15.7,2.21,8.73,17.28,2.54,6.85,13.52,2.0,7.46,15.23,2.02,9.15,17.44,2.26,7.51,15.46,2.65,10.0,19.04,3.0,10.11,17.73
1853,r063,World -> Europe -> EU -> Malta,World,Europe,EU,Malta,4,0.0,5.88,7.84,3.08,6.15,12.31,0.0,4.55,10.61,1.47,4.41,6.0,0.0,3.23,4.84,3.14,4.17,6.94,1.35,2.7,2.7,1.83,9.17,12.84,0.0,2.2,6.46,2.11,9.86,16.47,1.91,9.55,16.56,3.75,6.88,11.88,1.61,5.96,12.12,1.7,6.35,10.18,1.76,4.1,9.87,1.36,7.46,11.4,0.25,4.66,9.31,1.53,5.46,11.84,1.85,6.85,11.69,2.54,8.03,15.99,1.85,8.07,12.36
1853,r064,World -> Europe -> EU -> Netherlands,World,Europe,EU,Netherlands,4,1.55,7.27,14.17,1.69,7.63,14.49,1.61,7.19,14.52,1.7,7.76,15.27,1.65,7.89,14.97,1.45,7.67,15.12,1.65,7.93,14.97,1.77,8.08,15.72,1.86,8.37,16.01,1.96,8.59,16.39,2.13,8.94,16.46,2.2,9.3,17.11,2.14,9.39,17.52,2.2,9.43,17.49,2.35,10.14,18.66,2.59,10.29,19.09,2.59,10.39,18.68,2.54,10.4,19.0,2.67,10.47,18.7,2.78,10.85,19.14,2.89,10.98,19.43
1853,r065,World -> Europe -> EU -> Poland,World,Europe,EU,Poland,4,0.26,1.98,4.47,0.36,1.91,4.56,0.35,1.89,4.23,0.38,1.92,4.21,0.37,1.97,4.29,0.41,2.06,4.38,0.38,1.99,4.25,0.4,2.11,4.64,0.43,2.23,4.73,0.5,2.5,5.13,0.55,2.4,5.2,0.57,2.52,5.25,0.53,2.44,5.23,0.61,2.7,5.82,0.67,2.83,6.21,0.72,3.1,6.57,0.78,3.53,7.06,0.87,3.5,7.2,0.93,3.9,7.61,0.88,4.08,8.17,0.93,4.28,8.48
1853,r066,World -> Europe -> EU -> Portugal,World,Europe,EU,Portugal,4,0.55,4.48,9.57,0.6,4.0,9.17,0.58,4.08,8.37,0.96,4.49,9.76,0.66,4.21,9.34,0.82,4.84,10.29,0.99,5.04,10.55,0.76,4.84,10.2,1.03,5.29,10.78,1.14,5.89,11.81,1.33,5.84,11.38,1.51,6.07,12.18,1.29,5.92,11.73,1.28,6.26,12.61,1.4,6.04,12.01,1.48,6.43,12.54,1.55,6.76,12.96,1.48,6.4,13.01,1.64,6.51,12.35,1.48,6.47,12.34,1.58,7.34,13.71
1853,r067,World -> Europe -> EU -> Romania,World,Europe,EU,Romania,4,0.25,1.23,3.53,0.22,1.6,3.8,0.32,1.79,3.98,0.32,1.76,3.9,0.32,2.35,4.71,0.22,2.19,4.88,0.55,2.3,5.19,0.24,2.15,5.62,0.5,2.91,5.77,0.5,2.3,5.3,0.57,2.48,6.1,0.47,2.59,5.5,0.4,2.33,4.7,0.31,1.76,4.08,0.45,2.14,4.6,0.66,2.92,5.62,0.64,3.31,6.48,0.89,3.6,6.84,1.02,3.86,6.84,0.98,3.92,6.93,1.16,4.22,7.6
1853,r068,World -> Europe -> EU -> Slovakia,World,Europe,EU,Slovakia,4,0.44,2.4,4.56,0.5,1.77,4.24,0.11,1.66,4.09,0.38,2.07,4.3,0.26,1.52,3.11,0.53,1.89,4.96,0.3,2.16,4.19,0.41,2.09,4.31,0.41,2.34,4.77,0.47,2.13,4.67,0.78,3.16,6.06,0.63,3.07,5.95,0.61,2.86,5.77,0.46,2.67,6.33,0.78,3.08,6.61,0.7,3.0,6.17,0.82,3.71,7.26,1.05,3.54,7.01,1.02,3.7,6.6,1.04,3.86,6.78,1.08,3.64,7.18
1853,r069,World -> Europe -> EU -> Slovenia,World,Europe,EU,Slovenia,4,0.38,2.79,6.29,0.47,2.95,7.54,0.67,2.58,7.16,0.69,3.58,7.58,0.34,3.05,5.88,0.58,3.26,7.59,0.7,3.32,7.56,0.66,3.38,7.53,0.48,3.76,8.59,0.73,3.98,8.37,1.38,5.06,10.01,1.09,5.01,10.14,1.1,4.76,9.32,0.86,4.6,9.63,1.36,5.41,10.4,1.04,5.64,11.19,1.55,5.79,11.42,1.72,6.18,11.48,2.06,7.02,12.48,1.9,7.48,13.15,2.26,7.92,13.31
1853,r070,World -> Europe -> EU -> Spain,World,Europe,EU,Spain,4,0.63,3.9,8.53,0.69,4.1,9.02,0.8,4.34,9.27,0.67,4.15,9.08,0.75,4.3,8.96,0.79,4.31,9.28,0.86,4.53,9.38,0.89,4.54,9.55,0.95,5.14,10.35,1.06,5.34,10.94,1.04,5.48,11.16,1.19,5.61,11.22,1.16,5.83,11.68,1.31,6.12,12.14,1.33,6.38,12.49,1.43,6.51,12.87,1.49,6.76,13.19,1.56,6.92,13.32,1.66,7.01,13.2,1.65,7.01,13.33,1.66,7.16,13.56
1853,r071,World -> Europe -> EU -> Sweden,World,Europe,EU,Sweden,4,1.32,7.29,14.78,1.4,7.13,14.39,1.46,7.15,14.19,1.29,6.6,13.59,1.24,6.94,13.78,1.44,7.01,14.05,1.37,7.05,14.03,1.56,7.29,14.07,1.61,7.24,14.1,1.73,7.37,14.24,1.71,7.83,14.86,1.86,7.92,14.96,1.78,7.84,15.2,1.85,8.16,15.63,2.1,8.51,16.27,2.09,8.88,16.6,2.09,8.77,16.72,2.19,8.91,16.64,2.37,9.1,16.67,2.32,9.17,16.87,2.44,9.7,17.35
1853,r072,World -> Europe -> EU -> United Kingdom,World,Europe,EU,United Kingdom,4,1.26,6.4,12.8,1.36,6.56,12.92,1.36,6.61,13.03,1.38,6.74,13.09,1.44,6.74,13.19,1.4,6.81,13.43,1.46,7.08,13.66,1.52,7.06,13.84,1.61,7.34,14.13,1.77,7.65,14.57,1.74,7.78,14.67,1.77,7.88,14.96,1.81,8.2,15.3,1.85,8.18,15.56,1.93,8.59,16.03,2.02,8.76,16.38,2.14,8.9,16.37,2.21,9.17,16.77,2.3,9.3,16.89,2.3,9.55,17.3,2.35,9.78,17.68
1853,r073,World -> Europe -> Other Europe,World,Europe,Other Europe,,3,0.58,3.09,6.12,0.66,3.21,6.49,0.67,3.16,6.33,0.69,3.34,6.66,0.73,3.37,6.69,0.68,3.33,6.7,0.73,3.32,6.53,0.78,3.71,7.15,0.86,3.88,7.73,0.9,4.12,8.22,1.0,4.53,8.83,1.04,4.85,9.3,1.02,4.8,9.38,1.11,4.93,9.43,1.1,4.85,9.39,1.16,4.93,9.53,1.16,4.92,9.47,1.17,4.94,9.49,1.17,4.89,9.3,1.18,4.88,9.24,1.14,4.74,9.04
1853,r074,World -> Europe -> Other Europe -> Albania,World,Europe,Other Europe,Albania,4,0.0,1.52,6.06,0.0,2.27,6.82,0.0,6.52,6.52,0.0,2.38,4.76,0.0,2.78,2.78,0.0,0.0,3.23,0.0,2.33,6.98,0.0,2.13,8.51,2.17,6.52,13.04,0.0,0.0,3.85,0.0,1.61,6.45,0.0,2.74,5.48,2.13,4.26,8.51,0.0,1.8,3.6,0.48,1.32,3.81,0.53,1.75,3.95,0.0,1.67,2.29,0.0,0.0,0.77,0.66,2.07,4.37,0.61,4.81,8.21,0.59,3.81,6.13
1853,r075,World -> Europe -> Other Europe -> Andorra,World,Europe,Other Europe,Andorra,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,na,na,na,na,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
1853,r076,World -> Europe -> Other Europe -> Belarus,World,Europe,Other Europe,Belarus,4,0.07,1.37,2.36,0.06,1.38,2.82,0.2,1.45,3.03,0.57,1.79,3.55,0.27,1.44,3.47,0.79,1.6,3.1,0.24,1.84,3.55,0.06,1.48,2.88,0.18,1.82,3.63,0.23,1.74,4.11,0.42,1.62,3.97,0.45,2.49,3.95,0.41,2.07,4.56,0.37,1.61,4.03,0.52,3.16,6.27,1.08,4.33,7.9,1.47,6.54,11.76,1.79,6.24,11.03,2.29,6.9,10.26,2.92,8.25,12.88,2.14,7.85,12.42
1853,r077,World -> Europe -> Other Europe -> Bosnia and Herzegovina,World,Europe,Other Europe,Bosnia and Herzegovina,4,0.0,2.17,3.24,0.0,1.59,4.76,0.0,0.0,1.72,0.0,0.0,0.0,0.0,2.11,4.21,0.0,2.3,5.75,0.72,2.16,4.12,0.0,1.99,2.99,0.4,1.21,2.43,0.32,1.9,3.48,0.82,1.93,4.37,0.47,2.13,5.45,0.19,1.95,4.04,0.18,1.9,3.67,0.44,1.33,3.87,0.0,1.45,3.16,0.36,1.94,3.79,0.54,2.23,4.75,0.66,3.44,6.39,1.01,3.8,7.07,1.93,4.91,7.69
1853,r078,World -> Europe -> Other Europe -> Holy See (Vatican City),World,Europe,Other Europe,Holy See (Vatican City),4,ne,ne,ne,ne,ne,ne,na,na,na,na,na,na,ne,ne,ne,na,na,na,ne,ne,ne,na,na,na,ne,ne,ne,ne,ne,ne,na,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
1853,r079,World -> Europe -> Other Europe -> Iceland,World,Europe,Other Europe,Iceland,4,2.57,9.97,17.21,2.35,9.76,13.91,2.08,7.53,15.05,1.04,6.01,11.49,1.71,8.29,15.43,2.33,6.98,16.54,2.15,8.6,15.04,2.11,7.59,14.03,2.54,8.89,15.53,2.61,9.22,16.72,2.05,8.14,16.54,2.89,10.04,16.01,2.89,8.04,16.05,3.46,11.11,16.65,3.75,12.22,20.01,3.06,10.34,21.58,3.53,11.63,19.42,2.56,11.09,19.41,3.74,11.49,18.0,3.63,11.76,19.95,3.33,11.2,18.27
1853,r080,World -> Europe -> Other Europe -> Kosovo,World,Europe,Other Europe,Kosovo,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.0,1.72,2.97,0.0,1.27,2.53,0.47,0.93,2.8,0.0,2.05,4.1,0.89,2.22,3.2,0.0,0.0,2.74,0.0,1.69,2.2,0.37,1.51,4.58,0.59,1.99,3.59
1853,r081,World -> Europe -> Other Europe -> Liechtenstein,World,Europe,Other Europe,Liechtenstein,4,ne,ne,ne,0.0,6.67,16.67,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,0.0,13.07,2.27,4.55,13.64,1.56,9.38,12.5,4.84,15.4,22.58,1.82,14.55,18.18,0.0,8.54,19.51,3.03,9.09,15.15,3.37,15.73,20.22,0.0,4.82,12.52,1.2,9.64,14.46,2.5,6.25,14.15,0.94,5.66,12.74,3.37,10.11,15.19,1.01,10.1,17.47
1853,r082,World -> Europe -> Other Europe -> Moldova,World,Europe,Other Europe,Moldova,4,0.0,1.49,1.49,0.0,0.0,1.7,0.0,1.3,1.72,0.45,0.45,3.62,0.0,0.77,2.37,0.0,2.71,5.59,0.0,3.09,4.02,0.0,2.11,6.34,0.0,5.62,8.79,1.14,3.42,7.55,1.71,4.78,7.08,0.73,4.36,7.81,1.32,5.1,9.93,1.22,5.09,9.45,2.67,6.33,10.45,0.58,3.35,6.2,0.8,3.21,5.85,0.27,3.18,7.09,1.0,3.99,7.44,1.34,3.89,8.46,2.17,5.35,7.95
1853,r083,World -> Europe -> Other Europe -> Monaco,World,Europe,Other Europe,Monaco,4,0.0,15.38,28.21,0.0,2.86,8.57,4.35,6.52,13.04,0.0,2.5,7.5,ne,ne,ne,0.0,12.5,18.75,2.63,5.26,10.53,0.0,6.67,8.37,4.05,13.51,20.27,1.12,7.87,13.48,1.33,4.0,9.33,1.35,5.41,13.34,2.44,9.76,15.11,3.92,11.98,18.63,0.0,10.47,13.95,4.63,11.11,22.22,4.55,9.09,13.64,3.51,10.46,15.79,0.95,4.76,12.38,2.98,11.9,21.97,2.22,9.96,19.04
1853,r084,World -> Europe -> Other Europe -> Montenegro<sup>a</sup>,World,Europe,Other Europe,Montenegro<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.8,2.4,8.8,0.0,7.69,12.56,1.31,3.27,6.54,1.01,6.25,12.79,0.42,4.6,7.28,1.49,3.39,6.93,0.94,3.13,6.07,0.85,4.84,9.97,0.57,2.76,7.3,0.51,1.96,5.29
1853,r085,World -> Europe -> Other Europe -> North Macedonia,World,Europe,Other Europe,North Macedonia,4,1.85,4.63,8.33,0.66,1.99,4.64,0.0,3.48,5.57,0.0,0.0,2.09,0.0,1.94,3.23,0.56,4.33,7.91,0.0,2.21,3.87,0.51,3.03,4.55,0.47,2.83,5.66,0.78,1.95,5.86,0.69,3.81,6.92,0.53,2.64,4.92,0.0,2.37,7.06,0.63,2.97,5.29,0.97,2.4,5.48,0.47,3.01,5.55,1.6,2.65,5.48,0.59,2.49,5.15,1.54,4.36,8.06,1.36,4.09,6.74,1.66,4.72,7.88
1853,r086,World -> Europe -> Other Europe -> Norway,World,Europe,Other Europe,Norway,4,1.22,6.24,11.61,1.16,5.68,11.44,1.31,5.73,11.39,1.24,6.1,12.61,1.39,6.03,11.48,1.39,6.05,12.48,1.4,6.15,12.7,1.42,6.78,13.11,1.6,7.48,14.3,1.62,7.07,14.06,1.84,7.71,14.29,1.73,7.37,13.98,1.61,7.92,15.53,1.7,7.92,14.74,1.87,7.67,15.03,2.06,8.33,15.95,2.1,8.19,15.62,2.21,8.55,15.93,2.26,8.46,15.19,2.41,8.89,15.99,2.47,9.0,16.37
1853,r087,World -> Europe -> Other Europe -> Russia,World,Europe,Other Europe,Russia,4,0.23,1.36,2.84,0.3,1.42,3.12,0.24,1.36,2.94,0.26,1.43,3.0,0.27,1.39,3.11,0.26,1.41,3.1,0.28,1.27,2.84,0.28,1.51,3.18,0.32,1.53,3.38,0.35,1.75,3.73,0.44,2.02,4.15,0.4,2.17,4.44,0.35,1.91,4.13,0.36,1.83,3.97,0.45,2.1,4.29,0.49,2.01,4.24,0.5,2.27,4.59,0.58,2.36,4.89,0.56,2.34,4.71,0.51,2.34,4.93,0.56,2.33,4.69
1853,r088,World -> Europe -> Other Europe -> San Marino,World,Europe,Other Europe,San Marino,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,na,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
1853,r089,World -> Europe -> Other Europe -> Serbia<sup>a</sup>,World,Europe,Other Europe,Serbia<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.62,2.79,5.54,0.66,3.12,5.75,0.59,3.32,6.08,0.76,3.49,7.06,0.97,3.7,7.17,0.79,3.43,6.81,1.0,3.99,7.92,1.55,5.31,9.24,1.59,5.2,8.98,1.34,4.85,9.14
1853,r090,World -> Europe -> Other Europe -> Serbia and Montenegro<sup>b</sup>,World,Europe,Other Europe,Serbia and Montenegro<sup>b</sup>,4,0.31,1.38,3.39,0.11,1.16,3.64,0.23,1.31,3.25,0.3,1.73,4.24,0.37,1.34,3.18,0.16,1.14,3.33,0.46,1.91,4.1,0.28,1.96,4.76,0.25,1.66,4.19,0.36,1.86,4.18,0.51,2.71,5.22,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1853,r091,World -> Europe -> Other Europe -> Switzerland,World,Europe,Other Europe,Switzerland,4,1.54,7.82,14.74,1.83,8.28,15.52,1.95,8.25,15.38,1.96,8.36,15.59,1.98,8.34,15.46,1.91,8.94,16.4,2.13,8.67,15.37,2.13,9.16,16.25,2.23,9.0,17.01,2.35,9.49,17.52,2.34,9.47,17.31,2.45,10.0,18.19,2.51,10.19,18.54,2.64,10.57,19.0,2.64,10.55,19.02,2.77,10.78,19.4,2.86,10.83,19.31,2.89,10.97,19.28,2.87,10.67,19.0,3.11,11.29,19.45,2.96,11.05,19.58
