table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_1996_top_1_,field_1996_top_5_,field_1996_top_10_,field_1997_top_1_,field_1997_top_5_,field_1997_top_10_,field_1998_top_1_,field_1998_top_5_,field_1998_top_10_,field_1999_top_1_,field_1999_top_5_,field_1999_top_10_,field_2000_top_1_,field_2000_top_5_,field_2000_top_10_,field_2001_top_1_,field_2001_top_5_,field_2001_top_10_,field_2002_top_1_,field_2002_top_5_,field_2002_top_10_,field_2003_top_1_,field_2003_top_5_,field_2003_top_10_,field_2004_top_1_,field_2004_top_5_,field_2004_top_10_,field_2005_top_1_,field_2005_top_5_,field_2005_top_10_,field_2006_top_1_,field_2006_top_5_,field_2006_top_10_,field_2007_top_1_,field_2007_top_5_,field_2007_top_10_,field_2008_top_1_,field_2008_top_5_,field_2008_top_10_,field_2009_top_1_,field_2009_top_5_,field_2009_top_10_,field_2010_top_1_,field_2010_top_5_,field_2010_top_10_,field_2011_top_1_,field_2011_top_5_,field_2011_top_10_,field_2012_top_1_,field_2012_top_5_,field_2012_top_10_,field_2013_top_1_,field_2013_top_5_,field_2013_top_10_,field_2014_top_1_,field_2014_top_5_,field_2014_top_10_,field_2015_top_1_,field_2015_top_5_,field_2015_top_10_,field_2016_top_1_,field_2016_top_5_,field_2016_top_10_
1853,r189,World -> Asia -> Papua New Guinea,World,Asia,Papua New Guinea,,3,0.0,2.21,8.11,1.85,3.7,7.41,0.0,1.87,4.67,0.91,3.64,7.27,1.05,3.16,5.26,0.93,1.87,8.41,0.0,3.39,5.19,0.0,2.06,11.34,0.0,1.22,3.66,1.41,2.82,2.82,0.0,3.33,10.0,0.0,5.26,7.89,0.0,4.58,8.01,0.98,5.88,17.65,0.0,5.5,8.96,0.88,5.05,10.53,2.19,7.3,13.14,2.31,8.46,13.08,1.8,5.93,12.11,4.43,11.63,15.19,4.17,7.01,15.78
1853,r190,World -> Asia -> Philippines,World,Asia,Philippines,,3,1.35,5.84,13.42,1.34,6.96,13.4,0.83,5.8,10.33,1.03,5.77,12.07,0.71,5.8,12.22,0.45,4.56,9.35,0.99,5.33,10.94,0.77,4.52,9.91,0.76,4.33,8.99,1.13,5.45,10.15,1.38,5.74,11.62,1.81,6.01,11.36,1.39,5.82,10.96,2.28,8.16,13.89,1.89,5.31,10.19,1.59,6.59,11.97,1.84,6.67,10.77,1.74,5.89,10.45,1.33,5.76,10.27,1.48,5.0,8.98,1.71,5.41,9.76
1853,r191,World -> Asia -> Singapore,World,Asia,Singapore,,3,0.83,4.33,9.36,0.99,4.79,10.41,0.72,5.56,11.11,0.74,4.39,10.23,0.9,5.68,11.3,1.17,6.47,12.72,1.16,6.52,12.78,1.26,6.54,13.59,1.27,6.53,13.47,1.72,7.86,15.14,1.34,7.32,14.48,1.54,7.69,14.91,1.97,9.0,15.82,2.28,9.17,16.82,2.45,9.9,17.82,2.17,9.99,18.28,2.75,10.52,18.8,2.6,10.74,19.0,2.76,10.94,19.26,2.94,11.04,19.32,2.97,11.38,19.78
1853,r192,World -> Asia -> South Korea,World,Asia,South Korea,,3,0.53,3.64,7.79,0.46,3.37,7.6,0.51,3.45,7.92,0.47,3.65,7.94,0.6,3.88,8.74,0.59,3.88,9.0,0.75,4.21,9.09,0.66,4.18,8.92,0.67,3.97,8.62,0.83,4.43,9.19,0.62,4.0,8.51,0.73,3.97,8.48,0.7,4.05,8.75,0.81,4.41,9.23,0.82,4.35,9.31,0.94,4.61,9.52,0.91,4.65,9.62,1.02,4.71,9.41,0.99,4.6,9.38,1.02,4.65,9.4,1.02,4.85,9.63
1853,r193,World -> Asia -> Sri Lanka,World,Asia,Sri Lanka,,3,0.0,1.43,3.02,0.35,1.77,4.51,1.4,4.35,8.74,0.63,3.99,8.33,1.47,5.15,11.03,0.0,3.16,6.67,0.63,3.46,9.03,1.23,5.91,11.6,0.73,5.57,12.28,0.32,3.94,9.47,0.87,5.04,9.37,1.02,4.1,9.02,1.08,2.97,7.73,0.66,3.72,6.8,1.16,3.73,7.11,0.46,3.13,6.31,1.04,4.79,8.79,1.44,4.7,8.4,1.66,5.8,9.9,2.36,7.14,11.99,1.89,6.03,9.98
1853,r194,World -> Asia -> Taiwan,World,Asia,Taiwan,,3,0.48,3.78,8.7,0.5,3.91,8.75,0.43,3.49,8.21,0.51,3.7,8.02,0.5,3.9,8.87,0.46,3.94,8.67,0.55,3.93,8.84,0.73,4.1,9.12,0.72,4.41,9.36,0.7,4.47,9.49,0.7,4.37,9.45,0.72,4.35,9.45,0.73,4.98,10.54,0.77,4.63,10.4,0.72,4.54,9.82,0.76,4.55,9.88,0.86,4.55,9.56,0.79,4.19,8.95,0.8,4.21,8.63,0.92,4.3,9.0,1.0,4.6,9.08
1853,r195,World -> Asia -> Tajikistan,World,Asia,Tajikistan,,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,5.26,5.26,0.0,2.13,2.13,0.0,0.0,2.44,0.0,2.08,4.17,0.0,5.88,7.84,0.0,2.27,6.82,0.0,5.34,5.45,0.0,0.0,3.28,0.0,2.17,4.35,0.0,0.0,2.56,0.0,1.32,2.63,1.18,4.71,8.24,0.0,4.9,5.88,1.22,3.66,6.84,0.0,2.7,3.6,0.95,1.08,3.81
1853,r196,World -> Asia -> Thailand,World,Asia,Thailand,,3,0.43,4.0,8.78,1.07,3.74,8.77,0.25,3.3,6.69,0.62,3.58,7.74,0.73,2.91,7.13,0.31,2.78,7.11,0.35,3.32,7.01,0.66,3.55,8.3,1.01,4.6,9.43,0.95,4.01,8.72,0.6,4.13,8.74,0.8,4.68,9.22,0.72,3.83,8.08,0.93,4.45,9.25,0.62,3.76,8.01,0.82,4.02,8.01,1.0,4.02,7.84,0.87,4.03,8.09,1.09,4.31,7.8,1.13,4.05,7.65,0.9,4.14,8.2
1853,r197,World -> Asia -> Timor-Leste,World,Asia,Timor-Leste,,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ne,ne,ne,na,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,3.23,3.23,ne,ne,ne,3.23,3.23,3.23
1853,r198,World -> Asia -> Turkmenistan,World,Asia,Turkmenistan,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,3.23,3.23,0.0,2.17,4.35,ne,ne,ne,0.0,2.27,11.36,ne,ne,ne,ne,ne,ne
1853,r199,World -> Asia -> Uzbekistan,World,Asia,Uzbekistan,,3,0.0,0.23,0.7,0.0,0.42,1.09,0.25,1.23,1.47,0.0,0.47,1.66,0.0,0.9,2.31,0.0,1.23,1.44,0.0,0.24,2.2,0.0,1.4,3.29,0.62,1.66,3.32,0.0,1.28,3.84,0.23,1.84,5.56,0.39,2.17,4.53,0.44,2.42,4.85,0.0,1.98,4.54,0.55,2.0,5.29,0.54,1.48,3.38,0.21,1.47,2.95,0.0,1.78,4.62,0.97,2.35,5.66,0.23,1.35,4.17,0.35,1.44,4.12
1853,r200,World -> Asia -> Vietnam,World,Asia,Vietnam,,3,0.71,5.34,7.47,0.3,2.93,5.83,0.66,4.26,8.48,0.84,3.37,7.14,0.51,7.07,13.88,1.17,6.62,11.38,0.23,2.23,8.98,0.81,2.94,8.72,1.17,4.96,10.39,1.47,4.04,7.45,1.44,4.84,9.59,0.92,5.18,11.24,1.24,4.66,9.37,0.52,4.18,8.93,1.34,5.63,10.6,1.09,5.55,10.94,1.18,5.03,9.9,0.95,5.39,10.6,0.96,5.07,10.28,1.19,5.85,10.86,1.47,5.74,10.88
1853,r201,World -> Australia and Oceania,World,Australia and Oceania,,,2,1.22,5.95,11.87,1.19,5.96,12.08,1.32,6.15,12.46,1.18,6.12,12.24,1.19,6.05,12.18,1.15,6.21,12.52,1.33,6.47,12.53,1.24,6.52,13.02,1.49,6.75,13.28,1.32,6.66,13.2,1.47,7.1,13.68,1.65,7.14,13.85,1.74,7.54,14.35,1.81,7.99,14.96,1.87,8.09,15.31,1.85,8.48,15.62,2.01,8.42,15.73,2.1,8.71,16.12,2.15,9.0,16.43,2.23,9.28,16.85,2.26,9.33,17.05
1853,r202,World -> Australia and Oceania -> Australia,World,Australia and Oceania,Australia,,3,1.25,5.96,11.83,1.22,5.92,12.12,1.37,6.21,12.53,1.27,6.28,12.45,1.18,6.1,12.28,1.23,6.4,12.82,1.4,6.72,12.94,1.27,6.69,13.27,1.55,7.01,13.67,1.37,6.79,13.47,1.51,7.3,14.03,1.71,7.37,14.2,1.81,7.83,14.77,1.89,8.3,15.46,1.94,8.26,15.59,1.93,8.78,16.1,2.1,8.74,16.32,2.16,8.98,16.61,2.23,9.28,16.9,2.32,9.56,17.27,2.34,9.65,17.57
1853,r203,World -> Australia and Oceania -> Cook Islands,World,Australia and Oceania,Cook Islands,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,na,na,na,ne,ne,ne,na,na,na,na,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,na,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
1853,r204,World -> Australia and Oceania -> Fiji,World,Australia and Oceania,Fiji,,3,0.0,0.0,6.67,0.0,0.49,6.9,2.63,2.63,2.63,2.38,4.76,7.14,0.0,0.0,0.0,1.96,5.88,7.84,0.0,0.0,0.0,0.0,3.95,5.26,0.0,2.1,5.3,0.0,4.0,6.0,0.76,4.55,9.85,1.97,5.92,11.61,4.27,8.55,12.82,2.4,5.6,10.56,2.82,6.56,10.15,0.0,2.19,7.34,0.69,7.09,14.48,0.57,6.19,11.72,2.22,8.41,16.27,4.19,11.31,15.98,2.0,5.75,13.21
1853,r205,World -> Australia and Oceania -> Kiribati,World,Australia and Oceania,Kiribati,,3,ne,ne,ne,ne,ne,ne,na,na,na,na,na,na,na,na,na,ne,ne,ne,na,na,na,ne,ne,ne,na,na,na,na,na,na,ne,ne,ne,ne,ne,ne,na,na,na,ne,ne,ne,ne,ne,ne,na,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
1853,r206,World -> Australia and Oceania -> Marshall Islands,World,Australia and Oceania,Marshall Islands,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
1853,r207,"World -> Australia and Oceania -> Micronesia, Federated States of",World,Australia and Oceania,"Micronesia, Federated States of",,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,na,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
1853,r208,World -> Australia and Oceania -> Nauru,World,Australia and Oceania,Nauru,,3,na,na,na,ne,ne,ne,ne,ne,ne,na,na,na,na,na,na,ne,ne,ne,na,na,na,na,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,na,na,na,na,na,na,ne,ne,ne,na,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
1853,r209,World -> Australia and Oceania -> New Zealand,World,Australia and Oceania,New Zealand,,3,1.23,6.43,12.67,1.12,6.32,12.09,1.08,6.16,12.52,0.89,5.54,11.52,1.36,5.89,11.93,0.85,5.43,11.22,1.05,5.52,10.92,1.12,6.04,12.15,1.27,5.79,11.83,1.21,6.3,12.51,1.36,6.29,12.38,1.47,6.31,12.68,1.54,6.53,12.7,1.6,6.81,12.94,1.77,7.52,14.17,1.67,7.31,13.63,1.83,7.3,13.51,2.07,7.89,14.19,1.85,7.93,14.28,2.18,8.59,15.49,2.22,8.15,14.91
1853,r210,World -> Australia and Oceania -> Niue,World,Australia and Oceania,Niue,,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,na,na,na,ne,ne,ne,na,na,na,na,na,na,na,na,na,na,na,na,ne,ne,ne,na,na,na,ne,ne,ne
1853,r211,World -> Australia and Oceania -> Palau,World,Australia and Oceania,Palau,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,na,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
1853,r212,World -> Australia and Oceania -> Samoa,World,Australia and Oceania,Samoa,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
1853,r213,World -> Australia and Oceania -> Solomon Islands,World,Australia and Oceania,Solomon Islands,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,6.52,17.39,1.96,1.96,7.19
1853,r214,World -> Australia and Oceania -> Tonga,World,Australia and Oceania,Tonga,,3,na,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
1853,r215,World -> Australia and Oceania -> Tuvalu,World,Australia and Oceania,Tuvalu,,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ne,ne,ne,na,na,na,ne,ne,ne,ne,ne,ne,na,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,na,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
1853,r216,World -> Australia and Oceania -> Vanuatu,World,Australia and Oceania,Vanuatu,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,2.78,16.67,2.33,2.33,6.98
1853,r217,World -> Unassigned,World,Unassigned,,,2,1.44,6.49,12.77,1.43,6.17,12.21,1.34,6.04,12.1,1.14,5.59,11.07,1.09,5.36,10.46,1.13,4.77,9.38,0.85,4.26,8.06,1.0,4.38,8.6,1.05,4.05,7.57,0.92,4.0,7.65,0.88,3.67,7.43,0.81,3.55,6.86,0.89,4.14,7.87,0.87,3.15,6.49,0.68,2.84,5.5,0.56,2.32,4.84,0.84,3.38,6.36,0.85,2.96,5.48,1.5,5.19,8.53,2.31,7.21,12.01,2.1,7.59,12.54
