table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_doc,field_dod,field_dot,field_hhs,field_nsf,field_usda
11231,r231,All institutions -> Florida State C. at Jacksonville,All institutions,Florida State C. at Jacksonville,2,230,1758,0,0,0,0,1758,0
11231,r232,All institutions -> U. West Florida,All institutions,U. West Florida,2,231,1742,0,0,0,381,1361,0
11231,r233,All institutions -> Indiana Wesleyan U.,All institutions,Indiana Wesleyan U.,2,232,1738,0,0,0,734,1004,0
11231,r234,All institutions -> U. District of Columbia,All institutions,U. District of Columbia,2,233,1730,0,0,0,0,1730,0
11231,r235,All institutions -> U. Incarnate Word,All institutions,U. Incarnate Word,2,234,1697,0,0,0,1678,19,0
11231,r236,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,235,1693,0,0,0,1537,157,0
11231,r237,"All institutions -> Kent State U., Kent",All institutions,"Kent State U., Kent",2,236,1691,0,0,0,1004,687,0
11231,r238,All institutions -> George Mason U.,All institutions,George Mason U.,2,237,1678,0,0,0,1330,314,35
11231,r239,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,238,1667,226,0,0,44,1396,0
11231,r240,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,239,1663,0,0,0,140,1523,0
11231,r241,All institutions -> Nova Southeastern U.,All institutions,Nova Southeastern U.,2,240,1657,0,0,0,1349,308,0
11231,r242,"All institutions -> U. Akron, The, Akron",All institutions,"U. Akron, The, Akron",2,241,1636,0,0,0,50,1586,0
11231,r243,All institutions -> Rice U.,All institutions,Rice U.,2,242,1620,0,0,0,624,996,0
11231,r244,All institutions -> Inter American U. Puerto Rico,All institutions,Inter American U. Puerto Rico,2,243,1607,0,0,0,1084,149,374
11231,r245,All institutions -> Iona C.,All institutions,Iona C.,2,244,1591,0,0,0,466,1125,0
11231,r246,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,245,1582,0,0,0,537,1045,0
11231,r247,All institutions -> Wayne State C.,All institutions,Wayne State C.,2,246,1562,0,0,0,247,1315,0
11231,r248,"All institutions -> U. Puerto Rico, Ponce",All institutions,"U. Puerto Rico, Ponce",2,247,1555,0,0,0,1555,0,0
11231,r249,All institutions -> Midwestern State U.,All institutions,Midwestern State U.,2,248,1532,0,0,0,1532,0,0
11231,r250,"All institutions -> U. Massachusetts, Dartmouth",All institutions,"U. Massachusetts, Dartmouth",2,249,1516,0,0,0,0,1516,0
11231,r251,All institutions -> Virginia State U.,All institutions,Virginia State U.,2,250,1516,0,0,0,0,0,1516
11231,r252,All institutions -> Citadel Military C. South Carolina,All institutions,Citadel Military C. South Carolina,2,251,1512,0,0,0,0,1512,0
11231,r253,All institutions -> Goodwin U.,All institutions,Goodwin U.,2,252,1500,0,0,0,1500,0,0
11231,r254,All institutions -> Missouri U. Science and Technology,All institutions,Missouri U. Science and Technology,2,253,1499,0,0,0,0,1499,0
11231,r255,All institutions -> Ana G. Mendez U. System,All institutions,Ana G. Mendez U. System,2,254,1499,0,0,0,404,0,1095
11231,r256,All institutions -> Kentucky State U.,All institutions,Kentucky State U.,2,255,1491,0,0,0,0,219,1272
11231,r257,All institutions -> Northwest Indian C.,All institutions,Northwest Indian C.,2,256,1488,0,0,0,0,1225,263
11231,r258,"All institutions -> SUNY, Nassau Community C.",All institutions,"SUNY, Nassau Community C.",2,257,1486,0,0,0,0,1486,0
11231,r259,All institutions -> James Madison U.,All institutions,James Madison U.,2,258,1482,0,0,0,407,1075,0
11231,r260,All institutions -> San Jacinto Community C. District,All institutions,San Jacinto Community C. District,2,259,1479,0,0,0,0,1479,0
11231,r261,"All institutions -> U. Arkansas, System Office",All institutions,"U. Arkansas, System Office",2,260,1461,0,0,0,0,0,1461
11231,r262,All institutions -> Langston U.,All institutions,Langston U.,2,261,1458,0,0,0,0,0,1458
11231,r263,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,262,1450,0,0,0,1337,113,0
11231,r264,All institutions -> Alcorn State U.,All institutions,Alcorn State U.,2,263,1445,0,0,0,0,0,1445
11231,r265,"All institutions -> California State U., San Bernardino",All institutions,"California State U., San Bernardino",2,264,1443,0,0,0,505,938,0
11231,r266,"All institutions -> CUNY, Hostos Community C.",All institutions,"CUNY, Hostos Community C.",2,265,1440,0,0,0,0,1440,0
11231,r267,All institutions -> Baylor U.,All institutions,Baylor U.,2,266,1439,0,0,0,1439,0,0
11231,r268,All institutions -> Miami Dade C.,All institutions,Miami Dade C.,2,267,1420,0,0,0,0,1420,0
11231,r269,"All institutions -> California State Polytechnic U., Pomona",All institutions,"California State Polytechnic U., Pomona",2,268,1413,0,0,0,0,1413,0
11231,r270,All institutions -> Fort Hays State U.,All institutions,Fort Hays State U.,2,269,1399,0,0,0,700,700,0
11231,r271,All institutions -> Northeastern Illinois U.,All institutions,Northeastern Illinois U.,2,270,1387,0,0,0,262,1125,0
11231,r272,All institutions -> Dominican C.,All institutions,Dominican C.,2,271,1374,0,0,0,250,1124,0
11231,r273,All institutions -> Samuel Merritt U.,All institutions,Samuel Merritt U.,2,272,1364,0,0,0,1364,0,0
11231,r274,All institutions -> Mercer U.,All institutions,Mercer U.,2,273,1356,0,0,0,429,926,0
11231,r275,"All institutions -> C. St. Scholastica, The",All institutions,"C. St. Scholastica, The",2,274,1328,0,0,0,1328,0,0
11231,r276,"All institutions -> U. Texas, The, Arlington",All institutions,"U. Texas, The, Arlington",2,275,1326,0,0,0,38,1153,135
11231,r277,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,276,1324,0,0,0,972,352,0
11231,r278,All institutions -> Central Washington U.,All institutions,Central Washington U.,2,277,1322,0,0,0,0,1322,0
11231,r279,All institutions -> Miami U.,All institutions,Miami U.,2,278,1315,0,0,0,119,1196,0
11231,r280,All institutions -> Portland State U.,All institutions,Portland State U.,2,279,1276,0,0,0,1082,194,0
11231,r281,"All institutions -> St. Mary's U., San Antonio",All institutions,"St. Mary's U., San Antonio",2,280,1249,0,0,0,475,774,0
11231,r282,All institutions -> U. San Francisco,All institutions,U. San Francisco,2,281,1233,0,0,0,1233,0,0
11231,r283,All institutions -> Seattle U.,All institutions,Seattle U.,2,282,1226,0,0,0,0,1226,0
11231,r284,All institutions -> Chaminade U. Honolulu,All institutions,Chaminade U. Honolulu,2,283,1222,0,0,0,0,1222,0
11231,r285,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,284,1208,0,0,0,129,1079,0
11231,r286,"All institutions -> Rockefeller U., The",All institutions,"Rockefeller U., The",2,285,1206,0,0,0,1206,0,0
11231,r287,All institutions -> Millersville U. Pennsylvania,All institutions,Millersville U. Pennsylvania,2,286,1198,0,0,0,0,1198,0
11231,r288,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,287,1197,0,0,0,0,1197,0
11231,r289,All institutions -> Thomas Jefferson U.,All institutions,Thomas Jefferson U.,2,288,1178,0,0,0,1028,150,0
11231,r290,All institutions -> Black Hills State U.,All institutions,Black Hills State U.,2,289,1175,0,0,0,0,1175,0
11231,r291,All institutions -> Doane U.,All institutions,Doane U.,2,290,1173,0,0,0,0,1173,0
11231,r292,All institutions -> State U. New York Polytechnic Institute,All institutions,State U. New York Polytechnic Institute,2,291,1170,0,0,0,0,1170,0
11231,r293,All institutions -> Hood C.,All institutions,Hood C.,2,292,1168,0,0,0,910,258,0
11231,r294,"All institutions -> U. Maine, System Office",All institutions,"U. Maine, System Office",2,293,1164,0,0,0,0,0,1164
11231,r295,All institutions -> Riverside Community C. District,All institutions,Riverside Community C. District,2,294,1163,0,0,0,0,1163,0
11231,r296,All institutions -> Johnson County Community C.,All institutions,Johnson County Community C.,2,295,1160,0,0,0,0,1160,0
11231,r297,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,296,1153,0,0,0,320,60,774
11231,r298,All institutions -> Spalding U.,All institutions,Spalding U.,2,297,1151,0,0,0,1151,0,0
11231,r299,"All institutions -> Missouri State U., Springfield",All institutions,"Missouri State U., Springfield",2,298,1135,0,0,0,10,1125,0
11231,r300,All institutions -> Maricopa Community Colleges,All institutions,Maricopa Community Colleges,2,299,1133,0,0,0,0,1133,0
11231,r301,All institutions -> Northern Illinois U.,All institutions,Northern Illinois U.,2,300,1127,0,0,0,0,1106,21
11231,r302,All institutions -> Bridgewater State U.,All institutions,Bridgewater State U.,2,301,1125,0,0,0,0,1125,0
11231,r303,All institutions -> C. DuPage,All institutions,C. DuPage,2,301,1125,0,0,0,0,1125,0
11231,r304,All institutions -> Elms C.,All institutions,Elms C.,2,301,1125,0,0,0,0,1125,0
11231,r305,All institutions -> Jacksonville State U.,All institutions,Jacksonville State U.,2,301,1125,0,0,0,0,1125,0
11231,r306,All institutions -> Saddleback C.,All institutions,Saddleback C.,2,301,1125,0,0,0,0,1125,0
11231,r307,All institutions -> Siena Heights U.,All institutions,Siena Heights U.,2,301,1125,0,0,0,0,1125,0
11231,r308,All institutions -> Southwestern U.,All institutions,Southwestern U.,2,301,1125,0,0,0,0,1125,0
11231,r309,"All institutions -> St. Paul C., A Community & Technical C.",All institutions,"St. Paul C., A Community & Technical C.",2,301,1125,0,0,0,0,1125,0
11231,r310,All institutions -> Gannon U.,All institutions,Gannon U.,2,309,1125,0,0,0,0,1125,0
11231,r311,All institutions -> Southern Connecticut State U.,All institutions,Southern Connecticut State U.,2,310,1125,0,0,0,0,1125,0
11231,r312,All institutions -> Albany State U.,All institutions,Albany State U.,2,311,1125,0,0,0,0,1125,0
11231,r313,All institutions -> U. Wisconsin-Stevens Point,All institutions,U. Wisconsin-Stevens Point,2,312,1125,0,0,0,0,1125,0
11231,r314,All institutions -> Utah Valley U.,All institutions,Utah Valley U.,2,313,1125,0,0,0,0,1125,0
11231,r315,All institutions -> U. North Georgia,All institutions,U. North Georgia,2,314,1125,0,0,0,0,1125,0
11231,r316,"All institutions -> U. St. Thomas, Saint Paul",All institutions,"U. St. Thomas, Saint Paul",2,315,1125,0,0,0,0,1125,0
11231,r317,All institutions -> Angelo State U.,All institutions,Angelo State U.,2,316,1125,0,0,0,0,1125,0
11231,r318,"All institutions -> State U. New York, Suffolk County Community C., Selden",All institutions,"State U. New York, Suffolk County Community C., Selden",2,317,1124,0,0,0,0,1124,0
11231,r319,All institutions -> Willamette U.,All institutions,Willamette U.,2,318,1124,0,0,0,0,1124,0
11231,r320,All institutions -> San Mateo County Community C. District,All institutions,San Mateo County Community C. District,2,319,1124,0,0,0,0,1124,0
11231,r321,All institutions -> U. Wisconsin-Platteville,All institutions,U. Wisconsin-Platteville,2,320,1124,0,0,0,0,1124,0
11231,r322,All institutions -> Pennsylvania C. Technology,All institutions,Pennsylvania C. Technology,2,321,1124,0,0,0,0,1124,0
11231,r323,All institutions -> Mount Saint Mary's U.,All institutions,Mount Saint Mary's U.,2,322,1122,0,0,0,0,1122,0
11231,r324,All institutions -> Bryn Mawr C.,All institutions,Bryn Mawr C.,2,323,1120,0,0,0,0,1120,0
11231,r325,All institutions -> Northeast Community C.,All institutions,Northeast Community C.,2,324,1119,0,0,0,0,436,683
11231,r326,"All institutions -> Coast Community C., district office",All institutions,"Coast Community C., district office",2,325,1114,0,0,0,0,1114,0
11231,r327,All institutions -> Marist C.,All institutions,Marist C.,2,326,1110,0,0,0,0,1110,0
11231,r328,"All institutions -> CUNY, Queens C.",All institutions,"CUNY, Queens C.",2,327,1106,0,0,0,0,1106,0
11231,r329,All institutions -> Dine C.,All institutions,Dine C.,2,328,1100,0,0,0,0,1100,0
11231,r330,"All institutions -> U. North Carolina, The, Pembroke",All institutions,"U. North Carolina, The, Pembroke",2,329,1099,0,0,0,1099,0,0
11231,r331,All institutions -> Fairfield U.,All institutions,Fairfield U.,2,330,1095,0,0,0,1095,0,0
11231,r332,All institutions -> North Dakota State C. Science,All institutions,North Dakota State C. Science,2,331,1086,0,0,0,0,1086,0
11231,r333,"All institutions -> California State U., Long Beach",All institutions,"California State U., Long Beach",2,332,1064,0,0,0,668,397,0
11231,r334,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,333,1056,0,0,0,0,559,497
11231,r335,All institutions -> U. Missouri System,All institutions,U. Missouri System,2,334,1054,0,0,0,0,0,1054
11231,r336,"All institutions -> U. Alabama, The, Huntsville",All institutions,"U. Alabama, The, Huntsville",2,335,1050,0,0,0,0,1050,0
11231,r337,All institutions -> Montclair State U.,All institutions,Montclair State U.,2,336,1045,0,0,0,0,1045,0
11231,r338,All institutions -> Allan Hancock C.,All institutions,Allan Hancock C.,2,337,1042,0,0,0,0,1042,0
11231,r339,All institutions -> Winston-Salem State U.,All institutions,Winston-Salem State U.,2,338,1037,0,0,0,1007,30,0
11231,r340,All institutions -> Bismarck State C.,All institutions,Bismarck State C.,2,339,1026,0,0,0,0,1026,0
11231,r341,"All institutions -> U. Mississippi, The, Oxford",All institutions,"U. Mississippi, The, Oxford",2,340,1022,0,0,0,962,60,0
11231,r342,All institutions -> Aaniiih Nakoda C.,All institutions,Aaniiih Nakoda C.,2,341,1019,0,0,0,0,862,157
11231,r343,All institutions -> Gallaudet U.,All institutions,Gallaudet U.,2,342,1018,0,0,0,0,1018,0
11231,r344,"All institutions -> U. South Florida, Tampa",All institutions,"U. South Florida, Tampa",2,343,1005,0,0,0,181,636,187
11231,r345,"All institutions -> U. Puerto Rico, System Office",All institutions,"U. Puerto Rico, System Office",2,344,1004,0,0,0,0,180,823
11231,r346,All institutions -> Pacific U.,All institutions,Pacific U.,2,345,979,0,0,0,0,979,0
11231,r347,All institutions -> Ohio Northern U.,All institutions,Ohio Northern U.,2,346,976,0,0,0,0,976,0
11231,r348,All institutions -> Fielding Graduate U.,All institutions,Fielding Graduate U.,2,347,955,0,0,0,0,955,0
11231,r349,All institutions -> Hillsborough Community C.,All institutions,Hillsborough Community C.,2,348,955,0,0,0,0,955,0
11231,r350,All institutions -> Utah State U.,All institutions,Utah State U.,2,349,953,0,0,0,14,802,137
11231,r351,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,350,952,0,0,0,0,952,0
11231,r352,All institutions -> U. Virgin Islands,All institutions,U. Virgin Islands,2,351,939,0,0,0,0,939,0
11231,r353,All institutions -> Montana Technological U.,All institutions,Montana Technological U.,2,352,937,0,0,0,0,937,0
11231,r354,All institutions -> U. Pikeville,All institutions,U. Pikeville,2,353,936,0,0,0,936,0,0
11231,r355,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,354,931,0,0,0,0,931,0
11231,r356,All institutions -> North Arkansas C.,All institutions,North Arkansas C.,2,355,931,0,0,0,0,931,0
11231,r357,All institutions -> Hampton U.,All institutions,Hampton U.,2,356,929,0,0,0,431,498,0
11231,r358,"All institutions -> U. Nebraska, Medical Center",All institutions,"U. Nebraska, Medical Center",2,357,928,0,0,0,928,0,0
11231,r359,All institutions -> Saint Mary's U. Minnesota,All institutions,Saint Mary's U. Minnesota,2,358,928,0,0,0,0,928,0
11231,r360,All institutions -> National U. Natural Medicine,All institutions,National U. Natural Medicine,2,359,925,0,0,0,925,0,0
11231,r361,All institutions -> Polytechnic U. Puerto Rico,All institutions,Polytechnic U. Puerto Rico,2,360,920,0,0,0,0,920,0
11231,r362,"All institutions -> Syracuse U., Syracuse",All institutions,"Syracuse U., Syracuse",2,361,917,0,0,0,442,475,0
11231,r363,All institutions -> Kansas City U. Medicine and Biosciences,All institutions,Kansas City U. Medicine and Biosciences,2,362,912,0,0,0,912,0,0
11231,r364,All institutions -> Tulane U.,All institutions,Tulane U.,2,363,889,0,0,0,889,0,0
11231,r365,"All institutions -> Catholic U. America, The",All institutions,"Catholic U. America, The",2,364,886,0,0,0,886,0,0
11231,r366,All institutions -> Savannah State U.,All institutions,Savannah State U.,2,365,885,0,0,0,222,663,0
11231,r367,All institutions -> C. Muscogee Nation,All institutions,C. Muscogee Nation,2,366,874,0,0,0,0,0,874
11231,r368,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,367,869,0,0,0,99,770,0
11231,r369,All institutions -> New Mexico Highlands U.,All institutions,New Mexico Highlands U.,2,368,861,0,0,0,0,742,119
11231,r370,All institutions -> Marywood U.,All institutions,Marywood U.,2,369,854,0,0,0,0,854,0
11231,r371,All institutions -> U. Arkansas for Medical Sciences,All institutions,U. Arkansas for Medical Sciences,2,370,854,0,0,0,854,0,0
11231,r372,"All institutions -> U. New Hampshire, Durham",All institutions,"U. New Hampshire, Durham",2,371,842,0,0,0,0,842,0
11231,r373,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,372,840,0,0,0,585,255,0
11231,r374,All institutions -> Eastern Washington U.,All institutions,Eastern Washington U.,2,373,836,0,0,0,0,836,0
11231,r375,All institutions -> Metropolitan State U. Denver,All institutions,Metropolitan State U. Denver,2,374,830,0,0,0,0,830,0
11231,r376,All institutions -> Turtle Mountain Community C.,All institutions,Turtle Mountain Community C.,2,375,815,0,0,0,0,658,157
11231,r377,"All institutions -> SUNY, Downstate Health Sciences U.",All institutions,"SUNY, Downstate Health Sciences U.",2,376,807,0,0,0,807,0,0
11231,r378,All institutions -> Shippensburg U. Pennsylvania,All institutions,Shippensburg U. Pennsylvania,2,377,804,0,0,0,0,804,0
11231,r379,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,378,801,0,0,0,0,0,801
11231,r380,All institutions -> California Lutheran U.,All institutions,California Lutheran U.,2,379,801,0,0,0,0,801,0
11231,r381,All institutions -> Trident Technical C.,All institutions,Trident Technical C.,2,380,800,0,0,0,0,800,0
11231,r382,All institutions -> Bellarmine U.,All institutions,Bellarmine U.,2,381,792,0,0,0,0,792,0
11231,r383,"All institutions -> State U. New York at Geneseo, The",All institutions,"State U. New York at Geneseo, The",2,382,785,0,0,0,0,785,0
11231,r384,All institutions -> Connecticut Board of Regents for Higher Education,All institutions,Connecticut Board of Regents for Higher Education,2,383,783,0,0,0,0,783,0
11231,r385,"All institutions -> U. South Dakota, The",All institutions,"U. South Dakota, The",2,384,779,0,0,0,29,750,0
11231,r386,All institutions -> Adelphi U.,All institutions,Adelphi U.,2,385,776,0,0,0,480,296,0
11231,r387,All institutions -> U. Houston-Clear Lake,All institutions,U. Houston-Clear Lake,2,386,776,0,0,0,0,776,0
11231,r388,"All institutions -> California State U., Monterey Bay",All institutions,"California State U., Monterey Bay",2,387,774,0,0,0,637,137,0
11231,r389,All institutions -> Antioch U.,All institutions,Antioch U.,2,388,770,0,0,0,770,0,0
11231,r390,All institutions -> Elmhurst U.,All institutions,Elmhurst U.,2,389,762,0,0,0,0,762,0
11231,r391,"All institutions -> U. Arkansas, Pine Bluff",All institutions,"U. Arkansas, Pine Bluff",2,390,750,0,0,0,0,750,0
11231,r392,All institutions -> Clark U.,All institutions,Clark U.,2,391,750,0,0,0,0,750,0
11231,r393,"All institutions -> U. Puerto Rico, Rio Piedras",All institutions,"U. Puerto Rico, Rio Piedras",2,392,747,0,0,0,0,747,0
11231,r394,All institutions -> Northern Kentucky U.,All institutions,Northern Kentucky U.,2,393,746,0,0,0,0,746,0
11231,r395,All institutions -> Indian Hills Community C.,All institutions,Indian Hills Community C.,2,394,742,0,0,0,0,742,0
11231,r396,All institutions -> Berea C.,All institutions,Berea C.,2,395,737,0,0,0,0,0,737
11231,r397,All institutions -> Fisk U.,All institutions,Fisk U.,2,396,737,0,0,0,177,560,0
11231,r398,All institutions -> Davenport U.,All institutions,Davenport U.,2,397,737,0,0,0,0,737,0
11231,r399,All institutions -> Navajo Technical U.,All institutions,Navajo Technical U.,2,398,737,0,0,0,0,563,174
11231,r400,All institutions -> Sinclair Community C.,All institutions,Sinclair Community C.,2,399,736,0,0,0,0,736,0
11231,r401,All institutions -> Salisbury U.,All institutions,Salisbury U.,2,400,736,0,0,0,515,222,0
11231,r402,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,401,732,0,0,0,438,293,0
11231,r403,All institutions -> Appalachian State U.,All institutions,Appalachian State U.,2,402,730,0,0,0,0,660,70
11231,r404,All institutions -> Wayland Baptist U.,All institutions,Wayland Baptist U.,2,403,727,0,0,0,0,727,0
11231,r405,"All institutions -> California State U., San Marcos",All institutions,"California State U., San Marcos",2,404,725,0,0,0,725,0,0
11231,r406,All institutions -> Harris-Stowe State U.,All institutions,Harris-Stowe State U.,2,405,722,0,0,0,0,722,0
11231,r407,All institutions -> Kutztown U. Pennsylvania,All institutions,Kutztown U. Pennsylvania,2,406,706,0,0,0,0,706,0
11231,r408,All institutions -> Colorado Mesa U.,All institutions,Colorado Mesa U.,2,407,704,0,0,0,704,0,0
11231,r409,All institutions -> Spelman C.,All institutions,Spelman C.,2,408,703,0,0,0,0,703,0
11231,r410,"All institutions -> U. Texas, The, Tyler",All institutions,"U. Texas, The, Tyler",2,409,700,0,0,0,700,0,0
11231,r411,All institutions -> Saginaw Valley State U.,All institutions,Saginaw Valley State U.,2,410,700,0,0,0,700,0,0
11231,r412,All institutions -> Chicago State U.,All institutions,Chicago State U.,2,411,696,0,0,0,0,696,0
11231,r413,All institutions -> Mount Wachusett Community C.,All institutions,Mount Wachusett Community C.,2,412,690,0,0,0,640,0,50
11231,r414,All institutions -> Morehouse C.,All institutions,Morehouse C.,2,413,689,0,0,0,0,689,0
11231,r415,All institutions -> Seton Hall U.,All institutions,Seton Hall U.,2,414,687,0,0,0,687,0,0
11231,r416,"All institutions -> California State U., Sacramento",All institutions,"California State U., Sacramento",2,415,684,0,0,0,0,684,0
11231,r417,"All institutions -> State U. New York, The, Albany",All institutions,"State U. New York, The, Albany",2,416,682,0,0,0,32,650,0
11231,r418,All institutions -> Blackfeet Community C.,All institutions,Blackfeet Community C.,2,417,671,0,0,0,0,440,231
11231,r419,All institutions -> U. Houston,All institutions,U. Houston,2,418,660,0,0,0,660,0,0
11231,r420,All institutions -> California U. Pennsylvania,All institutions,California U. Pennsylvania,2,419,657,0,0,0,0,657,0
11231,r421,All institutions -> U. Saint Mary,All institutions,U. Saint Mary,2,420,656,0,0,0,0,656,0
11231,r422,All institutions -> Lincoln Memorial U.,All institutions,Lincoln Memorial U.,2,421,645,0,0,0,645,0,0
11231,r423,"All institutions -> Wright State U., Dayton",All institutions,"Wright State U., Dayton",2,422,644,0,502,0,132,11,0
11231,r424,All institutions -> Spring Hill C.,All institutions,Spring Hill C.,2,423,644,0,0,0,644,0,0
11231,r425,"All institutions -> State U. New York, Maritime C.",All institutions,"State U. New York, Maritime C.",2,424,640,0,0,640,0,0,0
11231,r426,"All institutions -> Texas Tech U., System Administration",All institutions,"Texas Tech U., System Administration",2,425,640,0,0,0,0,0,640
11231,r427,All institutions -> Columbus State Community C.,All institutions,Columbus State Community C.,2,426,640,0,0,0,640,0,0
11231,r428,All institutions -> Bay Path U.,All institutions,Bay Path U.,2,427,633,0,0,0,633,0,0
11231,r429,All institutions -> National Louis U.,All institutions,National Louis U.,2,428,633,0,0,0,0,633,0
11231,r430,All institutions -> Seattle Colleges,All institutions,Seattle Colleges,2,429,631,0,0,0,0,631,0
11231,r431,All institutions -> West Virginia Council for Community and Technical C. Education,All institutions,West Virginia Council for Community and Technical C. Education,2,430,627,0,0,0,501,126,0
11231,r432,All institutions -> Fayetteville State U.,All institutions,Fayetteville State U.,2,431,624,0,0,0,318,307,0
11231,r433,"All institutions -> CUNY, Borough of Manhattan Community C.",All institutions,"CUNY, Borough of Manhattan Community C.",2,432,621,0,0,0,0,621,0
11231,r434,All institutions -> U. Central Oklahoma,All institutions,U. Central Oklahoma,2,433,614,0,0,0,0,614,0
11231,r435,All institutions -> Central Oregon Community C.,All institutions,Central Oregon Community C.,2,434,602,0,0,0,0,602,0
11231,r436,All institutions -> Virginia Wesleyan C.,All institutions,Virginia Wesleyan C.,2,435,600,0,0,0,0,600,0
11231,r437,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,436,597,0,0,0,0,597,0
11231,r438,All institutions -> Tohono O'odham Community C.,All institutions,Tohono O'odham Community C.,2,437,587,0,0,0,0,298,289
11231,r439,All institutions -> Nueta Hidatsa Sahnish C.,All institutions,Nueta Hidatsa Sahnish C.,2,438,581,0,0,0,0,350,231
11231,r440,"All institutions -> U. Puerto Rico, Humacao",All institutions,"U. Puerto Rico, Humacao",2,439,578,0,0,0,376,202,0
11231,r441,All institutions -> Ball State U.,All institutions,Ball State U.,2,440,577,0,0,0,0,577,0
11231,r442,All institutions -> Florida Gulf Coast U.,All institutions,Florida Gulf Coast U.,2,441,570,0,0,0,570,0,0
11231,r443,"All institutions -> U. Tennessee, The, Chattanooga",All institutions,"U. Tennessee, The, Chattanooga",2,442,564,0,0,0,561,3,0
11231,r444,All institutions -> Little Priest Tribal C.,All institutions,Little Priest Tribal C.,2,443,564,0,0,0,0,564,0
11231,r445,"All institutions -> Community C. Baltimore County, Catonsville",All institutions,"Community C. Baltimore County, Catonsville",2,444,563,0,0,0,563,0,0
11231,r446,All institutions -> Arcadia U.,All institutions,Arcadia U.,2,445,563,0,0,0,0,563,0
11231,r447,All institutions -> Feather River Community C. District,All institutions,Feather River Community C. District,2,445,563,0,0,0,0,563,0
11231,r448,All institutions -> Merced Community C. District,All institutions,Merced Community C. District,2,445,563,0,0,0,0,563,0
11231,r449,All institutions -> North Central C.,All institutions,North Central C.,2,445,563,0,0,0,0,563,0
11231,r450,All institutions -> Flathead Valley Community C.,All institutions,Flathead Valley Community C.,2,449,562,0,0,0,0,562,0
11231,r451,All institutions -> Christian Brothers U.,All institutions,Christian Brothers U.,2,450,562,0,0,0,0,562,0
11231,r452,"All institutions -> San Jose-Evergreen Community C. District, Evergreen Valley C.",All institutions,"San Jose-Evergreen Community C. District, Evergreen Valley C.",2,451,562,0,0,0,0,562,0
11231,r453,All institutions -> Long Island U.,All institutions,Long Island U.,2,452,562,0,0,0,0,562,0
11231,r454,All institutions -> Fairmont State U.,All institutions,Fairmont State U.,2,453,562,0,0,0,0,562,0
11231,r455,All institutions -> Lorain County Community C.,All institutions,Lorain County Community C.,2,453,562,0,0,0,0,562,0
11231,r456,All institutions -> U. Dubuque,All institutions,U. Dubuque,2,455,561,0,0,0,0,561,0
11231,r457,All institutions -> D'Youville C.,All institutions,D'Youville C.,2,456,561,0,0,0,0,561,0
11231,r458,All institutions -> Earlham C.,All institutions,Earlham C.,2,457,560,0,0,0,0,560,0
11231,r459,All institutions -> Dominican U.,All institutions,Dominican U.,2,458,560,0,0,0,0,560,0
11231,r460,All institutions -> Holyoke Community C.,All institutions,Holyoke Community C.,2,459,558,0,0,0,558,0,0
11231,r461,All institutions -> Lane C.,All institutions,Lane C.,2,460,553,0,0,0,0,553,0
11231,r462,All institutions -> William Paterson U.,All institutions,William Paterson U.,2,461,548,0,0,0,548,0,0
11231,r463,"All institutions -> Mount Saint Mary C., Newburgh",All institutions,"Mount Saint Mary C., Newburgh",2,462,548,0,0,0,548,0,0
11231,r464,All institutions -> St. Jude Children's Research Hospital Graduate School of Biomedical Sciences,All institutions,St. Jude Children's Research Hospital Graduate School of Biomedical Sciences,2,463,547,0,0,0,547,0,0
11231,r465,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,464,546,0,0,0,46,500,0
11231,r466,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,465,542,0,0,0,0,542,0
11231,r467,All institutions -> U. Lynchburg,All institutions,U. Lynchburg,2,466,541,0,0,0,0,541,0
11231,r468,All institutions -> Lakeshore Technical C.,All institutions,Lakeshore Technical C.,2,467,535,0,0,0,0,535,0
11231,r469,All institutions -> U. Northern Iowa,All institutions,U. Northern Iowa,2,468,529,0,0,0,0,529,0
