table_id,row_id,_b_field_and_citizenship_status_b_full_path,_b_field_and_citizenship_status_b_level_1,_b_field_and_citizenship_status_b_level_2,_b_field_and_citizenship_status_b_level_3,_b_field_and_citizenship_status_b_level_4,_b_field_and_citizenship_status_b_hierarchy_depth,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field__change_2011_21
7524,r112,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Civil engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,Civil engineering,4,373,303,333,339,359,307,427,442,461,513,384,2.9
7524,r113,"All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Electrical, electronics, and communications engineering",All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,"Electrical, electronics, and communications engineering",4,1109,1181,1160,1217,1237,1160,1215,1316,1198,1344,1394,25.7
7524,r114,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Industrial and manufacturing engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,Industrial and manufacturing engineering,4,152,140,156,185,161,164,157,196,140,199,232,52.6
7524,r115,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Materials science engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,Materials science engineering,4,350,334,435,419,448,494,428,500,461,463,474,35.4
7524,r116,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Mechanical engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,Mechanical engineering,4,568,631,664,686,783,652,741,831,879,983,787,38.6
7524,r117,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Other engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,Other engineering,4,842,953,1112,1191,1179,1242,1220,1304,1551,1442,1391,65.2
7524,r118,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Education,All doctorate recipients<sup>a</sup>,Temporary visa holder,Education,,3,497,460,515,478,539,562,534,611,615,659,553,11.3
7524,r119,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Education -> Education administration,All doctorate recipients<sup>a</sup>,Temporary visa holder,Education,Education administration,4,41,46,44,39,35,33,51,52,54,59,47,14.6
7524,r120,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Education -> Education research,All doctorate recipients<sup>a</sup>,Temporary visa holder,Education,Education research,4,281,269,307,255,313,266,297,353,303,370,300,6.8
7524,r121,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Education -> Teacher education,All doctorate recipients<sup>a</sup>,Temporary visa holder,Education,Teacher education,4,26,13,17,14,13,13,12,8,16,18,20,-23.1
7524,r122,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Education -> Teaching fields,All doctorate recipients<sup>a</sup>,Temporary visa holder,Education,Teaching fields,4,96,101,116,134,145,181,132,155,165,163,132,37.5
7524,r123,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Education -> Other education,All doctorate recipients<sup>a</sup>,Temporary visa holder,Education,Other education,4,53,31,31,36,33,69,42,43,77,49,54,1.9
7524,r124,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Humanities and arts,All doctorate recipients<sup>a</sup>,Temporary visa holder,Humanities and arts,,3,767,761,779,731,713,712,692,739,826,742,727,-5.2
7524,r125,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Humanities and arts -> Foreign languages and literature,All doctorate recipients<sup>a</sup>,Temporary visa holder,Humanities and arts,Foreign languages and literature,4,180,160,179,142,151,164,159,181,202,185,117,-35.0
7524,r126,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Humanities and arts -> History,All doctorate recipients<sup>a</sup>,Temporary visa holder,Humanities and arts,History,4,131,136,134,147,131,142,125,112,130,120,128,-2.3
7524,r127,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Humanities and arts -> Letters,All doctorate recipients<sup>a</sup>,Temporary visa holder,Humanities and arts,Letters,4,157,141,150,140,122,126,122,139,149,132,172,9.6
7524,r128,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Humanities and arts -> Other humanities and arts,All doctorate recipients<sup>a</sup>,Temporary visa holder,Humanities and arts,Other humanities and arts,4,299,324,316,302,309,280,286,307,345,305,310,3.7
7524,r129,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Other,All doctorate recipients<sup>a</sup>,Temporary visa holder,Other,,3,786,834,945,905,867,890,940,1028,1106,1075,1142,45.3
7524,r130,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Other -> Business management and administration,All doctorate recipients<sup>a</sup>,Temporary visa holder,Other,Business management and administration,4,477,542,600,589,546,553,588,642,689,658,683,43.2
7524,r131,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Other -> Communication,All doctorate recipients<sup>a</sup>,Temporary visa holder,Other,Communication,4,132,107,133,137,137,160,122,165,163,153,140,6.1
7524,r132,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Other -> Non-science and engineering fields nec,All doctorate recipients<sup>a</sup>,Temporary visa holder,Other,Non-science and engineering fields nec,4,177,185,212,179,184,177,230,221,254,264,319,80.2
