table_id,row_id,time_period,_b_gerd_b_level_1,_b_gerd_b_level_2,_b_gerd_b_level_3,_b_gerd_b_level_4,_b_gerd_b_hierarchy_depth,value
10978,r322,Germany,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,2.6
10978,r323,Germany,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,4.9
10978,r324,Germany,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,3.6
10978,r325,Germany,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,4.0
10978,r326,Greece,GERD,Current PPP dollars,1990,,3,NA
10978,r327,Greece,GERD,Current PPP dollars,2000,,3,NA
10978,r328,Greece,GERD,Current PPP dollars,2010,,3,1.87
10978,r329,Greece,GERD,Current PPP dollars,2021a,,3,4.85
10978,r330,Greece,GERD,Constant (2015) PPP dollars,1990,,3,NA
10978,r331,Greece,GERD,Constant (2015) PPP dollars,2000,,3,NA
10978,r332,Greece,GERD,Constant (2015) PPP dollars,2010,,3,2.14
10978,r333,Greece,GERD,Constant (2015) PPP dollars,2021a,,3,4.34
10978,r334,Greece,GDP,Current PPP dollars,1990,,3,135.74
10978,r335,Greece,GDP,Current PPP dollars,2000,,3,210.93
10978,r336,Greece,GDP,Current PPP dollars,2010,,3,310.42
10978,r337,Greece,GDP,Current PPP dollars,2021a,,3,333.01
10978,r338,Greece, GERD-to-GDP ratio (%),1990,,,2,NA
10978,r339,Greece, GERD-to-GDP ratio (%),2000,,,2,NA
10978,r340,Greece, GERD-to-GDP ratio (%),2010,,,2,0.6
10978,r341,Greece, GERD-to-GDP ratio (%),2021a,,,2,1.46
10978,r342,Greece,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,NA
10978,r343,Greece,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,NA
10978,r344,Greece,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,9.0
10978,r345,Greece,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,NA
10978,r346,Greece,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,NA
10978,r347,Greece,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,6.6
10978,r348,Greece,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,4.5
10978,r349,Greece,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,3.9
10978,r350,Greece,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,0.6
10978,r351,Hungary,GERD,Current PPP dollars,1990,,3,NA
10978,r352,Hungary,GERD,Current PPP dollars,2000,,3,0.96
10978,r353,Hungary,GERD,Current PPP dollars,2010,,3,2.45
10978,r354,Hungary,GERD,Current PPP dollars,2021a,,3,5.86
10978,r355,Hungary,GERD,Constant (2015) PPP dollars,1990,,3,NA
10978,r356,Hungary,GERD,Constant (2015) PPP dollars,2000,,3,1.53
10978,r357,Hungary,GERD,Constant (2015) PPP dollars,2010,,3,2.69
10978,r358,Hungary,GERD,Constant (2015) PPP dollars,2021a,,3,5.22
10978,r359,Hungary,GDP,Current PPP dollars,1990,,3,NA
10978,r360,Hungary,GDP,Current PPP dollars,2000,,3,121.06
10978,r361,Hungary,GDP,Current PPP dollars,2010,,3,217.42
10978,r362,Hungary,GDP,Current PPP dollars,2021a,,3,357.06
10978,r363,Hungary, GERD-to-GDP ratio (%),1990,,,2,NA
10978,r364,Hungary, GERD-to-GDP ratio (%),2000,,,2,0.79
10978,r365,Hungary, GERD-to-GDP ratio (%),2010,,,2,1.13
10978,r366,Hungary, GERD-to-GDP ratio (%),2021a,,,2,1.64
10978,r367,Hungary,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,NA
10978,r368,Hungary,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,9.9
10978,r369,Hungary,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,8.2
10978,r370,Hungary,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,NA
10978,r371,Hungary,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,5.8
10978,r372,Hungary,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,6.2
10978,r373,Hungary,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,NA
10978,r374,Hungary,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,6.0
10978,r375,Hungary,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,4.6
10978,r376,Iceland,GERD,Current PPP dollars,1990,,3,0.05
10978,r377,Iceland,GERD,Current PPP dollars,2000,,3,0.22
10978,r378,Iceland,GERD,Current PPP dollars,2010,,3,NA
10978,r379,Iceland,GERD,Current PPP dollars,2021a,,3,0.61
10978,r380,Iceland,GERD,Constant (2015) PPP dollars,1990,,3,0.08
10978,r381,Iceland,GERD,Constant (2015) PPP dollars,2000,,3,0.28
10978,r382,Iceland,GERD,Constant (2015) PPP dollars,2010,,3,NA
10978,r383,Iceland,GERD,Constant (2015) PPP dollars,2021a,,3,0.52
10978,r384,Iceland,GDP,Current PPP dollars,1990,,3,5.6
10978,r385,Iceland,GDP,Current PPP dollars,2000,,3,8.38
10978,r386,Iceland,GDP,Current PPP dollars,2010,,3,12.65
10978,r387,Iceland,GDP,Current PPP dollars,2021a,,3,21.68
10978,r388,Iceland, GERD-to-GDP ratio (%),1990,,,2,0.96
10978,r389,Iceland, GERD-to-GDP ratio (%),2000,,,2,2.57
10978,r390,Iceland, GERD-to-GDP ratio (%),2010,,,2,NA
10978,r391,Iceland, GERD-to-GDP ratio (%),2021a,,,2,2.81
10978,r392,Iceland,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,14.9
10978,r393,Iceland,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,NA
10978,r394,Iceland,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,NA
10978,r395,Iceland,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,13.4
10978,r396,Iceland,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,NA
10978,r397,Iceland,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,NA
10978,r398,Iceland,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,4.1
10978,r399,Iceland,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,4.2
10978,r400,Iceland,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,5.0
10978,r401,Ireland,GERD,Current PPP dollars,1990,,3,0.38
10978,r402,Ireland,GERD,Current PPP dollars,2000,,3,1.25
10978,r403,Ireland,GERD,Current PPP dollars,2010,,3,3.14
10978,r404,Ireland,GERD,Current PPP dollars,2021a,,3,6.07
10978,r405,Ireland,GERD,Constant (2015) PPP dollars,1990,,3,0.72
10978,r406,Ireland,GERD,Constant (2015) PPP dollars,2000,,3,1.92
10978,r407,Ireland,GERD,Constant (2015) PPP dollars,2010,,3,3.74
10978,r408,Ireland,GERD,Constant (2015) PPP dollars,2021a,,3,5.64
10978,r409,Ireland,GDP,Current PPP dollars,1990,,3,48.29
10978,r410,Ireland,GDP,Current PPP dollars,2000,,3,114.96
10978,r411,Ireland,GDP,Current PPP dollars,2010,,3,197.04
10978,r412,Ireland,GDP,Current PPP dollars,2021a,,3,546.18
10978,r413,Ireland, GERD-to-GDP ratio (%),1990,,,2,0.79
10978,r414,Ireland, GERD-to-GDP ratio (%),2000,,,2,1.08
10978,r415,Ireland, GERD-to-GDP ratio (%),2010,,,2,1.59
10978,r416,Ireland, GERD-to-GDP ratio (%),2021a,,,2,1.11
10978,r417,Ireland,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,12.5
10978,r418,Ireland,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,9.7
10978,r419,Ireland,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,6.2
10978,r420,Ireland,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,10.4
10978,r421,Ireland,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,6.9
10978,r422,Ireland,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,3.8
10978,r423,Ireland,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,9.1
10978,r424,Ireland,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,5.5
10978,r425,Ireland,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,9.7
10978,r426,Israel,GERD,Current PPP dollars,1990,,3,NA
10978,r427,Israel,GERD,Current PPP dollars,2000,,3,6.18
10978,r428,Israel,GERD,Current PPP dollars,2010,,3,8.63
10978,r429,Israel,GERD,Current PPP dollars,2021a,,3,22.93
10978,r430,Israel,GERD,Constant (2015) PPP dollars,1990,,3,NA
10978,r431,Israel,GERD,Constant (2015) PPP dollars,2000,,3,6.99
10978,r432,Israel,GERD,Constant (2015) PPP dollars,2010,,3,9.64
10978,r433,Israel,GERD,Constant (2015) PPP dollars,2021a,,3,21.03
10978,r434,Israel,GDP,Current PPP dollars,1990,,3,72.76
10978,r435,Israel,GDP,Current PPP dollars,2000,,3,161.55
10978,r436,Israel,GDP,Current PPP dollars,2010,,3,223.36
10978,r437,Israel,GDP,Current PPP dollars,2021a,,3,412.65
10978,r438,Israel, GERD-to-GDP ratio (%),1990,,,2,NA
10978,r439,Israel, GERD-to-GDP ratio (%),2000,,,2,3.83
10978,r440,Israel, GERD-to-GDP ratio (%),2010,,,2,3.86
10978,r441,Israel, GERD-to-GDP ratio (%),2021a,,,2,5.56
10978,r442,Israel,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,NA
10978,r443,Israel,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,3.4
10978,r444,Israel,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,9.3
10978,r445,Israel,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,NA
10978,r446,Israel,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,3.3
10978,r447,Israel,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,7.3
10978,r448,Israel,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,8.3
10978,r449,Israel,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,3.3
10978,r450,Israel,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,5.7
10978,r451,Italy,GERD,Current PPP dollars,1990,,3,12.7
10978,r452,Italy,GERD,Current PPP dollars,2000,,3,15.47
10978,r453,Italy,GERD,Current PPP dollars,2010,,3,25.38
10978,r454,Italy,GERD,Current PPP dollars,2021a,,3,40.14
10978,r455,Italy,GERD,Constant (2015) PPP dollars,1990,,3,22.85
10978,r456,Italy,GERD,Constant (2015) PPP dollars,2000,,3,22.56
10978,r457,Italy,GERD,Constant (2015) PPP dollars,2010,,3,28.24
10978,r458,Italy,GERD,Constant (2015) PPP dollars,2021a,,3,33.14
10978,r459,Italy,GDP,Current PPP dollars,1990,,3,1057.15
10978,r460,Italy,GDP,Current PPP dollars,2000,,3,1541.86
10978,r461,Italy,GDP,Current PPP dollars,2010,,3,2084.0
10978,r462,Italy,GDP,Current PPP dollars,2021a,,3,2760.72
10978,r463,Italy, GERD-to-GDP ratio (%),1990,,,2,1.2
10978,r464,Italy, GERD-to-GDP ratio (%),2000,,,2,1.0
10978,r465,Italy, GERD-to-GDP ratio (%),2010,,,2,1.22
10978,r466,Italy, GERD-to-GDP ratio (%),2021a,,,2,1.45
10978,r467,Italy,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,2.0
10978,r468,Italy,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,5.1
10978,r469,Italy,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,4.3
10978,r470,Italy,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,-0.1
10978,r471,Italy,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,2.3
10978,r472,Italy,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,1.5
10978,r473,Italy,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,3.8
10978,r474,Italy,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,3.1
10978,r475,Italy,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,2.6
10978,r476,Japan,GERD,Current PPP dollars,1990,,3,65.44
10978,r477,Japan,GERD,Current PPP dollars,2000,,3,98.94
10978,r478,Japan,GERD,Current PPP dollars,2010,,3,140.51
10978,r479,Japan,GERD,Current PPP dollars,2021a,,3,177.43
10978,r480,Japan,GERD,Constant (2015) PPP dollars,1990,,3,109.27
10978,r481,Japan,GERD,Constant (2015) PPP dollars,2000,,3,133.31
10978,r482,Japan,GERD,Constant (2015) PPP dollars,2010,,3,153.24
10978,r483,Japan,GERD,Constant (2015) PPP dollars,2021a,,3,172.06
10978,r484,Japan,GDP,Current PPP dollars,1990,,3,2458.76
10978,r485,Japan,GDP,Current PPP dollars,2000,,3,3461.2
10978,r486,Japan,GDP,Current PPP dollars,2010,,3,4525.4
10978,r487,Japan,GDP,Current PPP dollars,2021a,,3,5383.43
10978,r488,Japan, GERD-to-GDP ratio (%),1990,,,2,2.66
10978,r489,Japan, GERD-to-GDP ratio (%),2000,,,2,2.86
10978,r490,Japan, GERD-to-GDP ratio (%),2010,,,2,3.1
10978,r491,Japan, GERD-to-GDP ratio (%),2021a,,,2,3.3
10978,r492,Japan,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,4.2
10978,r493,Japan,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,3.6
10978,r494,Japan,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,2.1
10978,r495,Japan,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,2.0
10978,r496,Japan,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,1.4
10978,r497,Japan,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,1.1
10978,r498,Japan,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,3.5
10978,r499,Japan,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,2.7
10978,r500,Japan,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,1.6
10978,r501,Latvia,GERD,Current PPP dollars,1990,,3,NA
10978,r502,Latvia,GERD,Current PPP dollars,2000,,3,0.08
10978,r503,Latvia,GERD,Current PPP dollars,2010,,3,0.22
10978,r504,Latvia,GERD,Current PPP dollars,2021a,,3,0.49
10978,r505,Latvia,GERD,Constant (2015) PPP dollars,1990,,3,NA
10978,r506,Latvia,GERD,Constant (2015) PPP dollars,2000,,3,0.13
10978,r507,Latvia,GERD,Constant (2015) PPP dollars,2010,,3,0.25
10978,r508,Latvia,GERD,Constant (2015) PPP dollars,2021a,,3,0.42
10978,r509,Latvia,GDP,Current PPP dollars,1990,,3,NA
10978,r510,Latvia,GDP,Current PPP dollars,2000,,3,19.04
10978,r511,Latvia,GDP,Current PPP dollars,2010,,3,37.14
10978,r512,Latvia,GDP,Current PPP dollars,2021a,,3,65.99
10978,r513,Latvia, GERD-to-GDP ratio (%),1990,,,2,NA
10978,r514,Latvia, GERD-to-GDP ratio (%),2000,,,2,0.43
10978,r515,Latvia, GERD-to-GDP ratio (%),2010,,,2,0.61
10978,r516,Latvia, GERD-to-GDP ratio (%),2021a,,,2,0.74
10978,r517,Latvia,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,NA
10978,r518,Latvia,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,10.5
10978,r519,Latvia,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,7.3
10978,r520,Latvia,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,NA
10978,r521,Latvia,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,7.2
10978,r522,Latvia,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,4.7
10978,r523,Latvia,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,NA
10978,r524,Latvia,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,6.9
10978,r525,Latvia,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,5.4
10978,r526,Lithuania,GERD,Current PPP dollars,1990,,3,NA
10978,r527,Lithuania,GERD,Current PPP dollars,2000,,3,0.17
10978,r528,Lithuania,GERD,Current PPP dollars,2010,,3,0.49
10978,r529,Lithuania,GERD,Current PPP dollars,2021a,,3,1.36
10978,r530,Lithuania,GERD,Constant (2015) PPP dollars,1990,,3,NA
10978,r531,Lithuania,GERD,Constant (2015) PPP dollars,2000,,3,0.27
10978,r532,Lithuania,GERD,Constant (2015) PPP dollars,2010,,3,0.54
10978,r533,Lithuania,GERD,Constant (2015) PPP dollars,2021a,,3,1.15
10978,r534,Lithuania,GDP,Current PPP dollars,1990,,3,NA
10978,r535,Lithuania,GDP,Current PPP dollars,2000,,3,29.56
10978,r536,Lithuania,GDP,Current PPP dollars,2010,,3,62.24
10978,r537,Lithuania,GDP,Current PPP dollars,2021a,,3,122.67
10978,r538,Lithuania, GERD-to-GDP ratio (%),1990,,,2,NA
10978,r539,Lithuania, GERD-to-GDP ratio (%),2000,,,2,0.59
10978,r540,Lithuania, GERD-to-GDP ratio (%),2010,,,2,0.78
10978,r541,Lithuania, GERD-to-GDP ratio (%),2021a,,,2,1.11
10978,r542,Lithuania,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,NA
10978,r543,Lithuania,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,10.9
10978,r544,Lithuania,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,9.8
10978,r545,Lithuania,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,NA
10978,r546,Lithuania,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,7.4
10978,r547,Lithuania,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,7.0
10978,r548,Lithuania,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,NA
10978,r549,Lithuania,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,7.7
10978,r550,Lithuania,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,6.4
10978,r551,Luxembourg,GERD,Current PPP dollars,1990,,3,NA
10978,r552,Luxembourg,GERD,Current PPP dollars,2000,,3,0.38
10978,r553,Luxembourg,GERD,Current PPP dollars,2010,,3,0.65
10978,r554,Luxembourg,GERD,Current PPP dollars,2021a,,3,0.88
10978,r555,Luxembourg,GERD,Constant (2015) PPP dollars,1990,,3,NA
10978,r556,Luxembourg,GERD,Constant (2015) PPP dollars,2000,,3,0.65
10978,r557,Luxembourg,GERD,Constant (2015) PPP dollars,2010,,3,0.79
10978,r558,Luxembourg,GERD,Constant (2015) PPP dollars,2021a,,3,0.74
10978,r559,Luxembourg,GDP,Current PPP dollars,1990,,3,11.44
10978,r560,Luxembourg,GDP,Current PPP dollars,2000,,3,24.05
10978,r561,Luxembourg,GDP,Current PPP dollars,2010,,3,45.81
10978,r562,Luxembourg,GDP,Current PPP dollars,2021a,,3,84.18
10978,r563,Luxembourg, GERD-to-GDP ratio (%),1990,,,2,NA
10978,r564,Luxembourg, GERD-to-GDP ratio (%),2000,,,2,1.58
10978,r565,Luxembourg, GERD-to-GDP ratio (%),2010,,,2,1.42
10978,r566,Luxembourg, GERD-to-GDP ratio (%),2021a,,,2,1.04
10978,r567,Luxembourg,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,NA
10978,r568,Luxembourg,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,5.5
10978,r569,Luxembourg,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,2.7
10978,r570,Luxembourg,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,NA
10978,r571,Luxembourg,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,1.9
10978,r572,Luxembourg,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,-0.6
10978,r573,Luxembourg,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,7.7
10978,r574,Luxembourg,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,6.7
10978,r575,Luxembourg,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,5.7
10978,r576,Mexico (2017),GERD,Current PPP dollars,1990,,3,NA
10978,r577,Mexico (2017),GERD,Current PPP dollars,2000,,3,3.36
10978,r578,Mexico (2017),GERD,Current PPP dollars,2010,,3,8.61
10978,r579,Mexico (2017),GERD,Current PPP dollars,2021a,,3,8.08
10978,r580,Mexico (2017),GERD,Constant (2015) PPP dollars,1990,,3,NA
10978,r581,Mexico (2017),GERD,Constant (2015) PPP dollars,2000,,3,5.11
10978,r582,Mexico (2017),GERD,Constant (2015) PPP dollars,2010,,3,9.54
10978,r583,Mexico (2017),GERD,Constant (2015) PPP dollars,2021a,,3,7.67
10978,r584,Mexico (2017),GDP,Current PPP dollars,1990,,3,626.54
10978,r585,Mexico (2017),GDP,Current PPP dollars,2000,,3,1096.75
10978,r586,Mexico (2017),GDP,Current PPP dollars,2010,,3,1740.49
10978,r587,Mexico (2017),GDP,Current PPP dollars,2021a,,3,2460.77
10978,r588,Mexico (2017), GERD-to-GDP ratio (%),1990,,,2,NA
10978,r589,Mexico (2017), GERD-to-GDP ratio (%),2000,,,2,0.31
10978,r590,Mexico (2017), GERD-to-GDP ratio (%),2010,,,2,0.49
10978,r591,Mexico (2017), GERD-to-GDP ratio (%),2021a,,,2,0.33
10978,r592,Mexico (2017),Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,NA
10978,r593,Mexico (2017),Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,9.9
10978,r594,Mexico (2017),Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,-0.9
10978,r595,Mexico (2017),Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,NA
10978,r596,Mexico (2017),Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,6.4
10978,r597,Mexico (2017),Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,-3.1
10978,r598,Mexico (2017),Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,5.8
10978,r599,Mexico (2017),Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,4.7
10978,r600,Mexico (2017),Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,5.1
10978,r601,Netherlands,GERD,Current PPP dollars,1990,,3,5.49
10978,r602,Netherlands,GERD,Current PPP dollars,2000,,3,9.09
10978,r603,Netherlands,GERD,Current PPP dollars,2010,,3,12.75
10978,r604,Netherlands,GERD,Current PPP dollars,2021a,,3,25.65
10978,r605,Netherlands,GERD,Constant (2015) PPP dollars,1990,,3,9.92
10978,r606,Netherlands,GERD,Constant (2015) PPP dollars,2000,,3,12.8
10978,r607,Netherlands,GERD,Constant (2015) PPP dollars,2010,,3,14.0
10978,r608,Netherlands,GERD,Constant (2015) PPP dollars,2021a,,3,21.65
10978,r609,Netherlands,GDP,Current PPP dollars,1990,,3,286.71
10978,r610,Netherlands,GDP,Current PPP dollars,2000,,3,507.66
10978,r611,Netherlands,GDP,Current PPP dollars,2010,,3,748.38
10978,r612,Netherlands,GDP,Current PPP dollars,2021a,,3,1130.68
10978,r613,Netherlands, GERD-to-GDP ratio (%),1990,,,2,1.92
10978,r614,Netherlands, GERD-to-GDP ratio (%),2000,,,2,1.79
10978,r615,Netherlands, GERD-to-GDP ratio (%),2010,,,2,1.7
10978,r616,Netherlands, GERD-to-GDP ratio (%),2021a,,,2,2.27
10978,r617,Netherlands,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,5.2
10978,r618,Netherlands,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,3.4
10978,r619,Netherlands,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,6.6
10978,r620,Netherlands,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,2.6
10978,r621,Netherlands,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,0.9
10978,r622,Netherlands,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,4.1
10978,r623,Netherlands,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,5.9
10978,r624,Netherlands,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,4.0
10978,r625,Netherlands,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,3.8
10978,r626,New Zealand,GERD,Current PPP dollars,1990,,3,0.47
10978,r627,New Zealand,GERD,Current PPP dollars,2000,,3,NA
10978,r628,New Zealand,GERD,Current PPP dollars,2010,,3,NA
10978,r629,New Zealand,GERD,Current PPP dollars,2021a,,3,3.6
10978,r630,New Zealand,GERD,Constant (2015) PPP dollars,1990,,3,0.8
10978,r631,New Zealand,GERD,Constant (2015) PPP dollars,2000,,3,NA
10978,r632,New Zealand,GERD,Constant (2015) PPP dollars,2010,,3,NA
10978,r633,New Zealand,GERD,Constant (2015) PPP dollars,2021a,,3,3.06
10978,r634,New Zealand,GDP,Current PPP dollars,1990,,3,49.43
10978,r635,New Zealand,GDP,Current PPP dollars,2000,,3,82.95
10978,r636,New Zealand,GDP,Current PPP dollars,2010,,3,135.85
10978,r637,New Zealand,GDP,Current PPP dollars,2021a,,3,245.36
10978,r638,New Zealand, GERD-to-GDP ratio (%),1990,,,2,0.95
10978,r639,New Zealand, GERD-to-GDP ratio (%),2000,,,2,NA
10978,r640,New Zealand, GERD-to-GDP ratio (%),2010,,,2,NA
10978,r641,New Zealand, GERD-to-GDP ratio (%),2021a,,,2,1.47
10978,r642,New Zealand,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,NA
10978,r643,New Zealand,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,NA
