table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_doc,field_dod,field_doe,field_dot,field_hhs,field_nasa,field_nrc,field_nsf,field_usda
10405,r430,"All institutions -> U. Puerto Rico, Ponce",All institutions,"U. Puerto Rico, Ponce",2,428,555,0,0,0,0,555,0,0,0,0
10405,r431,All institutions -> Ursuline C.,All institutions,Ursuline C.,2,428,555,0,0,0,0,555,0,0,0,0
10405,r432,All institutions -> U. Tulsa,All institutions,U. Tulsa,2,431,550,0,0,0,0,91,0,0,459,0
10405,r433,All institutions -> Fielding Graduate U.,All institutions,Fielding Graduate U.,2,432,548,0,0,0,0,0,0,0,548,0
10405,r434,All institutions -> Samuel Merritt U.,All institutions,Samuel Merritt U.,2,433,547,0,0,0,0,547,0,0,0,0
10405,r435,All institutions -> Duquesne U.,All institutions,Duquesne U.,2,434,543,0,0,0,0,543,0,0,0,0
10405,r436,All institutions -> Missouri U. Science and Technology,All institutions,Missouri U. Science and Technology,2,435,543,0,0,0,0,0,0,200,343,0
10405,r437,All institutions -> Massachusetts Bay Community C.,All institutions,Massachusetts Bay Community C.,2,436,535,0,0,0,0,0,0,0,535,0
10405,r438,All institutions -> Fort Lewis C.,All institutions,Fort Lewis C.,2,437,532,0,0,0,0,237,0,0,295,0
10405,r439,All institutions -> American Indian Higher Education Consortium,All institutions,American Indian Higher Education Consortium,2,438,528,0,0,0,0,0,0,0,528,0
10405,r440,All institutions -> Seattle Colleges,All institutions,Seattle Colleges,2,439,523,0,0,0,0,0,0,0,523,0
10405,r441,"All institutions -> CUNY, Borough of Manhattan Community C.",All institutions,"CUNY, Borough of Manhattan Community C.",2,440,517,0,0,0,0,0,0,0,517,0
10405,r442,"All institutions -> SUNY, Fulton-Montgomery Community C.",All institutions,"SUNY, Fulton-Montgomery Community C.",2,441,514,0,0,0,0,514,0,0,0,0
10405,r443,All institutions -> Cuyahoga Community C.,All institutions,Cuyahoga Community C.,2,442,512,0,0,0,0,512,0,0,0,0
10405,r444,All institutions -> U. Maine,All institutions,U. Maine,2,443,512,0,0,0,0,0,0,0,512,0
10405,r445,All institutions -> U. Houston,All institutions,U. Houston,2,444,509,0,0,0,0,509,0,0,0,0
10405,r446,All institutions -> Pacific Lutheran U.,All institutions,Pacific Lutheran U.,2,445,508,0,0,0,0,508,0,0,0,0
10405,r447,"All institutions -> Texas A&M U., San Antonio",All institutions,"Texas A&M U., San Antonio",2,446,503,0,0,0,0,0,0,0,503,0
10405,r448,All institutions -> Little Priest Tribal C.,All institutions,Little Priest Tribal C.,2,447,500,0,0,0,0,0,0,0,500,0
10405,r449,All institutions -> Methodist U.,All institutions,Methodist U.,2,448,499,0,0,0,0,499,0,0,0,0
10405,r450,All institutions -> Regis U.,All institutions,Regis U.,2,449,499,0,0,0,0,499,0,0,0,0
10405,r451,All institutions -> C. Menominee Nation,All institutions,C. Menominee Nation,2,450,498,0,0,0,0,0,0,0,0,498
10405,r452,All institutions -> American Samoa Community C.,All institutions,American Samoa Community C.,2,451,495,0,0,0,0,0,0,0,240,255
10405,r453,All institutions -> Oakwood U.,All institutions,Oakwood U.,2,452,493,0,0,0,0,0,0,0,493,0
10405,r454,All institutions -> Western Michigan U.,All institutions,Western Michigan U.,2,453,492,0,0,0,0,480,0,0,12,0
10405,r455,All institutions -> Dominican U.,All institutions,Dominican U.,2,454,491,0,0,0,0,480,0,0,11,0
10405,r456,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,455,488,0,0,0,0,170,0,0,318,0
10405,r457,All institutions -> Denison U.,All institutions,Denison U.,2,456,488,0,0,0,0,0,0,0,488,0
10405,r458,All institutions -> Our Lady of the Lake U.,All institutions,Our Lady of the Lake U.,2,456,488,0,0,0,0,0,0,0,488,0
10405,r459,All institutions -> Community C. Denver,All institutions,Community C. Denver,2,458,487,0,0,0,0,0,0,0,487,0
10405,r460,All institutions -> Ohio Dominican U.,All institutions,Ohio Dominican U.,2,459,487,0,0,0,0,0,0,0,487,0
10405,r461,"All institutions -> York C., City U. New York",All institutions,"York C., City U. New York",2,460,487,0,0,0,0,0,0,0,487,0
10405,r462,All institutions -> Athens State U.,All institutions,Athens State U.,2,461,487,0,0,0,0,0,0,0,487,0
10405,r463,All institutions -> Western New England U.,All institutions,Western New England U.,2,462,487,0,0,0,0,0,0,0,487,0
10405,r464,All institutions -> Keene State C.,All institutions,Keene State C.,2,463,486,0,0,0,0,0,0,0,486,0
10405,r465,All institutions -> Mount Hood Community C.,All institutions,Mount Hood Community C.,2,464,486,0,0,0,0,0,0,0,486,0
10405,r466,"All institutions -> U. Akron, The, Akron",All institutions,"U. Akron, The, Akron",2,465,484,0,0,0,0,0,0,0,484,0
10405,r467,"All institutions -> Herzing U., Madison",All institutions,"Herzing U., Madison",2,466,480,0,0,0,0,480,0,0,0,0
10405,r468,All institutions -> Chatham U.,All institutions,Chatham U.,2,467,480,0,0,0,0,480,0,0,0,0
10405,r469,All institutions -> Walsh U.,All institutions,Walsh U.,2,468,480,0,0,0,0,480,0,0,0,0
10405,r470,All institutions -> Northwestern State U. Louisiana,All institutions,Northwestern State U. Louisiana,2,469,479,0,0,0,0,479,0,0,0,0
10405,r471,All institutions -> Thomas U.,All institutions,Thomas U.,2,470,479,0,0,0,0,479,0,0,0,0
10405,r472,"All institutions -> State U. New York, Suffolk County Community C., Selden",All institutions,"State U. New York, Suffolk County Community C., Selden",2,471,478,0,0,0,0,0,0,0,478,0
10405,r473,All institutions -> Western Connecticut State U.,All institutions,Western Connecticut State U.,2,472,478,0,0,0,0,478,0,0,0,0
10405,r474,"All institutions -> U. North Carolina, The, Pembroke",All institutions,"U. North Carolina, The, Pembroke",2,473,478,0,0,0,0,478,0,0,0,0
10405,r475,All institutions -> Brookdale Community C.,All institutions,Brookdale Community C.,2,474,475,0,0,0,0,0,0,0,475,0
10405,r476,All institutions -> Adler School of Professional Psychology,All institutions,Adler School of Professional Psychology,2,475,475,0,0,0,0,475,0,0,0,0
10405,r477,"All institutions -> U. Texas, The, Tyler",All institutions,"U. Texas, The, Tyler",2,476,475,0,0,0,0,475,0,0,0,0
10405,r478,All institutions -> Marshall U.,All institutions,Marshall U.,2,477,475,0,0,0,0,475,0,0,0,0
10405,r479,All institutions -> Fordham U.,All institutions,Fordham U.,2,478,475,0,0,0,0,475,0,0,0,0
10405,r480,All institutions -> Spartanburg Community C.,All institutions,Spartanburg Community C.,2,479,474,0,0,0,0,0,0,0,474,0
10405,r481,All institutions -> U. San Diego,All institutions,U. San Diego,2,480,471,0,0,0,0,464,0,0,6,0
10405,r482,"All institutions -> Southern U. and A&M C., New Orleans",All institutions,"Southern U. and A&M C., New Orleans",2,481,469,0,0,0,0,0,0,0,469,0
10405,r483,All institutions -> Governors State U.,All institutions,Governors State U.,2,482,466,0,0,0,0,466,0,0,0,0
10405,r484,All institutions -> St. John Fisher C.,All institutions,St. John Fisher C.,2,483,463,0,0,0,0,463,0,0,0,0
10405,r485,All institutions -> Eastern Michigan U.,All institutions,Eastern Michigan U.,2,484,459,0,0,0,0,459,0,0,0,0
10405,r486,All institutions -> Montgomery County Community C.,All institutions,Montgomery County Community C.,2,485,459,0,0,0,0,0,0,0,459,0
10405,r487,"All institutions -> U. Tennessee, The, Chattanooga",All institutions,"U. Tennessee, The, Chattanooga",2,486,457,0,0,0,0,0,0,0,457,0
10405,r488,"All institutions -> Ivy Tech Community C., central office",All institutions,"Ivy Tech Community C., central office",2,487,456,0,0,0,0,0,0,0,456,0
10405,r489,All institutions -> Massachusetts Maritime Academy,All institutions,Massachusetts Maritime Academy,2,488,448,0,0,0,448,0,0,0,0,0
10405,r490,"All institutions -> Minnesota State U., Mankato",All institutions,"Minnesota State U., Mankato",2,489,447,0,0,0,0,133,0,0,0,314
10405,r491,All institutions -> Bridgerland Technical C.,All institutions,Bridgerland Technical C.,2,490,438,0,0,0,0,0,0,0,438,0
10405,r492,All institutions -> Humboldt State U.,All institutions,Humboldt State U.,2,491,437,0,0,0,0,0,0,0,227,210
10405,r493,All institutions -> California State U. Maritime Academy,All institutions,California State U. Maritime Academy,2,492,436,0,0,0,436,0,0,0,0,0
10405,r494,All institutions -> U. Louisiana at Lafayette,All institutions,U. Louisiana at Lafayette,2,493,436,0,0,0,0,0,0,0,435,1
10405,r495,All institutions -> Texas A&M U.-Commerce,All institutions,Texas A&M U.-Commerce,2,494,423,0,0,0,0,0,0,0,303,120
10405,r496,All institutions -> Community C. Allegheny County,All institutions,Community C. Allegheny County,2,495,419,0,0,0,0,0,0,0,419,0
10405,r497,"All institutions -> Los Angeles Community C. District, Pierce C.",All institutions,"Los Angeles Community C. District, Pierce C.",2,496,416,0,0,0,0,0,0,0,416,0
10405,r498,All institutions -> Miami U.,All institutions,Miami U.,2,497,414,0,0,0,0,86,0,0,329,0
10405,r499,All institutions -> Minnesota State C. Southeast,All institutions,Minnesota State C. Southeast,2,498,413,0,0,0,0,0,0,0,413,0
10405,r500,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,499,412,0,0,0,0,0,0,0,412,0
10405,r501,"All institutions -> U. St. Francis, Joliet",All institutions,"U. St. Francis, Joliet",2,500,411,0,0,0,0,248,0,0,163,0
10405,r502,"All institutions -> Los Angeles Community C. District, Los Angeles Mission C.",All institutions,"Los Angeles Community C. District, Los Angeles Mission C.",2,501,408,0,0,0,0,0,0,0,408,0
10405,r503,All institutions -> Indian River State C.,All institutions,Indian River State C.,2,502,405,0,0,0,0,0,0,0,405,0
10405,r504,All institutions -> U. New Orleans,All institutions,U. New Orleans,2,503,402,0,0,0,0,0,0,0,402,0
10405,r505,All institutions -> Chief Dull Knife C.,All institutions,Chief Dull Knife C.,2,504,400,0,0,0,0,0,0,0,400,0
10405,r506,"All institutions -> Colorado State U., system office",All institutions,"Colorado State U., system office",2,504,400,0,0,0,0,0,0,400,0,0
10405,r507,"All institutions -> U. Illinois, University Administration",All institutions,"U. Illinois, University Administration",2,504,400,0,0,0,0,0,0,400,0,0
10405,r508,All institutions -> North Iowa Area Community C.,All institutions,North Iowa Area Community C.,2,507,400,0,0,0,0,0,0,0,400,0
10405,r509,All institutions -> C. of Mount St. Joseph,All institutions,C. of Mount St. Joseph,2,508,400,0,0,0,0,400,0,0,0,0
10405,r510,All institutions -> Montclair State U.,All institutions,Montclair State U.,2,509,398,0,0,0,0,0,0,0,398,0
10405,r511,"All institutions -> Indiana U. Pennsylvania, Indiana",All institutions,"Indiana U. Pennsylvania, Indiana",2,510,398,0,0,0,0,0,0,0,398,0
10405,r512,"All institutions -> U. Alaska, Southeast",All institutions,"U. Alaska, Southeast",2,511,398,0,0,0,0,0,0,0,398,0
10405,r513,All institutions -> Pacific Northwest U. of Health Sciences,All institutions,Pacific Northwest U. of Health Sciences,2,512,393,0,0,0,0,393,0,0,0,0
10405,r514,All institutions -> Lycoming C.,All institutions,Lycoming C.,2,513,392,0,0,0,0,0,0,0,392,0
10405,r515,All institutions -> Edward Via C. Osteopathic Medicine,All institutions,Edward Via C. Osteopathic Medicine,2,514,392,0,0,0,0,392,0,0,0,0
10405,r516,All institutions -> Eckerd C.,All institutions,Eckerd C.,2,515,389,0,0,0,0,0,0,0,389,0
10405,r517,All institutions -> Antioch U.,All institutions,Antioch U.,2,516,389,0,0,0,0,389,0,0,0,0
10405,r518,All institutions -> U. Denver,All institutions,U. Denver,2,517,387,0,0,0,0,66,0,0,321,0
10405,r519,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,518,380,0,0,0,0,318,0,0,62,0
10405,r520,All institutions -> North Carolina Central U.,All institutions,North Carolina Central U.,2,519,379,0,0,0,0,36,0,0,216,128
10405,r521,All institutions -> Western Washington U.,All institutions,Western Washington U.,2,520,377,0,0,0,0,0,0,0,377,0
10405,r522,All institutions -> St. Jude Children's Research Hospital Graduate School of Biomedical Sciences,All institutions,St. Jude Children's Research Hospital Graduate School of Biomedical Sciences,2,521,375,0,0,0,0,375,0,0,0,0
10405,r523,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,522,374,0,0,0,0,250,0,0,124,0
10405,r524,All institutions -> Christian Brothers U.,All institutions,Christian Brothers U.,2,523,373,0,0,0,0,300,0,0,73,0
10405,r525,All institutions -> Southeastern Louisiana U.,All institutions,Southeastern Louisiana U.,2,524,373,0,0,0,0,373,0,0,0,0
10405,r526,All institutions -> Dakota County Technical C.,All institutions,Dakota County Technical C.,2,525,373,0,0,0,0,0,0,0,373,0
10405,r527,"All institutions -> CUNY, Brooklyn C.",All institutions,"CUNY, Brooklyn C.",2,526,369,0,0,0,0,369,0,0,0,0
10405,r528,All institutions -> Campbell U.,All institutions,Campbell U.,2,527,361,0,0,0,0,361,0,0,0,0
10405,r529,All institutions -> U. Wisconsin-River Falls,All institutions,U. Wisconsin-River Falls,2,528,353,0,0,0,0,0,0,0,353,0
10405,r530,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,529,349,0,0,0,0,199,0,0,150,0
10405,r531,All institutions -> Shoreline Community C.,All institutions,Shoreline Community C.,2,530,342,0,0,0,0,0,0,0,342,0
10405,r532,All institutions -> Turtle Mountain Community C.,All institutions,Turtle Mountain Community C.,2,531,337,0,0,0,0,0,0,0,337,0
10405,r533,All institutions -> Westfield State U.,All institutions,Westfield State U.,2,532,333,0,0,0,0,333,0,0,0,0
10405,r534,All institutions -> Keweenaw Bay Ojibwa Community C.,All institutions,Keweenaw Bay Ojibwa Community C.,2,533,333,0,0,0,0,0,0,0,64,270
10405,r535,"All institutions -> State U. New York, The, Albany",All institutions,"State U. New York, The, Albany",2,534,333,0,0,0,0,23,0,0,310,0
10405,r536,All institutions -> Stone Child C.,All institutions,Stone Child C.,2,535,332,0,0,0,0,0,0,0,20,312
10405,r537,"All institutions -> CUNY, LaGuardia Community C.",All institutions,"CUNY, LaGuardia Community C.",2,536,332,0,0,0,0,332,0,0,0,0
10405,r538,All institutions -> Radford U.,All institutions,Radford U.,2,537,330,0,0,0,0,330,0,0,0,0
10405,r539,All institutions -> Valdosta State U.,All institutions,Valdosta State U.,2,538,329,0,0,0,0,329,0,0,0,0
10405,r540,All institutions -> Des Moines Area Community C.,All institutions,Des Moines Area Community C.,2,539,328,0,0,0,0,0,0,0,328,0
10405,r541,All institutions -> Spelman C.,All institutions,Spelman C.,2,540,328,0,0,0,0,0,0,0,328,0
10405,r542,"All institutions -> U. Puerto Rico, Humacao",All institutions,"U. Puerto Rico, Humacao",2,541,328,0,0,0,0,53,0,0,275,0
10405,r543,All institutions -> Mercy C. Ohio,All institutions,Mercy C. Ohio,2,542,324,0,0,0,0,324,0,0,0,0
10405,r544,All institutions -> Macalester C.,All institutions,Macalester C.,2,543,321,0,0,0,0,0,0,0,321,0
10405,r545,All institutions -> U. Wisconsin-Eau Claire,All institutions,U. Wisconsin-Eau Claire,2,544,315,0,0,0,0,0,0,0,315,0
10405,r546,"All institutions -> Bowling Green State U., Bowling Green",All institutions,"Bowling Green State U., Bowling Green",2,545,315,0,0,0,0,0,0,0,315,0
10405,r547,"All institutions -> Lawson State Community C., Birmingham",All institutions,"Lawson State Community C., Birmingham",2,546,315,0,0,0,0,0,0,0,315,0
10405,r548,All institutions -> Austin Community C. District,All institutions,Austin Community C. District,2,547,309,0,0,0,0,0,0,0,309,0
10405,r549,All institutions -> Morehead State U.,All institutions,Morehead State U.,2,548,302,0,0,0,0,0,0,0,302,0
10405,r550,All institutions -> Bay Path U.,All institutions,Bay Path U.,2,549,300,0,0,0,0,300,0,0,0,0
10405,r551,All institutions -> National U.,All institutions,National U.,2,549,300,0,0,0,0,300,0,0,0,0
10405,r552,All institutions -> Touro C. and U. System,All institutions,Touro C. and U. System,2,549,300,0,0,0,0,300,0,0,0,0
10405,r553,All institutions -> Nueta Hidatsa Sahnish C.,All institutions,Nueta Hidatsa Sahnish C.,2,552,300,0,0,0,0,0,0,0,0,300
10405,r554,All institutions -> Medaille C.,All institutions,Medaille C.,2,553,299,0,0,0,0,299,0,0,0,0
10405,r555,All institutions -> Lake Washington Institute of Technology,All institutions,Lake Washington Institute of Technology,2,554,292,0,0,0,0,0,0,0,292,0
10405,r556,All institutions -> Texas A&M International U.,All institutions,Texas A&M International U.,2,555,291,0,0,0,0,291,0,0,0,0
10405,r557,All institutions -> Long Island U.,All institutions,Long Island U.,2,556,287,0,0,0,0,0,0,0,269,18
10405,r558,All institutions -> Tarleton State U.,All institutions,Tarleton State U.,2,557,285,0,0,0,0,0,0,0,0,285
10405,r559,All institutions -> Viterbo U.,All institutions,Viterbo U.,2,558,281,0,0,0,0,281,0,0,0,0
10405,r560,"All institutions -> State U. New York, Maritime C.",All institutions,"State U. New York, Maritime C.",2,559,280,0,0,0,280,0,0,0,0,0
10405,r561,All institutions -> Ithaca C.,All institutions,Ithaca C.,2,560,279,0,0,0,0,0,0,0,279,0
10405,r562,All institutions -> Marymount U.,All institutions,Marymount U.,2,561,274,0,0,0,0,274,0,0,0,0
10405,r563,All institutions -> Morehouse C.,All institutions,Morehouse C.,2,562,272,0,0,0,0,259,0,0,14,0
10405,r564,All institutions -> Hood C.,All institutions,Hood C.,2,563,269,0,0,0,0,269,0,0,0,0
10405,r565,All institutions -> Lane C.,All institutions,Lane C.,2,564,269,0,0,0,0,0,0,0,269,0
10405,r566,All institutions -> Nevada System of Higher Education,All institutions,Nevada System of Higher Education,2,565,268,0,0,0,0,0,0,0,10,258
10405,r567,All institutions -> Forsyth Technical Community C.,All institutions,Forsyth Technical Community C.,2,566,261,0,0,0,0,0,0,0,261,0
10405,r568,All institutions -> Doane U.,All institutions,Doane U.,2,567,257,0,0,0,0,0,0,0,257,0
10405,r569,All institutions -> Western Kentucky U.,All institutions,Western Kentucky U.,2,568,257,0,0,0,0,257,0,0,0,0
10405,r570,All institutions -> U. Pikeville,All institutions,U. Pikeville,2,569,253,0,0,0,0,253,0,0,0,0
10405,r571,"All institutions -> Widener U., Chester",All institutions,"Widener U., Chester",2,570,253,0,0,0,0,253,0,0,0,0
10405,r572,All institutions -> Chapman U.,All institutions,Chapman U.,2,571,252,0,0,0,0,0,0,0,126,127
10405,r573,All institutions -> Hinds Community C.,All institutions,Hinds Community C.,2,572,251,0,0,0,0,0,0,0,251,0
10405,r574,All institutions -> Dominican C.,All institutions,Dominican C.,2,573,250,0,0,0,0,250,0,0,0,0
10405,r575,All institutions -> Tohono O'odham Community C.,All institutions,Tohono O'odham Community C.,2,573,250,0,0,0,0,0,0,0,250,0
10405,r576,All institutions -> Fond du Lac Tribal and Community C.,All institutions,Fond du Lac Tribal and Community C.,2,575,244,0,0,0,0,0,0,0,0,244
10405,r577,All institutions -> Snow C.,All institutions,Snow C.,2,576,244,0,0,0,0,0,0,0,244,0
10405,r578,"All institutions -> C. New Jersey, The",All institutions,"C. New Jersey, The",2,577,240,0,0,0,0,0,0,0,0,240
10405,r579,All institutions -> Imperial Valley C.,All institutions,Imperial Valley C.,2,577,240,0,0,0,0,0,0,0,240,0
10405,r580,All institutions -> City Colleges of Chicago,All institutions,City Colleges of Chicago,2,579,240,0,0,0,0,0,0,0,240,0
10405,r581,"All institutions -> El Camino C., Compton Center",All institutions,"El Camino C., Compton Center",2,579,240,0,0,0,0,0,0,0,240,0
10405,r582,All institutions -> Arapahoe Community C.,All institutions,Arapahoe Community C.,2,581,240,0,0,0,0,0,0,0,240,0
10405,r583,"All institutions -> CUNY, Queensborough Community C.",All institutions,"CUNY, Queensborough Community C.",2,582,240,0,0,0,0,0,0,0,240,0
10405,r584,All institutions -> Santa Barbara City C.,All institutions,Santa Barbara City C.,2,583,240,0,0,0,0,0,0,0,240,0
10405,r585,All institutions -> Mount Mercy U.,All institutions,Mount Mercy U.,2,584,240,0,0,0,0,0,0,0,240,0
10405,r586,All institutions -> Bismarck State C.,All institutions,Bismarck State C.,2,585,240,0,0,0,0,0,0,0,240,0
10405,r587,"All institutions -> Southern U. and A&M C., System Office",All institutions,"Southern U. and A&M C., System Office",2,586,240,0,0,0,0,0,0,0,240,0
10405,r588,All institutions -> Robeson Community C.,All institutions,Robeson Community C.,2,587,240,0,0,0,0,0,0,0,240,0
10405,r589,"All institutions -> Union County C., Cranford",All institutions,"Union County C., Cranford",2,588,239,0,0,0,0,0,0,0,239,0
10405,r590,All institutions -> Hudson County Community C.,All institutions,Hudson County Community C.,2,589,239,0,0,0,0,0,0,0,239,0
10405,r591,All institutions -> Central New Mexico Community C.,All institutions,Central New Mexico Community C.,2,590,239,0,0,0,0,0,0,0,239,0
10405,r592,All institutions -> Heartland Community C.,All institutions,Heartland Community C.,2,591,237,0,0,0,0,0,0,0,237,0
10405,r593,All institutions -> Durham Technical Community C.,All institutions,Durham Technical Community C.,2,592,231,0,0,0,0,0,0,0,231,0
10405,r594,All institutions -> William & Mary,All institutions,William & Mary,2,593,231,0,0,0,0,0,0,0,231,0
10405,r595,All institutions -> United Tribes Technical C.,All institutions,United Tribes Technical C.,2,594,228,0,0,0,0,0,0,0,100,129
10405,r596,All institutions -> C. Southern Nevada,All institutions,C. Southern Nevada,2,595,227,0,0,0,0,0,0,0,227,0
10405,r597,All institutions -> Christopher Newport U.,All institutions,Christopher Newport U.,2,596,225,0,0,0,0,0,0,0,225,0
10405,r598,"All institutions -> Wallace State Community C., Hanceville",All institutions,"Wallace State Community C., Hanceville",2,597,223,0,0,0,0,0,0,0,223,0
10405,r599,All institutions -> Winston-Salem State U.,All institutions,Winston-Salem State U.,2,598,220,0,0,0,0,0,0,0,220,0
10405,r600,All institutions -> Adams State U.,All institutions,Adams State U.,2,599,220,0,0,0,0,0,0,0,0,220
10405,r601,All institutions -> Austin C.,All institutions,Austin C.,2,600,218,0,0,0,0,0,0,0,218,0
10405,r602,All institutions -> U. System Georgia,All institutions,U. System Georgia,2,601,208,0,0,0,0,0,0,0,0,208
10405,r603,All institutions -> Blackfeet Community C.,All institutions,Blackfeet Community C.,2,602,201,0,0,0,0,0,0,0,0,201
10405,r604,All institutions -> Sisseton Wahpeton C.,All institutions,Sisseton Wahpeton C.,2,603,200,0,0,0,0,0,0,0,200,0
10405,r605,All institutions -> Florida Memorial U.,All institutions,Florida Memorial U.,2,604,200,0,0,0,0,0,0,200,0,0
10405,r606,All institutions -> Thomas Edison State U.,All institutions,Thomas Edison State U.,2,605,199,0,0,0,0,0,0,199,0,0
10405,r607,All institutions -> U. Bridgeport,All institutions,U. Bridgeport,2,606,197,0,0,0,0,197,0,0,0,0
10405,r608,All institutions -> Maine Maritime Academy,All institutions,Maine Maritime Academy,2,607,192,0,0,0,192,0,0,0,0,0
10405,r609,All institutions -> DePaul U.,All institutions,DePaul U.,2,608,191,0,0,0,0,0,0,0,191,0
10405,r610,"All institutions -> SUNY, Westchester Community C.",All institutions,"SUNY, Westchester Community C.",2,609,190,0,0,0,0,0,0,0,190,0
10405,r611,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,610,181,0,0,0,0,0,0,0,181,0
10405,r612,All institutions -> Claflin U.,All institutions,Claflin U.,2,611,178,0,0,0,0,178,0,0,0,0
10405,r613,"All institutions -> California State U., Channel Islands",All institutions,"California State U., Channel Islands",2,612,178,0,0,0,0,0,0,0,178,0
10405,r614,All institutions -> Spalding U.,All institutions,Spalding U.,2,613,175,0,0,0,0,175,0,0,0,0
10405,r615,All institutions -> U. Wisconsin-Whitewater,All institutions,U. Wisconsin-Whitewater,2,614,173,0,0,0,0,0,0,0,173,0
10405,r616,All institutions -> C. Marshall Islands ,All institutions,C. Marshall Islands ,2,615,172,0,0,0,0,0,0,0,0,172
10405,r617,All institutions -> Red Lake Nation C.,All institutions,Red Lake Nation C.,2,616,171,0,0,0,0,0,0,0,0,171
10405,r618,"All institutions -> U. Tennessee, The, Health Science Center",All institutions,"U. Tennessee, The, Health Science Center",2,617,170,0,0,0,0,170,0,0,0,0
10405,r619,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,618,168,0,0,0,0,82,0,0,86,0
10405,r620,"All institutions -> U. Massachusetts, Central Office",All institutions,"U. Massachusetts, Central Office",2,619,166,0,0,0,0,0,0,0,0,166
10405,r621,All institutions -> Columbia Basin C.,All institutions,Columbia Basin C.,2,620,166,0,0,0,0,0,0,150,16,0
10405,r622,All institutions -> Saint Augustine C.,All institutions,Saint Augustine C.,2,621,160,0,0,0,0,0,0,0,160,0
10405,r623,All institutions -> Virginia Union U.,All institutions,Virginia Union U.,2,621,160,0,0,0,0,0,0,0,160,0
10405,r624,All institutions -> Prescott C.,All institutions,Prescott C.,2,623,160,0,0,0,0,0,0,0,0,160
10405,r625,All institutions -> Clinton C.,All institutions,Clinton C.,2,624,159,0,0,0,0,0,0,0,159,0
10405,r626,All institutions -> Nebraska Indian Community C.,All institutions,Nebraska Indian Community C.,2,625,152,0,0,0,0,0,0,0,0,152
10405,r627,All institutions -> Sinte Gleska U.,All institutions,Sinte Gleska U.,2,626,152,0,0,0,0,0,0,0,0,152
10405,r628,All institutions -> Southwestern Indian Polytechnic Institute,All institutions,Southwestern Indian Polytechnic Institute,2,627,151,0,0,0,0,0,0,0,0,151
10405,r629,All institutions -> Adelphi U.,All institutions,Adelphi U.,2,628,150,0,0,0,0,0,0,0,150,0
10405,r630,All institutions -> Austin Peay State U.,All institutions,Austin Peay State U.,2,629,150,0,0,0,0,0,0,0,150,0
10405,r631,All institutions -> Willamette U.,All institutions,Willamette U.,2,630,150,0,0,0,0,0,0,0,150,0
10405,r632,All institutions -> Wayne State C.,All institutions,Wayne State C.,2,631,150,0,0,0,0,150,0,0,0,0
10405,r633,All institutions -> Ohlone C.,All institutions,Ohlone C.,2,632,143,0,0,0,0,0,0,0,143,0
10405,r634,"All institutions -> California State Polytechnic U., Pomona",All institutions,"California State Polytechnic U., Pomona",2,633,141,0,0,0,0,0,0,0,141,0
10405,r635,All institutions -> Front Range Community C.,All institutions,Front Range Community C.,2,634,135,0,0,0,0,0,0,0,135,0
10405,r636,All institutions -> Riverside Community C. District,All institutions,Riverside Community C. District,2,635,135,0,0,0,0,0,0,0,135,0
10405,r637,All institutions -> Bay Mills Community C.,All institutions,Bay Mills Community C.,2,636,133,0,0,0,0,0,0,0,133,0
10405,r638,All institutions -> Minnesota State Colleges and Universities,All institutions,Minnesota State Colleges and Universities,2,637,133,0,0,0,0,133,0,0,0,0
10405,r639,All institutions -> Galveston C.,All institutions,Galveston C.,2,638,133,0,0,0,0,0,0,0,133,0
10405,r640,All institutions -> North Shore Community C.,All institutions,North Shore Community C.,2,639,130,0,0,0,0,130,0,0,0,0
10405,r641,All institutions -> Fort Peck Community C.,All institutions,Fort Peck Community C.,2,640,129,0,0,0,0,0,0,0,0,129
10405,r642,All institutions -> Northwestern Michigan C.,All institutions,Northwestern Michigan C.,2,641,128,0,0,0,128,0,0,0,0,0
10405,r643,All institutions -> U. Wisconsin-Platteville,All institutions,U. Wisconsin-Platteville,2,642,126,0,0,0,0,0,0,0,126,0
10405,r644,All institutions -> Rosalind Franklin U. Medicine and Science,All institutions,Rosalind Franklin U. Medicine and Science,2,643,125,0,0,0,0,125,0,0,0,0
10405,r645,All institutions -> Saint Joseph's U.,All institutions,Saint Joseph's U.,2,644,123,0,0,0,0,0,0,0,123,0
10405,r646,"All institutions -> U. Toledo, The",All institutions,"U. Toledo, The",2,645,123,0,0,0,0,40,0,0,83,0
10405,r647,All institutions -> Houston Baptist U.,All institutions,Houston Baptist U.,2,646,120,0,0,0,0,0,0,0,120,0
10405,r648,"All institutions -> Carlos Albizu U., San Juan",All institutions,"Carlos Albizu U., San Juan",2,647,118,0,0,0,0,118,0,0,0,0
