table_id,row_id,occupation_full_path,occupation_level_1,occupation_level_2,occupation_level_3,occupation_level_4,occupation_hierarchy_depth,field_total_number,field_total_median_salary_,field_asian_number,field_asian_median_salary_,field_american_indian_or_alaska_native_number,field_american_indian_or_alaska_native_median_salary_,field_black_or_african_american_number,field_black_or_african_american_median_salary_,field_hispanic_or_latino_number,field_hispanic_or_latino_median_salary_,field_white_number,field_white_median_salary_,field_native_hawaiian_or_other_pacific_islander_number,field_native_hawaiian_or_other_pacific_islander_median_salary_,field_more_than_one_race_number,field_more_than_one_race_median_salary_
1625,r113,Non-S&E occupations,Non-S&E occupations,,,,1,5947000,62000,633000,63000,27000,52000,475000,47000,570000,55000,4108000,67000,18000,80000,116000,59000
1625,r114,Non-S&E occupations -> Non-S&E managers,Non-S&E occupations,Non-S&E managers,,,2,1131000,107000,116000,120000,4000,111000,42000,81000,88000,89000,865000,109000,s,s,13000,98000
1625,r115,"Non-S&E occupations -> Non-S&E managers -> Top-level managers, executives, administrators (e.g., chief executive officer, chief operating officer, chief financial officer; president; district manager, general manager, provost)",Non-S&E occupations,Non-S&E managers,"Top-level managers, executives, administrators (e.g., chief executive officer, chief operating officer, chief financial officer; president; district manager, general manager, provost)",,3,658000,124000,78000,139000,4000,s,17000,77000,36000,100000,516000,124000,s,s,6000,111000
1625,r116,"Non-S&E occupations -> Non-S&E managers -> Education administrators (e.g., registrar, dean, principal)",Non-S&E occupations,Non-S&E managers,"Education administrators (e.g., registrar, dean, principal)",,3,34000,100000,4000,s,s,s,s,s,3000,s,25000,98000,s,s,s,s
1625,r117,Non-S&E occupations -> Non-S&E managers -> Other mid-level managers,Non-S&E occupations,Non-S&E managers,Other mid-level managers,,3,439000,96000,33000,113000,s,s,24000,81000,49000,76000,324000,97000,s,s,6000,94000
1625,r118,Non-S&E occupations -> Management-related occupations,Non-S&E occupations,Management-related occupations,,,2,1303000,80000,184000,84000,s,s,105000,56000,127000,65000,843000,86000,5000,87000,28000,64000
1625,r119,"Non-S&E occupations -> Management-related occupations -> Accountants, auditors, and other financial specialists",Non-S&E occupations,Management-related occupations,"Accountants, auditors, and other financial specialists",,3,393000,73000,61000,60000,s,s,24000,47000,40000,54000,253000,84000,s,s,9000,70000
1625,r120,"Non-S&E occupations -> Management-related occupations -> Personnel, training, and labor relations specialists",Non-S&E occupations,Management-related occupations,"Personnel, training, and labor relations specialists",,3,178000,68000,20000,58000,s,s,20000,65000,15000,49000,117000,74000,s,s,5000,75000
1625,r121,Non-S&E occupations -> Management-related occupations -> Other management-related occupations,Non-S&E occupations,Management-related occupations,Other management-related occupations,,3,731000,86000,103000,104000,s,s,61000,54000,72000,73000,473000,90000,3000,82000,14000,53000
1625,r122,Non-S&E occupations -> Non-S&E precollege teachers,Non-S&E occupations,Non-S&E precollege teachers,,,2,306000,40000,39000,s,s,s,45000,43000,34000,50000,184000,39000,s,s,4000,30000
1625,r123,Non-S&E occupations -> Non-S&E precollege teachers -> Prekindergarten and kindergarten,Non-S&E occupations,Non-S&E precollege teachers,Prekindergarten and kindergarten,,3,41000,26000,7000,s,s,s,6000,s,12000,s,15000,30000,s,s,s,s
1625,r124,Non-S&E occupations -> Non-S&E precollege teachers -> Elementary,Non-S&E occupations,Non-S&E precollege teachers,Elementary,,3,122000,50000,s,s,s,s,17000,46000,9000,50000,81000,44000,s,s,2000,s
1625,r125,Non-S&E occupations -> Non-S&E precollege teachers -> Secondary &#8212; other subjects,Non-S&E occupations,Non-S&E precollege teachers,Secondary &#8212; other subjects,,3,50000,44000,s,s,s,s,s,s,4000,43000,22000,45000,s,s,s,s
1625,r126,Non-S&E occupations -> Non-S&E precollege teachers -> Special education &#8212; primary and secondary,Non-S&E occupations,Non-S&E precollege teachers,Special education &#8212; primary and secondary,,3,72000,32000,s,s,s,s,4000,40000,7000,54000,59000,30000,s,s,s,s
1625,r127,Non-S&E occupations -> Non-S&E precollege teachers -> Other precollegiate area,Non-S&E occupations,Non-S&E precollege teachers,Other precollegiate area,,3,21000,s,s,s,s,s,6000,s,s,s,s,s,s,s,s,s
1625,r128,Non-S&E occupations -> Non-S&E postsecondary teachers,Non-S&E occupations,Non-S&E postsecondary teachers,,,2,53000,69000,5000,78000,s,s,4000,s,4000,72000,38000,69000,s,s,s,s
1625,r129,"Non-S&E occupations -> Non-S&E postsecondary teachers -> Art, drama, and music",Non-S&E occupations,Non-S&E postsecondary teachers,"Art, drama, and music",,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
1625,r130,"Non-S&E occupations -> Non-S&E postsecondary teachers -> Business, commerce, and marketing",Non-S&E occupations,Non-S&E postsecondary teachers,"Business, commerce, and marketing",,3,7000,135000,s,s,s,s,s,s,s,s,5000,134000,s,s,s,s
1625,r131,Non-S&E occupations -> Non-S&E postsecondary teachers -> Education,Non-S&E occupations,Non-S&E postsecondary teachers,Education,,3,9000,69000,2000,75000,s,s,s,s,s,s,6000,64000,s,s,s,s
1625,r132,Non-S&E occupations -> Non-S&E postsecondary teachers -> English,Non-S&E occupations,Non-S&E postsecondary teachers,English,,3,11000,s,s,s,s,s,s,s,s,s,11000,s,s,s,s,s
1625,r133,Non-S&E occupations -> Non-S&E postsecondary teachers -> Foreign language,Non-S&E occupations,Non-S&E postsecondary teachers,Foreign language,,3,6000,69000,s,s,s,s,s,s,s,s,s,s,s,s,s,s
1625,r134,Non-S&E occupations -> Non-S&E postsecondary teachers -> History,Non-S&E occupations,Non-S&E postsecondary teachers,History,,3,3000,s,s,s,s,s,s,s,s,s,3000,s,s,s,s,s
1625,r135,Non-S&E occupations -> Non-S&E postsecondary teachers -> Physical education,Non-S&E occupations,Non-S&E postsecondary teachers,Physical education,,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
1625,r136,Non-S&E occupations -> Non-S&E postsecondary teachers -> Other postsecondary fields,Non-S&E occupations,Non-S&E postsecondary teachers,Other postsecondary fields,,3,15000,65000,1000,s,s,s,s,s,2000,s,9000,67000,s,s,s,s
1625,r137,Non-S&E occupations -> Social services and related occupations,Non-S&E occupations,Social services and related occupations,,,2,394000,43000,12000,52000,s,s,77000,41000,67000,45000,229000,42000,s,s,6000,41000
1625,r138,Non-S&E occupations -> Social services and related occupations -> Clergy and other religious workers,Non-S&E occupations,Social services and related occupations,Clergy and other religious workers,,3,31000,40000,s,s,s,s,s,s,s,s,27000,38000,s,s,s,s
1625,r139,"Non-S&E occupations -> Social services and related occupations -> Counselors (e.g., educational, vocational, mental health, substance abuse)",Non-S&E occupations,Social services and related occupations,"Counselors (e.g., educational, vocational, mental health, substance abuse)",,3,174000,46000,3000,54000,s,s,27000,44000,34000,46000,103000,45000,s,s,5000,41000
1625,r140,Non-S&E occupations -> Social services and related occupations -> Social workers,Non-S&E occupations,Social services and related occupations,Social workers,,3,189000,41000,8000,46000,s,s,48000,40000,32000,41000,99000,42000,s,s,1000,48000
1625,r141,Non-S&E occupations -> Sales and marketing occupations,Non-S&E occupations,Sales and marketing occupations,,,2,805000,70000,69000,50000,s,s,41000,57000,55000,56000,617000,72000,s,s,20000,60000
1625,r142,"Non-S&E occupations -> Sales and marketing occupations -> Insurance, securities, real estate, and business services",Non-S&E occupations,Sales and marketing occupations,"Insurance, securities, real estate, and business services",,3,210000,80000,12000,s,s,s,14000,66000,12000,57000,169000,85000,s,s,1000,85000
1625,r143,"Non-S&E occupations -> Sales and marketing occupations -> Sales, commodities except retail (e.g., industrial, medical, dental machinery, equipment, supplies)",Non-S&E occupations,Sales and marketing occupations,"Sales, commodities except retail (e.g., industrial, medical, dental machinery, equipment, supplies)",,3,150000,96000,6000,61000,s,s,2000,70000,12000,65000,127000,98000,s,s,3000,s
1625,r144,"Non-S&E occupations -> Sales and marketing occupations -> Sales, retail (e.g., furnishings, clothing, motor vehicles, cosmetics)",Non-S&E occupations,Sales and marketing occupations,"Sales, retail (e.g., furnishings, clothing, motor vehicles, cosmetics)",,3,188000,38000,27000,21000,s,s,13000,30000,11000,41000,133000,41000,s,s,5000,35000
1625,r145,Non-S&E occupations -> Sales and marketing occupations -> Other marketing and sales occupations,Non-S&E occupations,Sales and marketing occupations,Other marketing and sales occupations,,3,257000,75000,24000,110000,s,s,12000,46000,20000,58000,189000,76000,s,s,10000,72000
1625,r146,"Non-S&E occupations -> Arts, humanities, and related occupations",Non-S&E occupations,"Arts, humanities, and related occupations",,,2,161000,72000,13000,95000,s,s,9000,46000,8000,84000,126000,71000,s,s,s,s
1625,r147,"Non-S&E occupations -> Arts, humanities, and related occupations -> Writers, editors, public relations specialists, artists, entertainers, broadcasters",Non-S&E occupations,"Arts, humanities, and related occupations","Writers, editors, public relations specialists, artists, entertainers, broadcasters",,3,160000,72000,13000,95000,s,s,9000,46000,8000,84000,125000,71000,s,s,s,s
1625,r148,"Non-S&E occupations -> Arts, humanities, and related occupations -> Historians",Non-S&E occupations,"Arts, humanities, and related occupations",Historians,,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
1625,r149,Non-S&E occupations -> Other non-S&E occupations,Non-S&E occupations,Other non-S&E occupations,,,2,1794000,45000,196000,50000,5000,31000,153000,42000,189000,43000,1205000,42000,7000,33000,40000,54000
1625,r150,Non-S&E occupations -> Other non-S&E occupations -> Accounting clerks and bookkeepers,Non-S&E occupations,Other non-S&E occupations,Accounting clerks and bookkeepers,,3,104000,40000,16000,48000,s,s,12000,43000,14000,35000,60000,40000,s,s,s,s
1625,r151,"Non-S&E occupations -> Other non-S&E occupations -> Secretaries, receptionists, typists",Non-S&E occupations,Other non-S&E occupations,"Secretaries, receptionists, typists",,3,111000,39000,11000,42000,s,s,10000,34000,8000,40000,76000,38000,s,s,s,s
1625,r152,"Non-S&E occupations -> Other non-S&E occupations -> Other administrative (e.g., record clerks, telephone operators)",Non-S&E occupations,Other non-S&E occupations,"Other administrative (e.g., record clerks, telephone operators)",,3,387000,42000,47000,47000,s,s,43000,37000,45000,40000,241000,44000,s,s,8000,42000
1625,r153,"Non-S&E occupations -> Other non-S&E occupations -> Farmers, foresters, and fishermen",Non-S&E occupations,Other non-S&E occupations,"Farmers, foresters, and fishermen",,3,87000,40000,s,s,s,s,s,s,s,s,79000,39000,s,s,s,s
1625,r154,"Non-S&E occupations -> Other non-S&E occupations -> Lawyers, judges",Non-S&E occupations,Other non-S&E occupations,"Lawyers, judges",,3,41000,93000,3000,138000,s,s,s,s,2000,93000,33000,100000,s,s,s,s
1625,r155,"Non-S&E occupations -> Other non-S&E occupations -> Librarians, archivists, curators",Non-S&E occupations,Other non-S&E occupations,"Librarians, archivists, curators",,3,22000,47000,s,s,s,s,5000,68000,s,s,16000,30000,s,s,s,s
1625,r156,"Non-S&E occupations -> Other non-S&E occupations -> Food preparation and service (e.g., cooks, waitresses, bartenders)",Non-S&E occupations,Other non-S&E occupations,"Food preparation and service (e.g., cooks, waitresses, bartenders)",,3,92000,25000,10000,31000,s,s,4000,s,s,s,72000,24000,s,s,s,s
1625,r157,"Non-S&E occupations -> Other non-S&E occupations -> Protective services (e.g., firefighters, police, guards, wardens, park rangers)",Non-S&E occupations,Other non-S&E occupations,"Protective services (e.g., firefighters, police, guards, wardens, park rangers)",,3,125000,65000,6000,81000,s,s,15000,81000,19000,76000,82000,63000,s,s,2000,64000
1625,r158,"Non-S&E occupations -> Other non-S&E occupations -> Other service occupations, except health (e.g., probation officer, human services work)",Non-S&E occupations,Other non-S&E occupations,"Other service occupations, except health (e.g., probation officer, human services work)",,3,216000,43000,16000,47000,s,s,19000,32000,25000,64000,150000,41000,s,s,6000,s
1625,r159,"Non-S&E occupations -> Other non-S&E occupations -> Other teachers and instructors (e.g., private tutors, dance, flying, martial arts)",Non-S&E occupations,Other non-S&E occupations,"Other teachers and instructors (e.g., private tutors, dance, flying, martial arts)",,3,62000,43000,7000,s,s,s,s,s,8000,40000,42000,48000,s,s,2000,s
1625,r160,Non-S&E occupations -> Other non-S&E occupations -> Construction and extraction occupations,Non-S&E occupations,Other non-S&E occupations,Construction and extraction occupations,,3,31000,59000,4000,77000,s,s,s,s,4000,53000,22000,59000,s,s,s,s
1625,r161,"Non-S&E occupations -> Other non-S&E occupations -> Installation, maintenance, and repair occupations",Non-S&E occupations,Other non-S&E occupations,"Installation, maintenance, and repair occupations",,3,100000,50000,19000,58000,s,s,s,s,6000,s,66000,47000,s,s,s,s
1625,r162,"Non-S&E occupations -> Other non-S&E occupations -> Precision or production occupations (metal or wood workers, butchers, bakers, assemblers, tailors)",Non-S&E occupations,Other non-S&E occupations,"Precision or production occupations (metal or wood workers, butchers, bakers, assemblers, tailors)",,3,60000,47000,13000,s,s,s,4000,30000,4000,40000,37000,47000,s,s,s,s
1625,r163,Non-S&E occupations -> Other non-S&E occupations -> Transportation and material moving occupations,Non-S&E occupations,Other non-S&E occupations,Transportation and material moving occupations,,3,103000,39000,19000,49000,s,s,11000,54000,12000,s,58000,33000,s,s,s,s
1625,r164,Non-S&E occupations -> Other non-S&E occupations -> Other occupations,Non-S&E occupations,Other non-S&E occupations,Other occupations,,3,252000,50000,24000,87000,s,s,22000,68000,34000,37000,171000,46000,s,s,1000,60000
