table_id,row_id,_b_field_and_institution_b_full_path,_b_field_and_institution_b_level_1,_b_field_and_institution_b_level_2,_b_field_and_institution_b_level_3,_b_field_and_institution_b_hierarchy_depth,field_rank,field_totala,field_male,field_female
7571,r179," Mathematics and statistics -> From top 20 institutions -> U. California, Irvine", Mathematics and statistics,From top 20 institutions,"U. California, Irvine",3,17,26,22,4
7571,r180," Mathematics and statistics -> From top 20 institutions -> U. Minnesota, Twin Cities", Mathematics and statistics,From top 20 institutions,"U. Minnesota, Twin Cities",3,17,26,16,10
7571,r181, Multidisciplinary/ interdisciplinary sciences (number), Multidisciplinary/ interdisciplinary sciences (number),,,1,-,1299,762,536
7571,r182, Multidisciplinary/ interdisciplinary sciences (number) -> From top 20 institutions, Multidisciplinary/ interdisciplinary sciences (number),From top 20 institutions,,2,-,461,295,166
7571,r183," Multidisciplinary/ interdisciplinary sciences (number) -> From top 20 institutions -> U. California, Berkeley", Multidisciplinary/ interdisciplinary sciences (number),From top 20 institutions,"U. California, Berkeley",3,1,46,35,11
7571,r184, Multidisciplinary/ interdisciplinary sciences (number) -> From top 20 institutions -> Massachusetts Institute of Technology, Multidisciplinary/ interdisciplinary sciences (number),From top 20 institutions,Massachusetts Institute of Technology,3,2,39,29,10
7571,r185," Multidisciplinary/ interdisciplinary sciences (number) -> From top 20 institutions -> U. Washington, Seattle", Multidisciplinary/ interdisciplinary sciences (number),From top 20 institutions,"U. Washington, Seattle",3,3,32,24,8
7571,r186, Multidisciplinary/ interdisciplinary sciences (number) -> From top 20 institutions -> Arizona State U., Multidisciplinary/ interdisciplinary sciences (number),From top 20 institutions,Arizona State U.,3,4,28,14,14
7571,r187, Multidisciplinary/ interdisciplinary sciences (number) -> From top 20 institutions -> Carnegie Mellon U., Multidisciplinary/ interdisciplinary sciences (number),From top 20 institutions,Carnegie Mellon U.,3,5,24,17,7
7571,r188, Multidisciplinary/ interdisciplinary sciences (number) -> From top 20 institutions -> Nova Southeastern U., Multidisciplinary/ interdisciplinary sciences (number),From top 20 institutions,Nova Southeastern U.,3,6,23,8,15
7571,r189," Multidisciplinary/ interdisciplinary sciences (number) -> From top 20 institutions -> Ohio State U., Columbus", Multidisciplinary/ interdisciplinary sciences (number),From top 20 institutions,"Ohio State U., Columbus",3,6,23,19,4
7571,r190, Multidisciplinary/ interdisciplinary sciences (number) -> From top 20 institutions -> Pennsylvania State U., Multidisciplinary/ interdisciplinary sciences (number),From top 20 institutions,Pennsylvania State U.,3,6,23,13,10
7571,r191, Multidisciplinary/ interdisciplinary sciences (number) -> From top 20 institutions -> U. Notre Dame, Multidisciplinary/ interdisciplinary sciences (number),From top 20 institutions,U. Notre Dame,3,9,22,16,6
7571,r192, Multidisciplinary/ interdisciplinary sciences (number) -> From top 20 institutions -> George Mason U., Multidisciplinary/ interdisciplinary sciences (number),From top 20 institutions,George Mason U.,3,10,21,10,11
7571,r193, Multidisciplinary/ interdisciplinary sciences (number) -> From top 20 institutions -> Stanford U., Multidisciplinary/ interdisciplinary sciences (number),From top 20 institutions,Stanford U.,3,11,20,14,6
7571,r194," Multidisciplinary/ interdisciplinary sciences (number) -> From top 20 institutions -> U. Tennessee, Knoxville", Multidisciplinary/ interdisciplinary sciences (number),From top 20 institutions,"U. Tennessee, Knoxville",3,12,18,9,9
7571,r195, Multidisciplinary/ interdisciplinary sciences (number) -> From top 20 institutions -> Georgia Institute of Technology, Multidisciplinary/ interdisciplinary sciences (number),From top 20 institutions,Georgia Institute of Technology,3,13,17,13,4
7571,r196," Multidisciplinary/ interdisciplinary sciences (number) -> From top 20 institutions -> U. Minnesota, Twin Cities", Multidisciplinary/ interdisciplinary sciences (number),From top 20 institutions,"U. Minnesota, Twin Cities",3,13,17,9,8
7571,r197," Multidisciplinary/ interdisciplinary sciences (number) -> From top 20 institutions -> U. California, San Diego", Multidisciplinary/ interdisciplinary sciences (number),From top 20 institutions,"U. California, San Diego",3,15,16,9,7
7571,r198," Multidisciplinary/ interdisciplinary sciences (number) -> From top 20 institutions -> U. Maryland, College Park", Multidisciplinary/ interdisciplinary sciences (number),From top 20 institutions,"U. Maryland, College Park",3,15,16,10,6
7571,r199," Multidisciplinary/ interdisciplinary sciences (number) -> From top 20 institutions -> U. Texas, Austin", Multidisciplinary/ interdisciplinary sciences (number),From top 20 institutions,"U. Texas, Austin",3,15,16,10,6
7571,r200," Multidisciplinary/ interdisciplinary sciences (number) -> From top 20 institutions -> Texas A&M U., College Station and Health Science Center", Multidisciplinary/ interdisciplinary sciences (number),From top 20 institutions,"Texas A&M U., College Station and Health Science Center",3,18,15,13,2
7571,r201, Multidisciplinary/ interdisciplinary sciences (number) -> From top 20 institutions -> U. Florida, Multidisciplinary/ interdisciplinary sciences (number),From top 20 institutions,U. Florida,3,18,15,7,8
7571,r202," Multidisciplinary/ interdisciplinary sciences (number) -> From top 20 institutions -> U. Michigan, Ann Arbor", Multidisciplinary/ interdisciplinary sciences (number),From top 20 institutions,"U. Michigan, Ann Arbor",3,18,15,8,7
7571,r203," Multidisciplinary/ interdisciplinary sciences (number) -> From top 20 institutions -> U. South Florida, Tampa", Multidisciplinary/ interdisciplinary sciences (number),From top 20 institutions,"U. South Florida, Tampa",3,18,15,8,7
7571,r204, Physical sciences, Physical sciences,,,1,-,4811,3246,1563
7571,r205, Physical sciences -> From top 20 institutions, Physical sciences,From top 20 institutions,,2,-,1625,1112,512
7571,r206," Physical sciences -> From top 20 institutions -> U. California, Berkeley", Physical sciences,From top 20 institutions,"U. California, Berkeley",3,1,108,73,35
7571,r207," Physical sciences -> From top 20 institutions -> U. Michigan, Ann Arbor", Physical sciences,From top 20 institutions,"U. Michigan, Ann Arbor",3,2,96,54,42
7571,r208, Physical sciences -> From top 20 institutions -> U. Wisconsin-Madison, Physical sciences,From top 20 institutions,U. Wisconsin-Madison,3,3,93,63,30
7571,r209, Physical sciences -> From top 20 institutions -> Stanford U., Physical sciences,From top 20 institutions,Stanford U.,3,4,91,67,24
7571,r210," Physical sciences -> From top 20 institutions -> U. Illinois, Urbana-Champaign", Physical sciences,From top 20 institutions,"U. Illinois, Urbana-Champaign",3,5,90,63,27
7571,r211, Physical sciences -> From top 20 institutions -> Harvard U., Physical sciences,From top 20 institutions,Harvard U.,3,6,83,56,27
7571,r212," Physical sciences -> From top 20 institutions -> U. Washington, Seattle", Physical sciences,From top 20 institutions,"U. Washington, Seattle",3,7,80,53,27
7571,r213," Physical sciences -> From top 20 institutions -> U. California, Los Angeles", Physical sciences,From top 20 institutions,"U. California, Los Angeles",3,8,78,53,25
7571,r214, Physical sciences -> From top 20 institutions -> Massachusetts Institute of Technology, Physical sciences,From top 20 institutions,Massachusetts Institute of Technology,3,9,75,54,21
7571,r215," Physical sciences -> From top 20 institutions -> Purdue U., West Lafayette", Physical sciences,From top 20 institutions,"Purdue U., West Lafayette",3,10,74,49,25
7571,r216, Physical sciences -> From top 20 institutions -> Northwestern U., Physical sciences,From top 20 institutions,Northwestern U.,3,11,72,49,22
7571,r217," Physical sciences -> From top 20 institutions -> U. California, San Diego", Physical sciences,From top 20 institutions,"U. California, San Diego",3,12,71,52,19
7571,r218," Physical sciences -> From top 20 institutions -> Texas A&M U., College Station and Health Science Center", Physical sciences,From top 20 institutions,"Texas A&M U., College Station and Health Science Center",3,13,70,48,22
7571,r219, Physical sciences -> From top 20 institutions -> Cornell U., Physical sciences,From top 20 institutions,Cornell U.,3,14,69,46,23
7571,r220, Physical sciences -> From top 20 institutions -> Pennsylvania State U., Physical sciences,From top 20 institutions,Pennsylvania State U.,3,15,68,50,18
7571,r221, Physical sciences -> From top 20 institutions -> Michigan State U., Physical sciences,From top 20 institutions,Michigan State U.,3,16,62,42,20
7571,r222, Physical sciences -> From top 20 institutions -> U. Chicago, Physical sciences,From top 20 institutions,U. Chicago,3,16,62,51,11
7571,r223," Physical sciences -> From top 20 institutions -> U. Minnesota, Twin Cities", Physical sciences,From top 20 institutions,"U. Minnesota, Twin Cities",3,18,60,42,18
7571,r224, Physical sciences -> From top 20 institutions -> Yale U., Physical sciences,From top 20 institutions,Yale U.,3,19,58,36,22
7571,r225," Physical sciences -> From top 20 institutions -> Ohio State U., Columbus", Physical sciences,From top 20 institutions,"Ohio State U., Columbus",3,20,55,36,19
7571,r226, Physical sciences -> From top 20 institutions -> U. Arizona, Physical sciences,From top 20 institutions,U. Arizona,3,20,55,45,10
7571,r227," Physical sciences -> From top 20 institutions -> U. California, Davis", Physical sciences,From top 20 institutions,"U. California, Davis",3,20,55,30,25
7571,r228, Psychology, Psychology,,,1,-,3716,1005,2711
7571,r229, Psychology -> From top 20 institutions, Psychology,From top 20 institutions,,2,-,1050,272,778
7571,r230, Psychology -> From top 20 institutions -> Walden U., Psychology,From top 20 institutions,Walden U.,3,1,195,44,151
7571,r231, Psychology -> From top 20 institutions -> Fielding Graduate U., Psychology,From top 20 institutions,Fielding Graduate U.,3,2,72,11,61
7571,r232, Psychology -> From top 20 institutions -> Palo Alto U., Psychology,From top 20 institutions,Palo Alto U.,3,3,61,12,49
7571,r233," Psychology -> From top 20 institutions -> CUNY, Graduate Center", Psychology,From top 20 institutions,"CUNY, Graduate Center",3,4,56,18,38
7571,r234," Psychology -> From top 20 institutions -> Alliant International U., San Diego", Psychology,From top 20 institutions,"Alliant International U., San Diego",3,5,55,18,37
7571,r235, Psychology -> From top 20 institutions -> U. Florida, Psychology,From top 20 institutions,U. Florida,3,6,53,15,38
7571,r236, Psychology -> From top 20 institutions -> Pennsylvania State U., Psychology,From top 20 institutions,Pennsylvania State U.,3,7,46,15,31
7571,r237, Psychology -> From top 20 institutions -> Pacifica Graduate Institute, Psychology,From top 20 institutions,Pacifica Graduate Institute,3,8,42,10,32
7571,r238," Psychology -> From top 20 institutions -> U. Texas, Austin", Psychology,From top 20 institutions,"U. Texas, Austin",3,9,39,8,31
7571,r239, Psychology -> From top 20 institutions -> Columbia U. in the City of New York, Psychology,From top 20 institutions,Columbia U. in the City of New York,3,10,37,16,21
7571,r240," Psychology -> From top 20 institutions -> Texas A&M U., College Station and Health Science Center", Psychology,From top 20 institutions,"Texas A&M U., College Station and Health Science Center",3,11,36,11,25
7571,r241, Psychology -> From top 20 institutions -> Fordham U., Psychology,From top 20 institutions,Fordham U.,3,12,35,7,28
7571,r242, Psychology -> From top 20 institutions -> U. Georgia, Psychology,From top 20 institutions,U. Georgia,3,12,35,13,22
7571,r243," Psychology -> From top 20 institutions -> U. Minnesota, Twin Cities", Psychology,From top 20 institutions,"U. Minnesota, Twin Cities",3,12,35,9,26
7571,r244, Psychology -> From top 20 institutions -> U. Wisconsin-Madison, Psychology,From top 20 institutions,U. Wisconsin-Madison,3,12,35,13,22
7571,r245, Psychology -> From top 20 institutions -> U. Kansas, Psychology,From top 20 institutions,U. Kansas,3,16,34,9,25
7571,r246, Psychology -> From top 20 institutions -> Texas Tech U., Psychology,From top 20 institutions,Texas Tech U.,3,17,32,6,26
7571,r247," Psychology -> From top 20 institutions -> U. Connecticut, Storrs", Psychology,From top 20 institutions,"U. Connecticut, Storrs",3,18,31,8,23
7571,r248, Psychology -> From top 20 institutions -> U. Houston, Psychology,From top 20 institutions,U. Houston,3,18,31,2,29
7571,r249, Psychology -> From top 20 institutions -> North Carolina State U., Psychology,From top 20 institutions,North Carolina State U.,3,20,30,9,21
7571,r250," Psychology -> From top 20 institutions -> Ohio State U., Columbus", Psychology,From top 20 institutions,"Ohio State U., Columbus",3,20,30,12,18
7571,r251," Psychology -> From top 20 institutions -> U. Maryland, College Park", Psychology,From top 20 institutions,"U. Maryland, College Park",3,20,30,6,24
7571,r252, Social sciences, Social sciences,,,1,-,4749,2358,2388
7571,r253, Social sciences -> From top 20 institutions, Social sciences,From top 20 institutions,,2,-,1617,822,793
7571,r254, Social sciences -> From top 20 institutions -> Walden U., Social sciences,From top 20 institutions,Walden U.,3,1,129,66,63
7571,r255, Social sciences -> From top 20 institutions -> U. Chicago, Social sciences,From top 20 institutions,U. Chicago,3,2,114,58,56
7571,r256," Social sciences -> From top 20 institutions -> U. California, Berkeley", Social sciences,From top 20 institutions,"U. California, Berkeley",3,3,110,60,50
7571,r257, Social sciences -> From top 20 institutions -> Harvard U., Social sciences,From top 20 institutions,Harvard U.,3,4,102,55,47
7571,r258," Social sciences -> From top 20 institutions -> U. California, Los Angeles", Social sciences,From top 20 institutions,"U. California, Los Angeles",3,5,86,44,42
7571,r259, Social sciences -> From top 20 institutions -> U. Wisconsin-Madison, Social sciences,From top 20 institutions,U. Wisconsin-Madison,3,5,86,46,40
7571,r260, Social sciences -> From top 20 institutions -> Stanford U., Social sciences,From top 20 institutions,Stanford U.,3,7,82,39,42
7571,r261," Social sciences -> From top 20 institutions -> Ohio State U., Columbus", Social sciences,From top 20 institutions,"Ohio State U., Columbus",3,8,81,38,43
7571,r262," Social sciences -> From top 20 institutions -> U. Michigan, Ann Arbor", Social sciences,From top 20 institutions,"U. Michigan, Ann Arbor",3,9,75,34,41
7571,r263," Social sciences -> From top 20 institutions -> U. Minnesota, Twin Cities", Social sciences,From top 20 institutions,"U. Minnesota, Twin Cities",3,9,75,47,28
7571,r264," Social sciences -> From top 20 institutions -> CUNY, Graduate Center", Social sciences,From top 20 institutions,"CUNY, Graduate Center",3,11,73,35,38
7571,r265, Social sciences -> From top 20 institutions -> Michigan State U., Social sciences,From top 20 institutions,Michigan State U.,3,12,72,33,39
7571,r266, Social sciences -> From top 20 institutions -> Columbia U. in the City of New York, Social sciences,From top 20 institutions,Columbia U. in the City of New York,3,13,69,34,35
7571,r267," Social sciences -> From top 20 institutions -> Indiana U., Bloomington", Social sciences,From top 20 institutions,"Indiana U., Bloomington",3,13,69,24,45
7571,r268," Social sciences -> From top 20 institutions -> U. Maryland, College Park", Social sciences,From top 20 institutions,"U. Maryland, College Park",3,13,69,37,32
7571,r269, Social sciences -> From top 20 institutions -> Pennsylvania State U., Social sciences,From top 20 institutions,Pennsylvania State U.,3,16,68,30,38
7571,r270, Social sciences -> From top 20 institutions -> Yale U., Social sciences,From top 20 institutions,Yale U.,3,17,66,38,27
7571,r271, Social sciences -> From top 20 institutions -> George Mason U., Social sciences,From top 20 institutions,George Mason U.,3,18,64,34,30
7571,r272, Social sciences -> From top 20 institutions -> U. Pennsylvania, Social sciences,From top 20 institutions,U. Pennsylvania,3,18,64,40,24
7571,r273," Social sciences -> From top 20 institutions -> U. Texas, Austin", Social sciences,From top 20 institutions,"U. Texas, Austin",3,20,63,30,33
7571,r274,Non-science and engineering,Non-science and engineering,,,1,-,10894,4674,6217
7571,r275,Non-science and engineering -> From top 20 institutions,Non-science and engineering,From top 20 institutions,,2,-,2887,1193,1693
7571,r276,Non-science and engineering -> From top 20 institutions -> Walden U.,Non-science and engineering,From top 20 institutions,Walden U.,3,1,327,104,223
7571,r277,"Non-science and engineering -> From top 20 institutions -> Ohio State U., Columbus",Non-science and engineering,From top 20 institutions,"Ohio State U., Columbus",3,2,166,71,95
7571,r278,Non-science and engineering -> From top 20 institutions -> Columbia U. in the City of New York,Non-science and engineering,From top 20 institutions,Columbia U. in the City of New York,3,3,158,67,91
7571,r279,"Non-science and engineering -> From top 20 institutions -> U. Texas, Austin",Non-science and engineering,From top 20 institutions,"U. Texas, Austin",3,3,158,66,92
7571,r280,Non-science and engineering -> From top 20 institutions -> Texas Tech U.,Non-science and engineering,From top 20 institutions,Texas Tech U.,3,5,151,56,95
7571,r281,Non-science and engineering -> From top 20 institutions -> Harvard U.,Non-science and engineering,From top 20 institutions,Harvard U.,3,6,138,68,70
7571,r282,"Non-science and engineering -> From top 20 institutions -> U. California, Los Angeles",Non-science and engineering,From top 20 institutions,"U. California, Los Angeles",3,7,136,59,77
7571,r283,Non-science and engineering -> From top 20 institutions -> Florida State U.,Non-science and engineering,From top 20 institutions,Florida State U.,3,8,129,56,73
7571,r284,"Non-science and engineering -> From top 20 institutions -> U. California, Berkeley",Non-science and engineering,From top 20 institutions,"U. California, Berkeley",3,9,123,61,62
7571,r285,Non-science and engineering -> From top 20 institutions -> Pennsylvania State U.,Non-science and engineering,From top 20 institutions,Pennsylvania State U.,3,10,121,38,83
7571,r286,Non-science and engineering -> From top 20 institutions -> Arizona State U.,Non-science and engineering,From top 20 institutions,Arizona State U.,3,11,116,59,57
7571,r287,Non-science and engineering -> From top 20 institutions -> U. Florida,Non-science and engineering,From top 20 institutions,U. Florida,3,11,116,46,70
7571,r288,Non-science and engineering -> From top 20 institutions -> U. Chicago,Non-science and engineering,From top 20 institutions,U. Chicago,3,13,112,70,42
7571,r289,"Non-science and engineering -> From top 20 institutions -> Indiana U., Bloomington",Non-science and engineering,From top 20 institutions,"Indiana U., Bloomington",3,14,110,53,57
7571,r290,"Non-science and engineering -> From top 20 institutions -> CUNY, Graduate Center",Non-science and engineering,From top 20 institutions,"CUNY, Graduate Center",3,15,109,44,65
7571,r291,Non-science and engineering -> From top 20 institutions -> U. Georgia,Non-science and engineering,From top 20 institutions,U. Georgia,3,16,107,39,68
7571,r292,Non-science and engineering -> From top 20 institutions -> Michigan State U.,Non-science and engineering,From top 20 institutions,Michigan State U.,3,17,106,42,64
7571,r293,Non-science and engineering -> From top 20 institutions -> U. Wisconsin-Madison,Non-science and engineering,From top 20 institutions,U. Wisconsin-Madison,3,17,106,44,62
7571,r294,"Non-science and engineering -> From top 20 institutions -> U. Michigan, Ann Arbor",Non-science and engineering,From top 20 institutions,"U. Michigan, Ann Arbor",3,19,104,37,67
7571,r295,"Non-science and engineering -> From top 20 institutions -> Texas A&M U., College Station and Health Science Center",Non-science and engineering,From top 20 institutions,"Texas A&M U., College Station and Health Science Center",3,20,98,38,59
7571,r296,Non-science and engineering -> From top 20 institutions -> U. Pennsylvania,Non-science and engineering,From top 20 institutions,U. Pennsylvania,3,20,98,45,53
7571,r297,"Non-science and engineering -> From top 20 institutions -> U. South Florida, Tampa",Non-science and engineering,From top 20 institutions,"U. South Florida, Tampa",3,20,98,30,68
7571,r298, Business, Business,,,1,-,1340,756,584
7571,r299, Business -> From top 20 institutions, Business,From top 20 institutions,,2,-,500,271,229
7571,r300, Business -> From top 20 institutions -> Walden U., Business,From top 20 institutions,Walden U.,3,1,89,42,47
7571,r301, Business -> From top 20 institutions -> Stanford U., Business,From top 20 institutions,Stanford U.,3,2,25,15,10
7571,r302, Business -> From top 20 institutions -> Regent U., Business,From top 20 institutions,Regent U.,3,3,24,14,10
7571,r303, Business -> From top 20 institutions -> U. Florida, Business,From top 20 institutions,U. Florida,3,4,21,10,11
7571,r304," Business -> From top 20 institutions -> Rutgers, State U. New Jersey, Newark", Business,From top 20 institutions,"Rutgers, State U. New Jersey, Newark",3,5,20,13,7
7571,r305," Business -> From top 20 institutions -> U. North Texas, Denton", Business,From top 20 institutions,"U. North Texas, Denton",3,5,20,15,5
7571,r306, Business -> From top 20 institutions -> Fielding Graduate U., Business,From top 20 institutions,Fielding Graduate U.,3,7,19,7,12
7571,r307," Business -> From top 20 institutions -> Oklahoma State U., Stillwater", Business,From top 20 institutions,"Oklahoma State U., Stillwater",3,7,19,9,10
7571,r308," Business -> From top 20 institutions -> Purdue U., West Lafayette", Business,From top 20 institutions,"Purdue U., West Lafayette",3,9,18,12,6
7571,r309, Business -> From top 20 institutions -> Temple U., Business,From top 20 institutions,Temple U.,3,9,18,8,10
7571,r310," Business -> From top 20 institutions -> U. Minnesota, Twin Cities", Business,From top 20 institutions,"U. Minnesota, Twin Cities",3,9,18,12,6
7571,r311, Business -> From top 20 institutions -> Massachusetts Institute of Technology, Business,From top 20 institutions,Massachusetts Institute of Technology,3,12,17,12,5
7571,r312, Business -> From top 20 institutions -> Case Western Reserve U., Business,From top 20 institutions,Case Western Reserve U.,3,13,16,7,9
7571,r313, Business -> From top 20 institutions -> Pennsylvania State U., Business,From top 20 institutions,Pennsylvania State U.,3,13,16,6,10
7571,r314," Business -> From top 20 institutions -> U. Maryland, College Park", Business,From top 20 institutions,"U. Maryland, College Park",3,13,16,6,10
7571,r315, Business -> From top 20 institutions -> Arizona State U., Business,From top 20 institutions,Arizona State U.,3,16,15,10,5
7571,r316, Business -> From top 20 institutions -> Benedictine U., Business,From top 20 institutions,Benedictine U.,3,16,15,9,6
7571,r317, Business -> From top 20 institutions -> Columbia U. in the City of New York, Business,From top 20 institutions,Columbia U. in the City of New York,3,16,15,7,8
7571,r318, Business -> From top 20 institutions -> Texas Tech U., Business,From top 20 institutions,Texas Tech U.,3,16,15,9,6
7571,r319, Business -> From top 20 institutions -> Cornell U., Business,From top 20 institutions,Cornell U.,3,20,14,8,6
7571,r320, Business -> From top 20 institutions -> Harvard U., Business,From top 20 institutions,Harvard U.,3,20,14,10,4
7571,r321, Business -> From top 20 institutions -> Northwestern U., Business,From top 20 institutions,Northwestern U.,3,20,14,9,5
7571,r322," Business -> From top 20 institutions -> U. Arkansas, Fayetteville", Business,From top 20 institutions,"U. Arkansas, Fayetteville",3,20,14,7,7
7571,r323," Business -> From top 20 institutions -> U. Illinois, Urbana-Champaign", Business,From top 20 institutions,"U. Illinois, Urbana-Champaign",3,20,14,8,6
7571,r324," Business -> From top 20 institutions -> U. Texas, Arlington", Business,From top 20 institutions,"U. Texas, Arlington",3,20,14,6,8
7571,r325, Education, Education,,,1,-,3711,1111,2599
7571,r326, Education -> From top 20 institutions, Education,From top 20 institutions,,2,-,1053,307,746
7571,r327, Education -> From top 20 institutions -> Walden U., Education,From top 20 institutions,Walden U.,3,1,116,20,96
7571,r328, Education -> From top 20 institutions -> Texas Tech U., Education,From top 20 institutions,Texas Tech U.,3,2,78,24,54
7571,r329," Education -> From top 20 institutions -> U. South Florida, Tampa", Education,From top 20 institutions,"U. South Florida, Tampa",3,3,64,15,49
7571,r330," Education -> From top 20 institutions -> Columbia U., Teachers C.", Education,From top 20 institutions,"Columbia U., Teachers C.",3,4,63,20,43
7571,r331, Education -> From top 20 institutions -> Pennsylvania State U., Education,From top 20 institutions,Pennsylvania State U.,3,5,58,14,44
7571,r332, Education -> From top 20 institutions -> Michigan State U., Education,From top 20 institutions,Michigan State U.,3,6,57,18,39
7571,r333," Education -> From top 20 institutions -> Ohio State U., Columbus", Education,From top 20 institutions,"Ohio State U., Columbus",3,7,54,13,41
7571,r334, Education -> From top 20 institutions -> Old Dominion U., Education,From top 20 institutions,Old Dominion U.,3,8,52,13,39
7571,r335, Education -> From top 20 institutions -> George Washington U., Education,From top 20 institutions,George Washington U.,3,9,50,14,36
7571,r336," Education -> From top 20 institutions -> Auburn U., Auburn", Education,From top 20 institutions,"Auburn U., Auburn",3,10,49,16,33
7571,r337," Education -> From top 20 institutions -> U. Texas, Austin", Education,From top 20 institutions,"U. Texas, Austin",3,11,48,17,31
7571,r338, Education -> From top 20 institutions -> U. Georgia, Education,From top 20 institutions,U. Georgia,3,12,47,15,32
7571,r339, Education -> From top 20 institutions -> U. Kentucky, Education,From top 20 institutions,U. Kentucky,3,13,45,15,30
7571,r340," Education -> From top 20 institutions -> U. North Texas, Denton", Education,From top 20 institutions,"U. North Texas, Denton",3,13,45,14,31
7571,r341, Education -> From top 20 institutions -> Temple U., Education,From top 20 institutions,Temple U.,3,15,42,19,23
7571,r342," Education -> From top 20 institutions -> Texas A&M U., College Station and Health Science Center", Education,From top 20 institutions,"Texas A&M U., College Station and Health Science Center",3,16,39,11,28
7571,r343, Education -> From top 20 institutions -> Florida State U., Education,From top 20 institutions,Florida State U.,3,17,37,13,24
7571,r344," Education -> From top 20 institutions -> Indiana U., Bloomington", Education,From top 20 institutions,"Indiana U., Bloomington",3,17,37,13,24
7571,r345," Education -> From top 20 institutions -> SUNY, U. Buffalo", Education,From top 20 institutions,"SUNY, U. Buffalo",3,17,37,9,28
7571,r346, Education -> From top 20 institutions -> North Carolina State U., Education,From top 20 institutions,North Carolina State U.,3,20,35,14,21
7571,r347, Humanities, Humanities,,,1,-,3076,1619,1455
7571,r348, Humanities -> From top 20 institutions, Humanities,From top 20 institutions,,2,-,1025,559,466
7571,r349, Humanities -> From top 20 institutions -> Columbia U. in the City of New York, Humanities,From top 20 institutions,Columbia U. in the City of New York,3,1,68,32,36
7571,r350, Humanities -> From top 20 institutions -> U. Chicago, Humanities,From top 20 institutions,U. Chicago,3,2,66,42,24
7571,r351, Humanities -> From top 20 institutions -> Harvard U., Humanities,From top 20 institutions,Harvard U.,3,3,65,33,32
7571,r352," Humanities -> From top 20 institutions -> U. California, Berkeley", Humanities,From top 20 institutions,"U. California, Berkeley",3,4,51,27,24
7571,r353," Humanities -> From top 20 institutions -> U. Texas, Austin", Humanities,From top 20 institutions,"U. Texas, Austin",3,5,50,26,24
7571,r354," Humanities -> From top 20 institutions -> U. California, Los Angeles", Humanities,From top 20 institutions,"U. California, Los Angeles",3,6,49,23,26
7571,r355," Humanities -> From top 20 institutions -> Ohio State U., Columbus", Humanities,From top 20 institutions,"Ohio State U., Columbus",3,7,48,26,22
7571,r356, Humanities -> From top 20 institutions -> Florida State U., Humanities,From top 20 institutions,Florida State U.,3,8,45,26,19
7571,r357, Humanities -> From top 20 institutions -> U. Notre Dame, Humanities,From top 20 institutions,U. Notre Dame,3,9,44,22,22
7571,r358," Humanities -> From top 20 institutions -> CUNY, Graduate Center", Humanities,From top 20 institutions,"CUNY, Graduate Center",3,10,42,20,22
7571,r359, Humanities -> From top 20 institutions -> Yale U., Humanities,From top 20 institutions,Yale U.,3,10,42,25,17
7571,r360, Humanities -> From top 20 institutions -> Duke U., Humanities,From top 20 institutions,Duke U.,3,12,41,27,14
7571,r361," Humanities -> From top 20 institutions -> Indiana U., Bloomington", Humanities,From top 20 institutions,"Indiana U., Bloomington",3,13,40,25,15
7571,r362, Humanities -> From top 20 institutions -> New York U., Humanities,From top 20 institutions,New York U.,3,13,40,20,20
7571,r363," Humanities -> From top 20 institutions -> Rutgers, State U. New Jersey, New Brunswick", Humanities,From top 20 institutions,"Rutgers, State U. New Jersey, New Brunswick",3,13,40,15,25
7571,r364, Humanities -> From top 20 institutions -> Stanford U., Humanities,From top 20 institutions,Stanford U.,3,16,39,16,23
7571,r365, Humanities -> From top 20 institutions -> Midwestern Baptist Theological Seminary, Humanities,From top 20 institutions,Midwestern Baptist Theological Seminary,3,17,38,37,1
7571,r366, Humanities -> From top 20 institutions -> Southwestern Baptist Theological Seminary, Humanities,From top 20 institutions,Southwestern Baptist Theological Seminary,3,18,37,34,3
7571,r367, Humanities -> From top 20 institutions -> Emory U., Humanities,From top 20 institutions,Emory U.,3,19,36,16,20
7571,r368," Humanities -> From top 20 institutions -> Purdue U., West Lafayette", Humanities,From top 20 institutions,"Purdue U., West Lafayette",3,19,36,18,18
7571,r369," Humanities -> From top 20 institutions -> U. Michigan, Ann Arbor", Humanities,From top 20 institutions,"U. Michigan, Ann Arbor",3,19,36,13,23
7571,r370, Humanities -> From top 20 institutions -> U. Pennsylvania, Humanities,From top 20 institutions,U. Pennsylvania,3,19,36,20,16
7571,r371, Humanities -> From top 20 institutions -> U. Wisconsin-Madison, Humanities,From top 20 institutions,U. Wisconsin-Madison,3,19,36,16,20
7571,r372, Visual and performing arts, Visual and performing arts,,,1,-,771,349,422
7571,r373, Visual and performing arts -> From top 20 institutions, Visual and performing arts,From top 20 institutions,,2,-,392,170,222
7571,r374, Visual and performing arts -> From top 20 institutions -> Arizona State U., Visual and performing arts,From top 20 institutions,Arizona State U.,3,1,37,19,18
7571,r375," Visual and performing arts -> From top 20 institutions -> CUNY, Graduate Center", Visual and performing arts,From top 20 institutions,"CUNY, Graduate Center",3,2,35,10,25
7571,r376, Visual and performing arts -> From top 20 institutions -> U. Miami, Visual and performing arts,From top 20 institutions,U. Miami,3,3,26,14,12
