table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_level_3,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_all_agencies,field_doe,field_dot,field_hhs,field_nsf
11225,r206,All states and outlying areas -> Texas -> Texas A&M U.-Corpus Christi,All states and outlying areas,Texas,Texas A&M U.-Corpus Christi,3,1425,0,0,0,1425
11225,r207,All states and outlying areas -> Texas -> Texas State U.,All states and outlying areas,Texas,Texas State U.,3,387,0,0,0,387
11225,r208,"All states and outlying areas -> Texas -> U. Houston, System Administration",All states and outlying areas,Texas,"U. Houston, System Administration",3,32,0,32,0,0
11225,r209,"All states and outlying areas -> Texas -> U. Texas Medical Branch at Galveston, The",All states and outlying areas,Texas,"U. Texas Medical Branch at Galveston, The",3,7132,0,0,7132,0
11225,r210,"All states and outlying areas -> Texas -> U. Texas, The, Austin",All states and outlying areas,Texas,"U. Texas, The, Austin",3,11077,0,17,0,11060
11225,r211,"All states and outlying areas -> Texas -> U. Texas, The, Dallas",All states and outlying areas,Texas,"U. Texas, The, Dallas",3,2836,0,0,0,2836
11225,r212,"All states and outlying areas -> Texas -> U. Texas, The, El Paso",All states and outlying areas,Texas,"U. Texas, The, El Paso",3,420,0,0,0,420
11225,r213,All states and outlying areas -> Utah,All states and outlying areas,Utah,,2,2517,0,0,0,2517
11225,r214,"All states and outlying areas -> Utah -> Brigham Young U., Provo",All states and outlying areas,Utah,"Brigham Young U., Provo",3,1027,0,0,0,1027
11225,r215,"All states and outlying areas -> Utah -> U. Utah, The",All states and outlying areas,Utah,"U. Utah, The",3,1490,0,0,0,1490
11225,r216,All states and outlying areas -> Virginia,All states and outlying areas,Virginia,,2,9983,0,165,4040,5778
11225,r217,All states and outlying areas -> Virginia -> Christopher Newport U.,All states and outlying areas,Virginia,Christopher Newport U.,3,306,0,0,0,306
11225,r218,All states and outlying areas -> Virginia -> George Mason U.,All states and outlying areas,Virginia,George Mason U.,3,4040,0,0,4040,0
11225,r219,All states and outlying areas -> Virginia -> James Madison U.,All states and outlying areas,Virginia,James Madison U.,3,1482,0,0,0,1482
11225,r220,All states and outlying areas -> Virginia -> Norfolk State U.,All states and outlying areas,Virginia,Norfolk State U.,3,251,0,0,0,251
11225,r221,All states and outlying areas -> Virginia -> Old Dominion U.,All states and outlying areas,Virginia,Old Dominion U.,3,610,0,0,0,610
11225,r222,All states and outlying areas -> Virginia -> U. Virginia,All states and outlying areas,Virginia,U. Virginia,3,642,0,0,0,642
11225,r223,All states and outlying areas -> Virginia -> Virginia Polytechnic Institute and State U.,All states and outlying areas,Virginia,Virginia Polytechnic Institute and State U.,3,2370,0,165,0,2205
11225,r224,All states and outlying areas -> Virginia -> William & Mary,All states and outlying areas,Virginia,William & Mary,3,282,0,0,0,282
11225,r225,All states and outlying areas -> Washington,All states and outlying areas,Washington,,2,2189,0,0,0,2189
11225,r226,All states and outlying areas -> Washington -> U. Washington,All states and outlying areas,Washington,U. Washington,3,1033,0,0,0,1033
11225,r227,All states and outlying areas -> Washington -> Washington State U.,All states and outlying areas,Washington,Washington State U.,3,500,0,0,0,500
11225,r228,All states and outlying areas -> Washington -> Western Washington U.,All states and outlying areas,Washington,Western Washington U.,3,656,0,0,0,656
11225,r229,All states and outlying areas -> West Virginia,All states and outlying areas,West Virginia,,2,40,0,0,0,40
11225,r230,All states and outlying areas -> West Virginia -> West Virginia U.,All states and outlying areas,West Virginia,West Virginia U.,3,40,0,0,0,40
11225,r231,All states and outlying areas -> Wisconsin,All states and outlying areas,Wisconsin,,2,7824,0,0,0,7824
11225,r232,All states and outlying areas -> Wisconsin -> U. Wisconsin-Madison,All states and outlying areas,Wisconsin,U. Wisconsin-Madison,3,7285,0,0,0,7285
11225,r233,All states and outlying areas -> Wisconsin -> U. Wisconsin-Milwaukee,All states and outlying areas,Wisconsin,U. Wisconsin-Milwaukee,3,539,0,0,0,539
11225,r234,All states and outlying areas -> Puerto Rico,All states and outlying areas,Puerto Rico,,2,304,0,0,0,304
11225,r235,"All states and outlying areas -> Puerto Rico -> U. Puerto Rico, Cayey",All states and outlying areas,Puerto Rico,"U. Puerto Rico, Cayey",3,304,0,0,0,304
11225,r236,All states and outlying areas -> U.S. Virgin Islands,All states and outlying areas,U.S. Virgin Islands,,2,841,0,0,0,841
11225,r237,All states and outlying areas -> U.S. Virgin Islands -> U. Virgin Islands,All states and outlying areas,U.S. Virgin Islands,U. Virgin Islands,3,841,0,0,0,841
