table_id,row_id,business_activity_sup_a_sup_full_path,business_activity_sup_a_sup_level_1,business_activity_sup_a_sup_level_2,business_activity_sup_a_sup_hierarchy_depth,field_business_codeb,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021
9701,r074,All business activities -> Software publishers (except Internet)<sup>e</sup>,All business activities,Software publishers (except Internet)<sup>e</sup>,2,51120,"['22,635', '&nbsp;']","['23,803', '&nbsp;']","['26,661', '&nbsp;']","['31,392', '&nbsp;']","['29,887', 'i ']","['26,685', '  ']","['24,362', '  ']","['25,742', '&nbsp;']","['24,798', '&nbsp;']","['23,520', '  ']","['27,969', '  ']"
9701,r075,All business activities -> Motion picture and sound recording (except Internet),All business activities,Motion picture and sound recording (except Internet),2,51200,"['61', '&nbsp;']","['73', 'i']","['86', '&nbsp;']","['71', 'i']","['10', '  ']","['16', '  ']","['27', 'i ']","['148', '&nbsp;']","['72', '&nbsp;']","['81', '  ']","['0 - 1,503', '  ']"
9701,r076,All business activities -> Broadcasting (except Internet),All business activities,Broadcasting (except Internet),2,51500,"['94', '&nbsp;']","['36', '&nbsp;']","['53', '&nbsp;']","['70', 'i']","['101', 'i ']","['0 - 28,354', 'i ']","['0 - 11,355', '  ']","['186', '&nbsp;']","['0 - 2,469', '&nbsp;']","['0 - 25,158', 'i ']","['0 - 2,201', 'i ']"
9701,r077,All business activities -> Wired telecommunications carriers,All business activities,Wired telecommunications carriers,2,51710,"['867', '&nbsp;']","['1,482', 'i']","['951', 'i']","['945', 'i']","['1,229', 'i ']","['1,067', 'i ']","['924', '  ']","['469', '&nbsp;']","['424', '&nbsp;']","['505', '  ']","['599', '  ']"
9701,r078,All business activities -> Wireless telecommunications carriers (except satellite),All business activities,Wireless telecommunications carriers (except satellite),2,51720,"['391', 'i']","['739', 'i']","['1,768', 'i']","['2,481', '&nbsp;']","['1,176', 'i ']","['1,477', 'i ']","['1,920', '  ']","['2,147', '&nbsp;']","['2,306', '&nbsp;']","['2,022', '  ']","['2,492', '  ']"
9701,r079,All business activities -> Satellite telecommunications,All business activities,Satellite telecommunications,2,51740,"['D', '&nbsp;']","['195', '&nbsp;']","['106', '&nbsp;']","['107', '&nbsp;']","['681', 'i ']","['699', 'i ']","['593', '  ']","['451', '&nbsp;']","['475', '&nbsp;']","['0 - 25,158', '  ']","['510', '  ']"
9701,r080,All business activities -> Other telecommunications (not listed elsewhere),All business activities,Other telecommunications (not listed elsewhere),2,51790,"['495', '&nbsp;']","['383', '&nbsp;']","['322', '&nbsp;']","['255', '&nbsp;']","['459', '  ']","['448', '  ']","['413', '  ']","['691', '&nbsp;']","['0 - 17,119', '&nbsp;']","['427', '  ']","['304', '  ']"
9701,r081,"All business activities -> Data processing, hosting, and related services<sup>e</sup>",All business activities,"Data processing, hosting, and related services<sup>e</sup>",2,51800,"['4,922', '&nbsp;']","['3,997', '&nbsp;']","['4,009', '&nbsp;']","['4,754', '&nbsp;']","['5,839', '  ']","['6,295', '  ']","['6,217', '  ']","['6,809', '&nbsp;']","['8,885', '&nbsp;']","['11,223', '  ']","['13,122', '  ']"
9701,r082,All business activities -> Cloud computing applications and Internet-based software services,All business activities,Cloud computing applications and Internet-based software services,2,51801,"['NA', '&nbsp;']","['NA', '&nbsp;']","['3,727', 'i']","['5,718', '&nbsp;']","['5,783', '  ']","['9,981', '  ']","['16,812', '  ']","['20,600', '&nbsp;']","['28,631', '&nbsp;']","['39,147', '  ']","['43,204', '  ']"
9701,r083,"All business activities -> Other information services, including Internet publishing, broadcasting, and Web search portals<sup>e</sup>",All business activities,"Other information services, including Internet publishing, broadcasting, and Web search portals<sup>e</sup>",2,51910,"['D', '&nbsp;']","['11,397', '&nbsp;']","['13,485', '&nbsp;']","['15,306', '&nbsp;']","['21,534', '  ']","['23,962', '  ']","['28,445', '  ']","['37,435', '&nbsp;']","['46,171', '&nbsp;']","['53,228', '  ']","['63,299', '  ']"
9701,r084,All business activities -> Finance: banking and credit intermediation,All business activities,Finance: banking and credit intermediation,2,52200,"['1,365', '&nbsp;']","['1,601', '&nbsp;']","['1,834', '&nbsp;']","['2,451', '&nbsp;']","['2,708', '  ']","['4,474', '  ']","['4,819', '  ']","['4,309', '&nbsp;']","['4,924', '&nbsp;']","['7,917', '  ']","['12,777', '  ']"
9701,r085,"All business activities -> Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",All business activities,"Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",2,52310,"['1,148', '&nbsp;']","['893', '&nbsp;']","['1,153', '&nbsp;']","['937', '&nbsp;']","['1,352', '  ']","['1,516', '  ']","['1,587', '  ']","['1,248', '&nbsp;']","['1,445', '&nbsp;']","['1,815', '  ']","['4,427', '  ']"
9701,r086,All business activities -> Insurance carriers and related activities,All business activities,Insurance carriers and related activities,2,52400,"['D', '&nbsp;']","['1,141', '&nbsp;']","['1,573', '&nbsp;']","['887', '&nbsp;']","['1,364', '  ']","['1,216', '  ']","['1,127', '  ']","['1,673', '&nbsp;']","['2,190', '&nbsp;']","['2,542', '  ']","['3,661', '  ']"
9701,r087,All business activities -> Real estate,All business activities,Real estate,2,53100,"['13', '&nbsp;']","['26', 'i']","['100', '&nbsp;']","['193', '&nbsp;']","['280', '  ']","['438', '  ']","['251', '  ']","['377', '&nbsp;']","['0 - 17,119', '&nbsp;']","['368', '  ']","['0 - 2,201', '  ']"
9701,r088,All business activities -> Rental and leasing services,All business activities,Rental and leasing services,2,53200,"['27', '&nbsp;']","['D', '&nbsp;']","['69', '&nbsp;']","['59', '&nbsp;']","['D', '  ']","['97', 'i ']","['536', 'i ']","['639', '&nbsp;']","['945', '&nbsp;']","['2,766', '  ']","['1,423', '  ']"
9701,r089,"All business activities -> Lessors of nonfinancial intangible assets, including patent licensing",All business activities,"Lessors of nonfinancial intangible assets, including patent licensing",2,53300,"['319', '&nbsp;']","['369', '&nbsp;']","['74', '&nbsp;']","['78', '&nbsp;']","['79', '  ']","['40', '  ']","['58', '  ']","['23', '&nbsp;']","['59', '&nbsp;']","['0 - 25,158', '  ']","['0 - 831', '  ']"
9701,r090,"All business activities -> Legal, accounting, tax preparation, bookkeeping, and payroll services",All business activities,"Legal, accounting, tax preparation, bookkeeping, and payroll services",2,54111,"['578', 'i']","['417', 'i']","['514', 'i']","['826', 'i']","['1,283', '  ']","['892', '  ']","['875', '  ']","['1,148', '&nbsp;']","['1,901', '&nbsp;']","['2,492', '  ']","['2,674', '  ']"
9701,r091,"All business activities -> Architectural, engineering, and related services",All business activities,"Architectural, engineering, and related services",2,54130,"['2,028', '&nbsp;']","['4,206', 'i']","['3,398', '&nbsp;']","['3,392', '&nbsp;']","['4,143', 'i ']","['3,259', '  ']","['2,664', '  ']","['4,293', '&nbsp;']","['4,421', '&nbsp;']","['4,347', '  ']","['4,900', '  ']"
9701,r092,All business activities -> Specialized design services,All business activities,Specialized design services,2,54140,"['271', '&nbsp;']","['207', 'i']","['101', '&nbsp;']","['97', '&nbsp;']","['83', '  ']","['77', '  ']","['198', 'i ']","['0 - 16,964', '&nbsp;']","['163', '&nbsp;']","['212', '  ']","['170', '  ']"
9701,r093,All business activities -> Computer systems design and related services<sup>e</sup>,All business activities,Computer systems design and related services<sup>e</sup>,2,54150,"['11,129', '&nbsp;']","['12,390', 'i']","['11,472', 'i']","['13,216', 'i']","['13,647', '  ']","['14,159', '  ']","['12,607', '  ']","['16,346', '&nbsp;']","['19,604', '&nbsp;']","['16,755', '  ']","['18,843', '  ']"
9701,r094,"All business activities -> Management, scientific, and technical consulting services",All business activities,"Management, scientific, and technical consulting services",2,54160,"['1,745', '&nbsp;']","['2,280', '&nbsp;']","['2,030', '&nbsp;']","['1,958', '&nbsp;']","['1,761', '  ']","['2,137', 'i ']","['1,903', '  ']","['2,796', '&nbsp;']","['2,561', '&nbsp;']","['2,671', '  ']","['3,761', '  ']"
9701,r095,All business activities -> Research and development services in the social sciences and humanities,All business activities,Research and development services in the social sciences and humanities,2,54172,"['D', '&nbsp;']","['601', '&nbsp;']","['792', '&nbsp;']","['745', '&nbsp;']","['756', '  ']","['0 - 28,354', '  ']","['1,124', '  ']","['674', '&nbsp;']","['764', '&nbsp;']","['0 - 25,158', '  ']","['562', '  ']"
9701,r096,"All business activities -> Research and development services in biotechnology<sup>c,f</sup>",All business activities,"Research and development services in biotechnology<sup>c,f</sup>",2,54173,"['6,030', '&nbsp;']","['7,146', '&nbsp;']","['4,145', '&nbsp;']","['3,083', 'i']","['5,178', 'i ']","['3,911', 'i ']","['3,610', '  ']","['5,398', '&nbsp;']","['5,564', '&nbsp;']","['5,482', '  ']","['8,686', '  ']"
9701,r097,"All business activities -> Research and development services in the physical, engineering, and life sciences (except biotechnology)",All business activities,"Research and development services in the physical, engineering, and life sciences (except biotechnology)",2,54174,"['7,196', '&nbsp;']","['9,427', '&nbsp;']","['9,139', '&nbsp;']","['9,068', '&nbsp;']","['10,907', '  ']","['10,621', '  ']","['11,842', '  ']","['14,904', '&nbsp;']","['15,130', 'i']","['19,362', 'i ']","['24,511', 'i ']"
9701,r098,All business activities -> Research and development services in nanotechnology,All business activities,Research and development services in nanotechnology,2,54175,"['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['0 - 25,158', 'i ']","['231', '  ']"
9701,r099,All business activities -> Advertising and related services,All business activities,Advertising and related services,2,54180,"['80', '&nbsp;']","['377', 'i']","['450', 'i']","['435', '&nbsp;']","['424', '  ']","['344', '  ']","['381', '  ']","['1,032', 'i']","['1,107', 'i']","['1,284', 'i ']","['2,096', 'i ']"
9701,r100,"All business activities -> Professional, scientific, and technical services (not listed elsewhere)",All business activities,"Professional, scientific, and technical services (not listed elsewhere)",2,54190,"['1,316', '&nbsp;']","['2,463', 'i']","['1,786', '&nbsp;']","['1,020', '&nbsp;']","['1,228', '  ']","['874', '  ']","['1,113', '  ']","['1,246', '&nbsp;']","['1,649', '&nbsp;']","['1,883', '  ']","['1,714', '  ']"
9701,r101,All business activities -> Management of companies and enterprises,All business activities,Management of companies and enterprises,2,55100,"['20', '&nbsp;']","['40', '&nbsp;']","['68', '&nbsp;']","['25', 'i']","['D', '  ']","['28', '  ']","['70', '  ']","['0 - 16,964', '&nbsp;']","['0 - 17,119', '&nbsp;']","['0 - 25,158', '  ']","['0 - 1,503', '  ']"
9701,r102,All business activities -> Administrative and support services,All business activities,Administrative and support services,2,56100,"['338', '&nbsp;']","['436', '&nbsp;']","['556', 'i']","['401', 'i']","['202', 'i ']","['418', '  ']","['1,405', '  ']","['2,302', '&nbsp;']","['3,285', '&nbsp;']","['3,521', '  ']","['3,293', '  ']"
9701,r103,All business activities -> Waste management and remediation services,All business activities,Waste management and remediation services,2,56200,"['19', 'i']","['D', '&nbsp;']","['39', 'i']","['31', '&nbsp;']","['24', 'i ']","['25', '  ']","['20', '  ']","['20', '&nbsp;']","['20', '&nbsp;']","['0 - 25,158', '  ']","['530', 'r ']"
9701,r104,All business activities -> Offices of physicians,All business activities,Offices of physicians,2,62110,"['24', '&nbsp;']","['73', 'i']","['74', 'i']","['88', 'i']","['79', 'i ']","['106', 'i ']","['190', '  ']","['155', '&nbsp;']","['508', '&nbsp;']","['235', '  ']","['298', '  ']"
9701,r105,All business activities -> Medical and diagnostic laboratories,All business activities,Medical and diagnostic laboratories,2,62150,"['764', '&nbsp;']","['1,027', '&nbsp;']","['959', '&nbsp;']","['965', '&nbsp;']","['1,204', '  ']","['0 - 28,354', 'i ']","['1,210', '  ']","['2,049', '&nbsp;']","['2,467', '&nbsp;']","['2,065', '  ']","['2,721', '  ']"
9701,r106,"All business activities -> Other ambulatory health care services (ambulance, dental, home health care)",All business activities,"Other ambulatory health care services (ambulance, dental, home health care)",2,62199,"['11', '&nbsp;']","['41', 'i']","['51', 'i']","['35', 'i']","['42', 'i ']","['24', 'i ']","['65', '  ']","['46', '&nbsp;']","['148', '&nbsp;']","['93', '  ']","['300', '  ']"
9701,r107,All business activities -> Hospitals and nursing care facilities,All business activities,Hospitals and nursing care facilities,2,62200,"['2', '&nbsp;']","['2', 'i']","['2', '&nbsp;']","['7', 'i']","['7', '  ']","['9', '  ']","['0 - 11,355', '  ']","['0 - 10,879', '&nbsp;']","['0 - 11,355', '&nbsp;']","['0 - 25,158', '  ']","['0 - 1,503', '  ']"
9701,r108,All business activities -> Social assistance services,All business activities,Social assistance services,2,62400,"['7', '&nbsp;']","['36', '&nbsp;']","['38', '&nbsp;']","['16', '&nbsp;']","['2', '  ']","['2', '  ']","['0 - 11,355', '  ']","['0 - 16,964', '&nbsp;']","['0 - 17,119', '&nbsp;']","['0 - 25,158', '  ']","['0 - 1,503', '  ']"
9701,r109,"All business activities -> Arts, entertainment, and recreation",All business activities,"Arts, entertainment, and recreation",2,71000,"['105', '&nbsp;']","['108', '&nbsp;']","['31', '&nbsp;']","['91', 'i']","['D', '  ']","['44', '  ']","['48', '  ']","['44', '&nbsp;']","['415', '&nbsp;']","['0 - 25,158', '  ']","['64', 'r ']"
9701,r110,All business activities -> Accommodation and food services,All business activities,Accommodation and food services,2,72000,"['74', '&nbsp;']","['131', 'i']","['123', 'i']","['57', '&nbsp;']","['87', '  ']","['61', '  ']","['49', '  ']","['120', '&nbsp;']","['80', '&nbsp;']","['122', '  ']","['103', '  ']"
9701,r111,All business activities -> Other services (not listed elsewhere),All business activities,Other services (not listed elsewhere),2,81000,"['366', '&nbsp;']","['553', '&nbsp;']","['366', '&nbsp;']","['576', '&nbsp;']","['682', '  ']","['0 - 28,354', '  ']","['0 - 11,355', '  ']","['0 - 16,964', '&nbsp;']","['654', '&nbsp;']","['0 - 25,158', '  ']","['6,736', 'i ']"
9701,r112,All business activities -> Undistributed<sup>g</sup>,All business activities,Undistributed<sup>g</sup>,2,–,"['28,583', 'i']","['1,689', 'i']","['336', 'i']","['63', '&nbsp;']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '  ']","['0', '  ']"
